#BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1     0.55841     0.55841           0
           2     1.12821    0.843312    0.201456
           3      0.9241    0.870241    0.136092
           4      1.2104     0.95528    0.125864
           5     1.41608     1.04744    0.130129
           6     1.37444     1.10194    0.119309
           7     1.30309     1.13068    0.105669
           8     1.21812     1.14161   0.0930236
           9     1.16176     1.14385   0.0827146
          10    0.970993     1.12656   0.0762279
          11     1.07866     1.12221   0.0694223
          12     1.11643     1.12172   0.0636388
          13     1.07575     1.11819   0.0588417
          14     1.33854     1.13393   0.0567047
          15     1.14167     1.13444   0.0529268
          16     1.09775     1.13215   0.0496685
          17     1.33014      1.1438   0.0480929
          18     1.24251     1.14928   0.0457327
          19     1.28698     1.15653   0.0438962
          20      1.1778     1.15759   0.0417142
          21     1.31379     1.16503   0.0403855
          22     1.22374      1.1677   0.0386379
          23      1.1638     1.16753   0.0369583
          24    0.931327     1.15769   0.0367054
          25     1.23189     1.16065    0.035357
          26    0.878869     1.14982   0.0356195
          27     1.32008     1.15612    0.034854
          28    0.963618     1.14925   0.0342806
          29    0.958836     1.14268   0.0337214
          30     1.23367     1.14571   0.0327335
          31      1.3846     1.15342    0.032572
          32     1.10632     1.15195   0.0315873
          33     1.18127     1.15284   0.0306426
          34     1.18503     1.15378    0.029756
          35     1.25062     1.15655   0.0290342
          36     1.14937     1.15635   0.0282284
          37    0.992017     1.15191   0.0278126
          38     1.08799     1.15023   0.0271316
          39     1.06705      1.1481   0.0265196
          40     1.33073     1.15266   0.0262467
          41     1.19985     1.15381   0.0256317
          42     1.27232     1.15663   0.0251763
          43    0.990682     1.15277   0.0248849
          44     1.16724      1.1531   0.0243215
          45     1.21491     1.15448   0.0238197
          46     1.07139     1.15267   0.0233703
          47     1.26574     1.15508   0.0229966
          48      1.2844     1.15777   0.0226747
          49     1.39985     1.16271   0.0227438
          50     1.69359     1.17333    0.024643
          51     1.46344     1.17902   0.0248076
          52     1.06691     1.17686    0.024424
          53     1.12198     1.17583   0.0239852
          54     1.18533       1.176   0.0235416
          55    0.910452     1.17117   0.0236035
          56    0.985631     1.16786   0.0234134
          57     1.03441     1.16552   0.0231194
          58     1.34142     1.16855   0.0229188
          59     1.21916     1.16941   0.0225464
          60     1.05936     1.16758   0.0222451
          61    0.977145     1.16445   0.0220984
          62     1.22152     1.16537   0.0217612
          63      1.0212     1.16309   0.0215357
          64     1.10957     1.16225   0.0212155
          65     1.71172      1.1707   0.0225103
          66     1.05582     1.16896   0.0222365
          67     1.11283     1.16812   0.0219204
          68     1.01582     1.16588   0.0217121
          69     1.22729     1.16677   0.0214157
          70      1.4334     1.17058   0.0214458
          71     1.10674     1.16968   0.0211626
          72     1.15353     1.16946   0.0208699
          73     1.15781      1.1693   0.0205846
          74     1.25212     1.17042   0.0203368
          75     1.17071     1.17042   0.0200657
          76     1.18573     1.17062   0.0198027
          77     0.94402     1.16768   0.0197629
          78     1.36689     1.17024   0.0196739
          79     1.10165     1.16937    0.019444
          80     1.22447     1.17006   0.0192132
          81     1.36108     1.17241   0.0191202
          82     1.31431     1.17415   0.0189651
          83     1.37788      1.1766   0.0188948
          84     1.11558     1.17587   0.0186838
          85     1.57056     1.18052   0.0190323
          86     1.21353      1.1809   0.0188148
          87     1.29473     1.18221    0.018644
          88      1.3164     1.18373   0.0184944
          89     1.21145     1.18405   0.0182892
          90     0.97914     1.18177   0.0182272
          91     1.37861     1.18393   0.0181548
          92     1.18303     1.18392   0.0179574
          93     1.01728     1.18213   0.0178535
          94       1.156     1.18185   0.0176658
          95     1.22307     1.18229   0.0174851
          96     1.30114     1.18352   0.0173468
          97     1.20541     1.18375   0.0171694
          98     1.05762     1.18246   0.0170424
          99     1.06726      1.1813   0.0169099
         100     1.07205     1.18021   0.0167761
         101     1.18672     1.18027   0.0166101
         102     0.96186     1.17813   0.0165847
         103     1.44544     1.18072   0.0166255
         104     1.10364     1.17998   0.0164821
         105     1.17107      1.1799   0.0163254
         106     1.24455     1.18051   0.0161828
         107     1.11153     1.17986   0.0160444
         108     1.20433     1.18009   0.0158974
         109     1.28814     1.18108   0.0157824
         110     1.37483     1.18284   0.0157369
         111     1.25393     1.18348   0.0156082
         112     1.17216     1.18338   0.0154691
         113     1.29415     1.18436   0.0153633
         114     1.52073     1.18731   0.0155093
         115     1.27808      1.1881   0.0153945
         116    0.980642     1.18631   0.0153653
         117    0.879258     1.18369   0.0154565
         118     1.35236     1.18512   0.0153914
         119     1.22199     1.18543   0.0152652
         120     1.52405     1.18825   0.0153966
         121     1.32334     1.18937   0.0153098
         122     1.35418     1.19072   0.0152438
         123     1.04726     1.18955   0.0151644
         124     1.09168     1.18876   0.0150626
         125    0.979385     1.18709    0.015035
         126     1.20556     1.18723   0.0149164
         127      1.2873     1.18802   0.0148197
         128     1.14492     1.18769   0.0147077
         129    0.913233     1.18556   0.0147468
         130     1.05783     1.18458   0.0146661
         131     1.12614     1.18413   0.0145609
         132     1.58434     1.18716   0.0147629
         133     1.00199     1.18577   0.0147174
         134     1.24864     1.18624    0.014615
         135      1.2613     1.18679   0.0145173
         136     1.41247     1.18845   0.0145051
         137     1.09854      1.1878   0.0144141
         138     1.37077     1.18912   0.0143705
         139     1.31384     1.19002   0.0142951
         140     1.06931     1.18916    0.014219
         141     1.25004     1.18959   0.0141247
         142      1.2671     1.19014   0.0140357
         143     0.84938     1.18775   0.0141384
         144    0.990308     1.18638   0.0141066
         145     1.12281     1.18594   0.0140161
         146    0.960083      1.1844   0.0140052
         147      1.1543     1.18419   0.0139114
         148     1.07587     1.18346   0.0138367
         149     1.36173     1.18466   0.0137954
         150    0.962255     1.18317   0.0137829
         151     1.33579     1.18418   0.0137286
         152     1.29975     1.18494   0.0136594
         153      1.0011     1.18374   0.0136228
         154    0.774486     1.18109   0.0137911
         155     1.12419     1.18072   0.0137071
         156     1.23331     1.18106   0.0136233
         157     1.08848     1.18047   0.0135493
         158     1.06354     1.17973   0.0134838
         159     1.21233     1.17993   0.0134005
         160     1.08843     1.17936    0.013329
         161     1.33117      1.1803   0.0132795
         162     1.28211     1.18093   0.0132124
         163     1.20057     1.18105   0.0131319
         164    0.995412     1.17992   0.0131005
         165     1.52381       1.182   0.0131858
         166     1.41661     1.18342   0.0131819
         167     1.29247     1.18407   0.0131191
         168    0.996062     1.18295   0.0130887
         169     1.24048     1.18329   0.0130157
         170     1.21592     1.18348   0.0129405
         171     1.29313     1.18412   0.0128807
         172     1.45586      1.1857   0.0129024
         173     1.34342     1.18662     0.01286
         174    0.866323     1.18477   0.0129171
         175     1.16116     1.18464    0.012844
         176     1.22482     1.18487   0.0127731
         177     1.24275      1.1852   0.0127051
         178     1.08045     1.18461   0.0126473
         179     1.30774     1.18529   0.0125954
         180     1.16384     1.18518    0.012526
         181      1.4445     1.18661   0.0125384
         182     1.31717     1.18733     0.01249
         183    0.906064     1.18579    0.012516
         184     1.42056     1.18706   0.0125128
         185     1.11905      1.1867   0.0124506
         186     1.21656     1.18686   0.0123847
         187    0.956779     1.18563   0.0123794
         188     1.03807     1.18484   0.0123384
         189     1.04111     1.18408   0.0122966
         190     1.31047     1.18475   0.0122498
         191     1.06268     1.18411   0.0122024
         192     1.24979     1.18445   0.0121436
         193      1.3978     1.18556   0.0121309
         194     1.19341      1.1856   0.0120684
         195      1.1625     1.18548   0.0120071
         196     1.41072     1.18663   0.0120007
         197     1.34823     1.18745   0.0119678
         198     1.43696     1.18871   0.0119735
         199     1.20006     1.18876   0.0119135
         200     1.23743     1.18901   0.0118564
