N,block,rN,err
0,0,1,0
0,1,1,0
0,2,1,0
0,3,1,0
0,4,1,0
0,5,1,0
0,6,1,0
0,7,1,0
0,8,1,0
0,9,1,0
0,10,1,0
0,11,1,0
0,12,1,0
0,13,1,0
0,14,1,0
0,15,1,0
0,16,1,0
0,17,1,0
0,18,1,0
0,19,1,0
0,20,1,0
0,21,1,0
0,22,1,0
0,23,1,0
0,24,1,0
0,25,1,0
0,26,1,0
0,27,1,0
0,28,1,0
0,29,1,0
0,30,1,0
0,31,1,0
0,32,1,0
0,33,1,0
0,34,1,0
0,35,1,0
0,36,1,0
0,37,1,0
0,38,1,0
0,39,1,0
0,40,1,0
0,41,1,0
0,42,1,0
0,43,1,0
0,44,1,0
0,45,1,0
0,46,1,0
0,47,1,0
0,48,1,0
0,49,1,0
0,50,1,0
0,51,1,0
0,52,1,0
0,53,1,0
0,54,1,0
0,55,1,0
0,56,1,0
0,57,1,0
0,58,1,0
0,59,1,0
0,60,1,0
0,61,1,0
0,62,1,0
0,63,1,0
0,64,1,0
0,65,1,0
0,66,1,0
0,67,1,0
0,68,1,0
0,69,1,0
0,70,1,0
0,71,1,0
0,72,1,0
0,73,1,0
0,74,1,0
0,75,1,0
0,76,1,0
0,77,1,0
0,78,1,0
0,79,1,0
0,80,1,0
0,81,1,0
0,82,1,0
0,83,1,0
0,84,1,0
0,85,1,0
0,86,1,0
0,87,1,0
0,88,1,0
0,89,1,0
0,90,1,0
0,91,1,0
0,92,1,0
0,93,1,0
0,94,1,0
0,95,1,0
0,96,1,0
0,97,1,0
0,98,1,0
0,99,1,0
1,0,1.28167,0
1,1,1.2851,0.00343146
1,2,1.30429,0.0192932
1,3,1.30267,0.0137379
1,4,1.30433,0.0107696
1,5,1.28819,0.0183747
1,6,1.28155,0.0168921
1,7,1.28997,0.0168815
1,8,1.29783,0.0168329
1,9,1.31221,0.0208225
1,10,1.31263,0.0188393
1,11,1.32005,0.0187302
1,12,1.31574,0.0177588
1,13,1.31077,0.0171775
1,14,1.31071,0.0159914
1,15,1.30433,0.016265
1,16,1.30245,0.0153935
1,17,1.30167,0.0145337
1,18,1.29598,0.0148822
1,19,1.29709,0.0141623
1,20,1.29596,0.0135182
1,21,1.29708,0.0129379
1,22,1.29739,0.0123664
1,23,1.29604,0.0119161
1,24,1.29566,0.0114359
1,25,1.29381,0.0111421
1,26,1.29685,0.0111434
1,27,1.29336,0.0112897
1,28,1.29474,0.0109805
1,29,1.29567,0.0106489
1,30,1.29632,0.0103202
1,31,1.2962,0.00999321
1,32,1.29697,0.00971635
1,33,1.2952,0.00959086
1,34,1.29555,0.00931945
1,35,1.29788,0.00935046
1,36,1.2962,0.00924766
1,37,1.29476,0.0091147
1,38,1.29253,0.00915539
1,39,1.29388,0.00902508
1,40,1.29381,0.00880249
1,41,1.29377,0.00859042
1,42,1.29409,0.00839436
1,43,1.29392,0.00820316
1,44,1.29472,0.00805867
1,45,1.29436,0.00788968
1,46,1.29299,0.00784069
1,47,1.29199,0.00774019
1,48,1.29365,0.00776042
1,49,1.29233,0.0077178
1,50,1.29155,0.00760542
1,51,1.29125,0.00746386
1,52,1.28959,0.0075058
1,53,1.2884,0.0074617
1,54,1.28755,0.0073739
1,55,1.28673,0.00728723
1,56,1.28757,0.00720691
1,57,1.28884,0.00719588
1,58,1.2893,0.00708761
1,59,1.28908,0.00697211
1,60,1.28857,0.00687548
1,61,1.28773,0.006815
1,62,1.28822,0.0067234
1,63,1.28767,0.00663987
1,64,1.28856,0.00659634
1,65,1.28712,0.00665378
1,66,1.28754,0.00656769
1,67,1.28685,0.00650702
1,68,1.28678,0.00641246
1,69,1.28652,0.00632532
1,70,1.28558,0.0063072
1,71,1.28573,0.00622094
1,72,1.28661,0.00619788
1,73,1.28759,0.00619182
1,74,1.28672,0.00617163
1,75,1.28703,0.00609823
1,76,1.28623,0.00607203
1,77,1.28552,0.00603542
1,78,1.28532,0.0059618
1,79,1.28663,0.00603032
1,80,1.28761,0.00603569
1,81,1.28655,0.00605609
1,82,1.28557,0.00606263
1,83,1.28562,0.00599025
1,84,1.28471,0.00598843
1,85,1.28395,0.00596715
1,86,1.28289,0.00599219
1,87,1.28216,0.0059691
1,88,1.28235,0.00590477
1,89,1.2826,0.00584426
1,90,1.2825,0.00578057
1,91,1.28362,0.00582514
1,92,1.28289,0.00580811
1,93,1.28266,0.00575042
1,94,1.28336,0.00573219
1,95,1.2824,0.00575325
1,96,1.28216,0.00569864
1,97,1.28108,0.00574171
1,98,1.28042,0.00572154
1,99,1.27994,0.00568438
2,0,1.65076,0
2,1,1.6262,0.024562
2,2,1.65184,0.029301
2,3,1.65055,0.0207591
2,4,1.65764,0.0175769
2,5,1.64834,0.0171058
2,6,1.63994,0.0167162
2,7,1.63942,0.0144859
2,8,1.64097,0.0128688
2,9,1.65117,0.0153785
2,10,1.65483,0.0143829
2,11,1.6641,0.0160709
2,12,1.65703,0.0163865
2,13,1.66006,0.0154715
2,14,1.65851,0.0144868
2,15,1.65359,0.0144157
2,16,1.64877,0.0143722
2,17,1.65462,0.0147575
2,18,1.65012,0.0146667
2,19,1.65326,0.0142652
2,20,1.65236,0.0135989
2,21,1.65319,0.0129925
2,22,1.65127,0.0125619
2,23,1.64984,0.0121128
2,24,1.65004,0.01162
2,25,1.64705,0.0115571
2,26,1.64684,0.011123
2,27,1.64413,0.0110546
2,28,1.64309,0.0107171
2,29,1.64743,0.0112253
2,30,1.64501,0.011124
2,31,1.6421,0.0111558
2,32,1.64424,0.0110222
2,33,1.64314,0.0107491
2,34,1.64214,0.0104856
2,35,1.64406,0.0103702
2,36,1.64632,0.0103342
2,37,1.64564,0.0100815
2,38,1.6456,0.00981966
2,39,1.6474,0.00973956
2,40,1.64714,0.0095027
2,41,1.64569,0.00938534
2,42,1.64423,0.00928124
2,43,1.64263,0.0092079
2,44,1.64346,0.00903927
2,45,1.64205,0.00895137
2,46,1.64155,0.00877349
2,47,1.64299,0.00870896
2,48,1.64391,0.00857904
2,49,1.64301,0.00845349
2,50,1.64224,0.00832234
2,51,1.64183,0.00817109
2,52,1.64164,0.00801757
2,53,1.64096,0.00789736
2,54,1.64007,0.00780298
2,55,1.63907,0.00772735
2,56,1.63908,0.00759058
2,57,1.64007,0.00752456
2,58,1.64135,0.00750508
2,59,1.6423,0.0074396
2,60,1.6421,0.00731921
2,61,1.64245,0.00720878
2,62,1.64273,0.00709882
2,63,1.64201,0.00702385
2,64,1.64132,0.00694992
2,65,1.64087,0.00685817
2,66,1.64101,0.00675654
2,67,1.64122,0.00665976
2,68,1.64065,0.00658777
2,69,1.64122,0.00651772
2,70,1.64077,0.00644068
2,71,1.64061,0.00635266
2,72,1.64181,0.00637879
2,73,1.64236,0.00631615
2,74,1.64277,0.00624477
2,75,1.6428,0.00616214
2,76,1.6417,0.00618117
2,77,1.64136,0.00611093
2,78,1.64061,0.00607926
2,79,1.64138,0.0060524
2,80,1.64217,0.00602898
2,81,1.64144,0.00599964
2,82,1.64036,0.00602435
2,83,1.6406,0.00595711
2,84,1.64129,0.00592662
2,85,1.64073,0.00588376
2,86,1.64012,0.00584787
2,87,1.63981,0.00578922
2,88,1.63979,0.00572384
2,89,1.63901,0.00571362
2,90,1.63856,0.00566854
2,91,1.63951,0.00568607
2,92,1.63878,0.00567164
2,93,1.63851,0.00561709
2,94,1.63938,0.00562403
2,95,1.63992,0.00559194
2,96,1.63932,0.00556652
2,97,1.6399,0.00554016
2,98,1.63891,0.00557332
2,99,1.63823,0.00555885
3,0,1.89813,0
3,1,1.94279,0.044655
3,2,1.94277,0.0257816
3,3,1.92323,0.0267203
3,4,1.91168,0.0237036
3,5,1.903,0.0212113
3,6,1.88475,0.0255789
3,7,1.89179,0.023243
3,8,1.87802,0.0246934
3,9,1.88303,0.0226474
3,10,1.88795,0.0210683
3,11,1.89921,0.0222831
3,12,1.88658,0.0240778
3,13,1.88445,0.0223924
3,14,1.88073,0.0211758
3,15,1.87269,0.0213799
3,16,1.86902,0.0204146
3,17,1.87002,0.0192731
3,18,1.86299,0.0195389
3,19,1.86687,0.0189367
3,20,1.86492,0.0181174
3,21,1.86464,0.0172765
3,22,1.86512,0.0165151
3,23,1.86673,0.0158936
3,24,1.86644,0.0152474
3,25,1.86566,0.0146701
3,26,1.86352,0.0142773
3,27,1.85829,0.0147164
3,28,1.85499,0.0145797
3,29,1.86051,0.0151272
3,30,1.86069,0.0146323
3,31,1.85948,0.0142196
3,32,1.86261,0.0141349
3,33,1.86241,0.0137144
3,34,1.8609,0.0134016
3,35,1.86284,0.0131683
3,36,1.86265,0.0128089
3,37,1.86101,0.0125743
3,38,1.85973,0.0123151
3,39,1.86065,0.0120386
3,40,1.85908,0.0118464
3,41,1.85677,0.0117875
3,42,1.85872,0.011673
3,43,1.85919,0.0114143
3,44,1.86177,0.0114535
3,45,1.86152,0.0112046
3,46,1.86036,0.0110247
3,47,1.86224,0.0109552
3,48,1.86326,0.0107775
3,49,1.86195,0.0106406
3,50,1.86015,0.0105838
3,51,1.85872,0.0104766
3,52,1.85895,0.0102796
3,53,1.8581,0.0101227
3,54,1.85721,0.00997699
3,55,1.85599,0.00987324
3,56,1.8546,0.00979697
3,57,1.856,0.00972796
3,58,1.85599,0.00956166
3,59,1.85663,0.0094225
3,60,1.85623,0.00927547
3,61,1.85671,0.0091372
3,62,1.85751,0.00902658
3,63,1.85693,0.00890312
3,64,1.85759,0.00878961
3,65,1.85607,0.00878708
3,66,1.85647,0.00866404
3,67,1.85743,0.00858915
3,68,1.85529,0.00873006
3,69,1.85563,0.00861126
3,70,1.85422,0.00860605
3,71,1.85453,0.00849133
3,72,1.85582,0.00847407
3,73,1.85612,0.0083642
3,74,1.85657,0.00826405
3,75,1.85692,0.00816211
3,76,1.85537,0.00820413
3,77,1.85482,0.00811688
3,78,1.85454,0.00801817
3,79,1.85569,0.00799945
3,80,1.85643,0.00793526
3,81,1.85531,0.00791729
3,82,1.85461,0.00785328
3,83,1.85527,0.00778739
3,84,1.85698,0.0078842
3,85,1.85599,0.00785526
3,86,1.85601,0.00776447
3,87,1.85508,0.00773126
3,88,1.85392,0.0077316
3,89,1.85392,0.00764521
3,90,1.85321,0.00759369
3,91,1.85336,0.00751215
3,92,1.85269,0.0074609
3,93,1.8524,0.00738695
3,94,1.85331,0.0073656
3,95,1.85264,0.0073197
3,96,1.8526,0.00724396
3,97,1.85415,0.00733642
3,98,1.85301,0.00735153
3,99,1.85282,0.00728001
4,0,2.06531,0
4,1,2.12694,0.0616357
4,2,2.13934,0.0376848
4,3,2.12985,0.028289
4,4,2.13532,0.0225858
4,5,2.11944,0.0243387
4,6,2.10704,0.024016
4,7,2.11322,0.0216976
4,8,2.10432,0.0211059
4,9,2.10096,0.0191736
4,10,2.10797,0.0187056
4,11,2.1172,0.019409
4,12,2.10731,0.0204089
4,13,2.1096,0.0190331
4,14,2.10974,0.0177194
4,15,2.10885,0.0165985
4,16,2.1045,0.0161889
4,17,2.10785,0.0156274
4,18,2.10139,0.016133
4,19,2.10524,0.0157831
4,20,2.10305,0.0151728
4,21,2.1006,0.0146726
4,22,2.10202,0.0140927
4,23,2.10225,0.0134946
4,24,2.10182,0.0129508
4,25,2.09768,0.0131144
4,26,2.09867,0.0126583
4,27,2.0971,0.0122981
4,28,2.09345,0.0124145
4,29,2.10148,0.0144334
4,30,2.10502,0.0144003
4,31,2.10214,0.014236
4,32,2.10696,0.0146138
4,33,2.10726,0.0141806
4,34,2.10538,0.013897
4,35,2.10554,0.0135065
4,36,2.10546,0.0131366
4,37,2.10452,0.0128211
4,38,2.10091,0.0129974
4,39,2.10158,0.0126858
4,40,2.09997,0.0124763
4,41,2.09937,0.0121905
4,42,2.10178,0.0121457
4,43,2.10282,0.0119116
4,44,2.10498,0.0118431
4,45,2.10318,0.0117232
4,46,2.10348,0.0114752
4,47,2.10399,0.0112449
4,48,2.10295,0.0110621
4,49,2.10202,0.0108784
4,50,2.09941,0.0109759
4,51,2.09766,0.0109041
4,52,2.09884,0.0107611
4,53,2.09927,0.0105684
4,54,2.09873,0.0103884
4,55,2.09914,0.0102096
4,56,2.0987,0.0100389
4,57,2.09807,0.00988402
4,58,2.09824,0.00971648
4,59,2.09826,0.00955319
4,60,2.09747,0.00942844
4,61,2.09772,0.0092785
4,62,2.09936,0.00927667
4,63,2.0987,0.00915396
4,64,2.09828,0.00902222
4,65,2.09758,0.00891172
4,66,2.0989,0.0088762
4,67,2.09942,0.00876036
4,68,2.09829,0.00870601
4,69,2.09888,0.00860064
4,70,2.09767,0.00856393
4,71,2.09855,0.00848981
4,72,2.10072,0.00864893
4,73,2.10036,0.00853865
4,74,2.10099,0.008447
4,75,2.10097,0.00833513
4,76,2.09914,0.00842667
4,77,2.09846,0.00834616
4,78,2.09841,0.00823998
4,79,2.09863,0.00813925
4,80,2.09986,0.00813268
4,81,2.09997,0.00803366
4,82,2.09977,0.00793899
4,83,2.10026,0.00785909
4,84,2.10127,0.00783148
4,85,2.10125,0.0077399
4,86,2.10079,0.00766405
4,87,2.10009,0.00760887
4,88,2.09799,0.00780974
4,89,2.09878,0.00776273
4,90,2.09891,0.00767803
4,91,2.09877,0.00759545
4,92,2.09909,0.00752008
4,93,2.09918,0.00744021
4,94,2.10019,0.00743046
4,95,2.09985,0.00736043
4,96,2.09992,0.00728451
4,97,2.10192,0.00748054
4,98,2.101,0.00746097
4,99,2.1008,0.00738883
5,0,2.28823,0
5,1,2.30228,0.0140466
5,2,2.30404,0.00829878
5,3,2.2582,0.0462123
5,4,2.28682,0.0458312
5,5,2.26316,0.0442742
5,6,2.2695,0.0379519
5,7,2.27823,0.0340062
5,8,2.2766,0.0300349
5,9,2.28368,0.0277804
5,10,2.27715,0.0259621
5,11,2.29549,0.0299675
5,12,2.28976,0.0281553
5,13,2.29115,0.0261039
5,14,2.2865,0.0247428
5,15,2.29148,0.0236745
5,16,2.28921,0.0223545
5,17,2.28883,0.0210793
5,18,2.28087,0.0214717
5,19,2.28253,0.0204375
5,20,2.27901,0.019756
5,21,2.28169,0.0190271
5,22,2.28103,0.018193
5,23,2.28185,0.0174377
5,24,2.28303,0.0167672
5,25,2.27763,0.0169899
5,26,2.27437,0.0166712
5,27,2.27561,0.0161129
5,28,2.2717,0.0160335
5,29,2.27997,0.0175611
5,30,2.28218,0.0171281
5,31,2.27907,0.0168721
5,32,2.28348,0.0169366
5,33,2.28204,0.016494
5,34,2.27963,0.0161963
5,35,2.28021,0.0157507
5,36,2.27962,0.0153306
5,37,2.2781,0.014998
5,38,2.27515,0.0149047
5,39,2.27585,0.0145445
5,40,2.27348,0.0143822
5,41,2.27525,0.0141469
5,42,2.27761,0.0140145
5,43,2.27844,0.0137173
5,44,2.27988,0.0134857
5,45,2.27744,0.0134128
5,46,2.27972,0.0133201
5,47,2.28075,0.0130807
5,48,2.28057,0.0128123
5,49,2.27985,0.012574
5,50,2.27958,0.012328
5,51,2.27694,0.0123721
5,52,2.27839,0.012222
5,53,2.2798,0.0120765
5,54,2.27874,0.0119024
5,55,2.27886,0.0116885
5,56,2.27765,0.0115457
5,57,2.27513,0.0116202
5,58,2.27404,0.0114732
5,59,2.27236,0.0114048
5,60,2.27138,0.0112593
5,61,2.27116,0.0110784
5,62,2.27302,0.0110587
5,63,2.27376,0.0109092
5,64,2.27426,0.0107518
5,65,2.2735,0.0106148
5,66,2.27326,0.0104579
5,67,2.27317,0.0103033
5,68,2.27198,0.0102228
5,69,2.27188,0.0100762
5,70,2.27165,0.0099359
5,71,2.2722,0.00981233
5,72,2.27363,0.0097821
5,73,2.27284,0.00968165
5,74,2.27342,0.00956948
5,75,2.27295,0.00945439
5,76,2.27039,0.00967698
5,77,2.26936,0.00960654
5,78,2.26916,0.0094864
5,79,2.26921,0.00936724
5,80,2.26997,0.00928169
5,81,2.26999,0.00916782
5,82,2.26992,0.0090569
5,83,2.26917,0.00898016
5,84,2.27236,0.00942941
5,85,2.27244,0.00931948
5,86,2.27116,0.00930067
5,87,2.27058,0.00921257
5,88,2.26944,0.00917893
5,89,2.27009,0.00909953
5,90,2.27,0.0089995
5,91,2.26983,0.00890272
5,92,2.26993,0.00880707
5,93,2.27125,0.00881297
5,94,2.27271,0.00884093
5,95,2.27269,0.00874839
5,96,2.27287,0.00865967
5,97,2.27519,0.00887901
5,98,2.27519,0.00878887
5,99,2.27517,0.00870056
6,0,2.45687,0
6,1,2.45998,0.00310475
6,2,2.47759,0.0177036
6,3,2.43006,0.0491525
6,4,2.46847,0.0540845
6,5,2.4431,0.0509258
6,6,2.45798,0.0455386
6,7,2.45312,0.0397365
6,8,2.45082,0.0351195
6,9,2.45977,0.0326618
6,10,2.45136,0.0307166
6,11,2.46457,0.0309949
6,12,2.46014,0.0288524
6,13,2.46074,0.0267189
6,14,2.458,0.025025
6,15,2.46209,0.0237643
6,16,2.46448,0.0224502
6,17,2.46385,0.0211755
6,18,2.46356,0.0200322
6,19,2.46813,0.0195459
6,20,2.46183,0.019629
6,21,2.46419,0.0188628
6,22,2.46054,0.0183887
6,23,2.45949,0.0176371
6,24,2.46219,0.0171314
6,25,2.45714,0.0172163
6,26,2.45273,0.0171442
6,27,2.45649,0.0169429
6,28,2.45254,0.0168185
6,29,2.46072,0.0181899
6,30,2.45912,0.0176659
6,31,2.45748,0.0171831
6,32,2.46168,0.0171758
6,33,2.4605,0.0167051
6,34,2.45666,0.0166693
6,35,2.4586,0.0163162
6,36,2.45998,0.0159289
6,37,2.45946,0.0155129
6,38,2.45653,0.0153914
6,39,2.45565,0.0150277
6,40,2.4548,0.0146813
6,41,2.45762,0.0146037
6,42,2.45891,0.0143179
6,43,2.45976,0.0140146
6,44,2.4609,0.0137466
6,45,2.45932,0.0135366
6,46,2.46052,0.0132997
6,47,2.46188,0.0130903
6,48,2.46055,0.012889
6,49,2.4588,0.0127491
6,50,2.45859,0.0124983
6,51,2.45687,0.0123761
6,52,2.45804,0.0121969
6,53,2.45833,0.0119725
6,54,2.45688,0.0118419
6,55,2.45828,0.0117119
6,56,2.45811,0.0115058
6,57,2.45684,0.0113773
6,58,2.45636,0.0111929
6,59,2.4544,0.011178
6,60,2.45405,0.0109989
6,61,2.45375,0.0108241
6,62,2.45695,0.0111202
6,63,2.45625,0.0109672
6,64,2.45863,0.0110569
6,65,2.4568,0.0110411
6,66,2.45778,0.0109191
6,67,2.45781,0.0107573
6,68,2.45699,0.0106319
6,69,2.45884,0.0106409
6,70,2.45855,0.0104938
6,71,2.45824,0.0103517
6,72,2.45954,0.0102911
6,73,2.46038,0.010186
6,74,2.46105,0.0100714
6,75,2.46039,0.00995964
6,76,2.45933,0.00988696
6,77,2.45866,0.00978221
6,78,2.4584,0.00966123
6,79,2.45819,0.00954188
6,80,2.45843,0.0094264
6,81,2.45895,0.00932496
6,82,2.45934,0.00922029
6,83,2.4595,0.00911133
6,84,2.46228,0.00942199
6,85,2.46159,0.00933766
6,86,2.45981,0.00939872
6,87,2.45922,0.00931023
6,88,2.45798,0.00928786
6,89,2.45863,0.00920725
6,90,2.45748,0.00917805
6,91,2.45648,0.0091326
6,92,2.45675,0.00903791
6,93,2.45766,0.00898693
6,94,2.45872,0.00895486
6,95,2.4592,0.00887398
6,96,2.45897,0.00878484
6,97,2.46093,0.00891131
6,98,2.46072,0.00882332
6,99,2.46011,0.00875538
7,0,2.62712,0
7,1,2.61895,0.0081682
7,2,2.64854,0.0299608
7,3,2.62852,0.0291457
7,4,2.64494,0.0279145
7,5,2.61916,0.0344123
7,6,2.6282,0.030458
7,7,2.63077,0.0265023
7,8,2.63059,0.0233735
7,9,2.63643,0.0217064
7,10,2.62611,0.0221839
7,11,2.64049,0.0248387
7,12,2.63658,0.0231814
7,13,2.63658,0.0214618
7,14,2.63147,0.0206243
7,15,2.63835,0.0204841
7,16,2.62854,0.0215986
7,17,2.62395,0.0208731
7,18,2.62535,0.0197931
7,19,2.6338,0.0205906
7,20,2.62632,0.0209642
7,21,2.62734,0.0200146
7,22,2.62571,0.019194
7,23,2.62557,0.0183774
7,24,2.627,0.017685
7,25,2.6209,0.0180554
7,26,2.61504,0.0183343
7,27,2.61547,0.0176726
7,28,2.61091,0.0176512
7,29,2.62019,0.0194146
7,30,2.62014,0.0187779
7,31,2.61799,0.0183076
7,32,2.62261,0.0183352
7,33,2.62041,0.0179231
7,34,2.61797,0.0175734
7,35,2.62052,0.0172665
7,36,2.6205,0.0167934
7,37,2.61965,0.0163673
7,38,2.61608,0.0163373
7,39,2.61802,0.0160414
7,40,2.61888,0.0156688
7,41,2.62157,0.0155257
7,42,2.62327,0.015256
7,43,2.62235,0.0149341
7,44,2.62249,0.0145991
7,45,2.62154,0.0143097
7,46,2.6229,0.0140681
7,47,2.62357,0.0137881
7,48,2.62144,0.0136705
7,49,2.61852,0.0137083
7,50,2.61774,0.0134596
7,51,2.61685,0.0132285
7,52,2.61614,0.0129959
7,53,2.61794,0.0128804
7,54,2.61653,0.0127228
7,55,2.61696,0.0125007
7,56,2.61726,0.0122832
7,57,2.61714,0.0120702
7,58,2.61668,0.0118729
7,59,2.61563,0.0117202
7,60,2.61467,0.0115663
7,61,2.61528,0.0113944
7,62,2.61626,0.0112548
7,63,2.61469,0.0111875
7,64,2.61748,0.0113609
7,65,2.61585,0.0113058
7,66,2.6169,0.0111858
7,67,2.61649,0.0110278
7,68,2.61541,0.010921
7,69,2.6168,0.0108541
7,70,2.61565,0.0107617
7,71,2.61437,0.0106886
7,72,2.61488,0.0105537
7,73,2.61554,0.0104307
7,74,2.61587,0.010296
7,75,2.61668,0.010192
7,76,2.61427,0.0103433
7,77,2.61584,0.0103295
7,78,2.61496,0.0102355
7,79,2.61449,0.0101176
7,80,2.615,0.0100047
7,81,2.61525,0.00988508
7,82,2.61376,0.00987839
7,83,2.61353,0.00976276
7,84,2.61623,0.0100174
7,85,2.61556,0.00992304
7,86,2.61488,0.00983134
7,87,2.61465,0.00972188
7,88,2.61381,0.00964842
7,89,2.6149,0.00960253
7,90,2.61356,0.0095894
7,91,2.61268,0.00952546
7,92,2.6127,0.00942249
7,93,2.61349,0.00935557
7,94,2.61416,0.00928045
7,95,2.61534,0.00925828
7,96,2.61454,0.00919704
7,97,2.61652,0.00931644
7,98,2.61697,0.0092329
7,99,2.61742,0.0091511
8,0,2.65015,0
8,1,2.70554,0.0553878
8,2,2.72335,0.0366016
8,3,2.73377,0.0279004
8,4,2.78169,0.0525701
8,5,2.76351,0.0466159
8,6,2.7896,0.0472518
8,7,2.78883,0.0409285
8,8,2.79035,0.0361279
8,9,2.79771,0.0331395
8,10,2.78979,0.0310043
8,11,2.80805,0.0336863
8,12,2.81179,0.0312119
8,13,2.80885,0.0290462
8,14,2.80209,0.027873
8,15,2.80845,0.0268382
8,16,2.79708,0.0276571
8,17,2.79501,0.026157
8,18,2.79772,0.0248896
8,19,2.80624,0.0251007
8,20,2.7986,0.0250655
8,21,2.79826,0.0239014
8,22,2.79829,0.0228386
8,23,2.79836,0.0218664
8,24,2.79973,0.0210184
8,25,2.79121,0.0219203
8,26,2.7879,0.0213508
8,27,2.78756,0.0205769
8,28,2.78606,0.0199111
8,29,2.79645,0.0218607
8,30,2.79689,0.0211482
8,31,2.79302,0.0208391
8,32,2.79568,0.0203723
8,33,2.7942,0.0198191
8,34,2.79224,0.0193439
8,35,2.79596,0.0191626
8,36,2.79738,0.0186918
8,37,2.79558,0.0182823
8,38,2.79458,0.0178352
8,39,2.79306,0.0174501
8,40,2.79299,0.0170193
8,41,2.79521,0.016756
8,42,2.79844,0.0166779
8,43,2.79698,0.0163597
8,44,2.79582,0.0160343
8,45,2.79429,0.0157563
8,46,2.79457,0.01542
8,47,2.79589,0.0151531
8,48,2.79315,0.0150916
8,49,2.79182,0.0148464
8,50,2.79047,0.0146151
8,51,2.78892,0.0144149
8,52,2.78948,0.0141516
8,53,2.79131,0.014007
8,54,2.7884,0.0140557
8,55,2.7876,0.0138256
8,56,2.78831,0.0135996
8,57,2.78942,0.0134089
8,58,2.78828,0.0132289
8,59,2.78708,0.0130619
8,60,2.78602,0.0128895
8,61,2.78561,0.0126864
8,62,2.78608,0.0124924
8,63,2.78526,0.0123232
8,64,2.78803,0.0124432
8,65,2.78739,0.0122699
8,66,2.78831,0.0121204
8,67,2.78803,0.0119441
8,68,2.78637,0.011886
8,69,2.78819,0.0118556
8,70,2.78676,0.0117746
8,71,2.78587,0.0116439
8,72,2.78685,0.0115249
8,73,2.78741,0.011382
8,74,2.78642,0.0112729
8,75,2.7847,0.0112569
8,76,2.78296,0.0112447
8,77,2.78412,0.0111598
8,78,2.78282,0.0110936
8,79,2.78248,0.0109593
8,80,2.78301,0.0108358
8,81,2.7827,0.0107074
8,82,2.78209,0.0105948
8,83,2.78251,0.0104761
8,84,2.786,0.0109245
8,85,2.78451,0.0108977
8,86,2.78393,0.0107876
8,87,2.78357,0.0106705
8,88,2.78356,0.0105499
8,89,2.78394,0.010439
8,90,2.78234,0.0104467
8,91,2.78098,0.0104217
8,92,2.78022,0.0103367
8,93,2.78113,0.0102661
8,94,2.78165,0.0101708
8,95,2.7824,0.0100927
8,96,2.78113,0.0100684
8,97,2.78391,0.0103444
8,98,2.7847,0.0102698
8,99,2.78458,0.0101673
9,0,2.89306,0
9,1,2.89726,0.00419994
9,2,2.88941,0.00821667
9,3,2.89464,0.00782283
9,4,2.94095,0.0467011
9,5,2.92019,0.0434152
9,6,2.94753,0.0457558
9,7,2.94946,0.0396728
9,8,2.9443,0.0353676
9,9,2.95529,0.0334911
9,10,2.94417,0.0322707
9,11,2.95786,0.0324852
9,12,2.95676,0.0299024
9,13,2.95522,0.0277274
9,14,2.95262,0.0259429
9,15,2.96295,0.0263726
9,16,2.95126,0.0273905
9,17,2.94568,0.0264208
9,18,2.94161,0.025321
9,19,2.94905,0.0251494
9,20,2.94521,0.0242281
9,21,2.94947,0.0234897
9,22,2.95019,0.0224566
9,23,2.9512,0.0215247
9,24,2.95117,0.0206457
9,25,2.94372,0.0211894
9,26,2.9395,0.0208222
9,27,2.94029,0.0200805
9,28,2.93931,0.0194008
9,29,2.94822,0.0207555
9,30,2.94598,0.0202002
9,31,2.94266,0.0198373
9,32,2.94594,0.0195044
9,33,2.9415,0.0194365
9,34,2.94143,0.0188732
9,35,2.94235,0.0183646
9,36,2.94226,0.0178615
9,37,2.94002,0.0175296
9,38,2.94075,0.0170899
9,39,2.93767,0.0169403
9,40,2.93593,0.0166132
9,41,2.93959,0.0166217
9,42,2.94277,0.0165394
9,43,2.94149,0.0162099
9,44,2.94106,0.0158513
9,45,2.9405,0.015513
9,46,2.93989,0.0151916
9,47,2.94194,0.0150115
9,48,2.94057,0.0147659
9,49,2.94092,0.0144719
9,50,2.93886,0.0143338
9,51,2.9389,0.0140555
9,52,2.93687,0.0139362
9,53,2.93905,0.0138495
9,54,2.93679,0.0137834
9,55,2.93658,0.0135366
9,56,2.9371,0.013307
9,57,2.93857,0.013158
9,58,2.93613,0.0131616
9,59,2.93312,0.0132848
9,60,2.93178,0.0131334
9,61,2.93108,0.0129389
9,62,2.93103,0.012732
9,63,2.92902,0.0126919
9,64,2.93198,0.0128414
9,65,2.93196,0.0126454
9,66,2.93436,0.0126849
9,67,2.93546,0.0125456
9,68,2.93367,0.0124924
9,69,2.93527,0.0124173
9,70,2.93552,0.0122436
9,71,2.93588,0.0120778
9,72,2.93784,0.0120709
9,73,2.93706,0.0119321
9,74,2.93582,0.0118373
9,75,2.93339,0.0119295
9,76,2.93063,0.0120941
9,77,2.93214,0.0120336
9,78,2.92989,0.0120919
9,79,2.9298,0.0119401
9,80,2.92966,0.0117926
9,81,2.92875,0.0116836
9,82,2.92935,0.0115579
9,83,2.92948,0.0114202
9,84,2.93184,0.0115309
