N,block,rN,err
0,0,1,0
0,1,1,0
0,2,1,0
0,3,1,0
0,4,1,0
0,5,1,0
0,6,1,0
0,7,1,0
0,8,1,0
0,9,1,0
0,10,1,0
0,11,1,0
0,12,1,0
0,13,1,0
0,14,1,0
0,15,1,0
0,16,1,0
0,17,1,0
0,18,1,0
0,19,1,0
0,20,1,0
0,21,1,0
0,22,1,0
0,23,1,0
0,24,1,0
0,25,1,0
0,26,1,0
0,27,1,0
0,28,1,0
0,29,1,0
0,30,1,0
0,31,1,0
0,32,1,0
0,33,1,0
0,34,1,0
0,35,1,0
0,36,1,0
0,37,1,0
0,38,1,0
0,39,1,0
0,40,1,0
0,41,1,0
0,42,1,0
0,43,1,0
0,44,1,0
0,45,1,0
0,46,1,0
0,47,1,0
0,48,1,0
0,49,1,0
0,50,1,0
0,51,1,0
0,52,1,0
0,53,1,0
0,54,1,0
0,55,1,0
0,56,1,0
0,57,1,0
0,58,1,0
0,59,1,0
0,60,1,0
0,61,1,0
0,62,1,0
0,63,1,0
0,64,1,0
0,65,1,0
0,66,1,0
0,67,1,0
0,68,1,0
0,69,1,0
0,70,1,0
0,71,1,0
0,72,1,0
0,73,1,0
0,74,1,0
0,75,1,0
0,76,1,0
0,77,1,0
0,78,1,0
0,79,1,0
0,80,1,0
0,81,1,0
0,82,1,0
0,83,1,0
0,84,1,0
0,85,1,0
0,86,1,0
0,87,1,0
0,88,1,0
0,89,1,0
0,90,1,0
0,91,1,0
0,92,1,0
0,93,1,0
0,94,1,0
0,95,1,0
0,96,1,0
0,97,1,0
0,98,1,0
0,99,1,0
1,0,1.42575,0
1,1,1.33098,0.0947739
1,2,1.35312,0.0590272
1,3,1.31155,0.0589068
1,4,1.31549,0.0457988
1,5,1.28791,0.0464663
1,6,1.28158,0.0397771
1,7,1.28292,0.0344739
1,8,1.28142,0.03044
1,9,1.27931,0.0273083
1,10,1.2804,0.0247254
1,11,1.28425,0.022897
1,12,1.28506,0.0210778
1,13,1.28231,0.0197068
1,14,1.28004,0.0184858
1,15,1.27736,0.0174995
1,16,1.27491,0.016619
1,17,1.27361,0.0157219
1,18,1.27118,0.0150688
1,19,1.27188,0.0143123
1,20,1.27037,0.0136968
1,21,1.27356,0.0134433
1,22,1.2718,0.0129659
1,23,1.27488,0.0127899
1,24,1.27596,0.0123153
1,25,1.27473,0.011896
1,26,1.27771,0.0118294
1,27,1.27733,0.0114057
1,28,1.27696,0.0110114
1,29,1.27575,0.0107069
1,30,1.27792,0.0105819
1,31,1.27753,0.0102533
1,32,1.27782,0.00994185
1,33,1.27711,0.00967145
1,34,1.27481,0.0096673
1,35,1.27786,0.00987738
1,36,1.27837,0.00962017
1,37,1.27791,0.00937476
1,38,1.27904,0.00920075
1,39,1.28059,0.00910068
1,40,1.27987,0.00890518
1,41,1.27839,0.00881542
1,42,1.27951,0.00868027
1,43,1.28216,0.00888486
1,44,1.2805,0.00884262
1,45,1.28239,0.00885411
1,46,1.28386,0.00878666
1,47,1.28386,0.00860166
1,48,1.28335,0.00843962
1,49,1.28222,0.00834538
1,50,1.28221,0.00818012
1,51,1.28092,0.00812368
1,52,1.28185,0.00802216
1,53,1.27977,0.00814155
1,54,1.28032,0.00801129
1,55,1.28044,0.00786781
1,56,1.28083,0.00773837
1,57,1.27844,0.0079702
1,58,1.27732,0.00791403
1,59,1.2777,0.00779043
1,60,1.27737,0.00766882
1,61,1.27778,0.00755508
1,62,1.27783,0.00743436
1,63,1.27871,0.00737028
1,64,1.27811,0.00728054
1,65,1.27615,0.00743224
1,66,1.27635,0.00732305
1,67,1.27782,0.00736387
1,68,1.2777,0.00725736
1,69,1.27702,0.00718568
1,70,1.27828,0.00719515
1,71,1.2779,0.00710481
1,72,1.27865,0.00704684
1,73,1.27946,0.00699796
1,74,1.28039,0.00696744
1,75,1.28034,0.0068754
1,76,1.27913,0.00689263
1,77,1.27865,0.00682032
1,78,1.28012,0.00689122
1,79,1.27912,0.00687733
1,80,1.27804,0.00687729
1,81,1.27739,0.00682329
1,82,1.27654,0.00679471
1,83,1.27549,0.00679533
1,84,1.27535,0.0067163
1,85,1.27661,0.00675693
1,86,1.27732,0.00671614
1,87,1.27701,0.0066464
1,88,1.27594,0.00665879
1,89,1.2759,0.00658448
1,90,1.27567,0.00651592
1,91,1.27613,0.00646122
1,92,1.27709,0.00646306
1,93,1.27804,0.00646459
1,94,1.27757,0.00641399
1,95,1.27719,0.0063578
1,96,1.27686,0.00630045
1,97,1.27853,0.00645389
1,98,1.27935,0.00644154
1,99,1.2781,0.00649997
2,0,1.66476,0
2,1,1.60521,0.0595516
2,2,1.63282,0.0440956
2,3,1.60856,0.0395038
2,4,1.61267,0.0308736
2,5,1.58099,0.0404823
2,6,1.57426,0.0348691
2,7,1.56465,0.0316915
2,8,1.5562,0.0291994
2,9,1.55905,0.0262723
2,10,1.56266,0.0240372
2,11,1.55886,0.0222698
2,12,1.55731,0.0205437
2,13,1.54822,0.0210818
2,14,1.54712,0.0196568
2,15,1.54988,0.0185928
2,16,1.55142,0.0175325
2,17,1.55326,0.0166325
2,18,1.55926,0.0168375
2,19,1.55544,0.0164231
2,20,1.55786,0.0158078
2,21,1.5678,0.0180526
2,22,1.57038,0.017441
2,23,1.57619,0.0176803
2,24,1.58156,0.0177909
2,25,1.58025,0.0171436
2,26,1.57899,0.0165441
2,27,1.57919,0.0159435
2,28,1.57541,0.0158408
2,29,1.57525,0.0153045
2,30,1.57428,0.0148339
2,31,1.57384,0.0143698
2,32,1.57393,0.0139279
2,33,1.57094,0.0138406
2,34,1.57279,0.013566
2,35,1.57557,0.0134753
2,36,1.57371,0.0132376
2,37,1.57224,0.0129687
2,38,1.57308,0.0126597
2,39,1.57319,0.0123397
2,40,1.57323,0.012035
2,41,1.57464,0.0118293
2,42,1.57475,0.0115514
2,43,1.5777,0.0116666
2,44,1.5799,0.0116145
2,45,1.58327,0.0118483
2,46,1.58292,0.0115988
2,47,1.58197,0.0113941
2,48,1.58189,0.0111594
2,49,1.58167,0.010936
2,50,1.58312,0.0108162
2,51,1.58433,0.0106757
2,52,1.58335,0.0105185
2,53,1.58458,0.0103947
2,54,1.58443,0.0102049
2,55,1.58166,0.0103978
2,56,1.58238,0.0102391
2,57,1.58121,0.0101287
2,58,1.57997,0.0100335
2,59,1.58089,0.00990807
2,60,1.57873,0.00998172
2,61,1.57952,0.00985183
2,62,1.58032,0.00972656
2,63,1.58231,0.00977867
2,64,1.58318,0.00966596
2,65,1.58223,0.00956557
2,66,1.58301,0.0094545
2,67,1.58382,0.00934919
2,68,1.58383,0.0092127
2,69,1.58417,0.00908652
2,70,1.5856,0.00907143
2,71,1.58588,0.0089489
2,72,1.58695,0.00889036
2,73,1.58868,0.00893832
2,74,1.58782,0.00886047
2,75,1.58799,0.00874478
2,76,1.58683,0.00870841
2,77,1.58788,0.00866031
2,78,1.58806,0.00855192
2,79,1.58666,0.008561
2,80,1.58612,0.00847168
2,81,1.58553,0.00838832
2,82,1.58444,0.00835855
2,83,1.58283,0.00841277
2,84,1.58347,0.00833724
2,85,1.58491,0.00836505
2,86,1.5857,0.00830595
2,87,1.58574,0.00821115
2,88,1.58485,0.00816712
2,89,1.5845,0.00808346
2,90,1.58394,0.00801412
2,91,1.58555,0.00808852
2,92,1.58566,0.0080019
2,93,1.58566,0.00791632
2,94,1.58524,0.00784369
2,95,1.58524,0.00776155
2,96,1.58443,0.00772406
2,97,1.58551,0.00772071
2,98,1.58606,0.00766209
2,99,1.58582,0.00758895
3,0,1.96688,0
3,1,1.89764,0.069237
3,2,1.89775,0.0399741
3,3,1.85602,0.0503964
3,4,1.86651,0.0404204
3,5,1.84083,0.0418155
3,6,1.8305,0.0368183
3,7,1.82036,0.0334587
3,8,1.8113,0.0308681
3,9,1.80786,0.0278231
3,10,1.81658,0.0266351
3,11,1.80952,0.0253192
3,12,1.80955,0.0232903
3,13,1.79907,0.0239709
3,14,1.80057,0.0223656
3,15,1.80104,0.0209265
3,16,1.80086,0.0196579
3,17,1.79159,0.0207213
3,18,1.80151,0.021967
3,19,1.7983,0.0210852
3,20,1.79772,0.0200647
3,21,1.80542,0.020625
3,22,1.80855,0.0199544
3,23,1.81144,0.0193225
3,24,1.81654,0.0192211
3,25,1.81376,0.0186752
3,26,1.81114,0.018159
3,27,1.8122,0.0175301
3,28,1.80507,0.0183566
3,29,1.80543,0.0177379
3,30,1.80473,0.0171702
3,31,1.80142,0.0169513
3,32,1.80177,0.0164334
3,33,1.7981,0.0163602
3,34,1.79751,0.015897
3,35,1.79635,0.0154925
3,36,1.79798,0.0151553
3,37,1.79924,0.0148055
3,38,1.80188,0.0146602
3,39,1.80293,0.0143273
3,40,1.80285,0.0139737
3,41,1.8024,0.0136444
3,42,1.80376,0.0133926
3,43,1.805,0.0131432
3,44,1.80703,0.0130072
3,45,1.80995,0.0130526
3,46,1.80889,0.0128158
3,47,1.80437,0.0133347
3,48,1.80224,0.0132324
3,49,1.80163,0.0129795
3,50,1.80284,0.0127802
3,51,1.80434,0.0126218
3,52,1.80363,0.012402
3,53,1.80598,0.0123954
3,54,1.8052,0.0121927
3,55,1.80033,0.0129271
3,56,1.80167,0.0127692
3,57,1.79919,0.0127902
3,58,1.79885,0.0125763
3,59,1.80017,0.012436
3,60,1.79714,0.0126019
3,61,1.79911,0.0125525
3,62,1.79953,0.012359
3,63,1.80272,0.0125757
3,64,1.80234,0.0123865
3,65,1.80303,0.0122166
3,66,1.80321,0.0120342
3,67,1.80401,0.0118833
3,68,1.80517,0.0117668
3,69,1.80505,0.0115981
3,70,1.80556,0.0114451
3,71,1.80585,0.0112889
3,72,1.80721,0.0112153
3,73,1.80894,0.0111979
3,74,1.80782,0.011105
3,75,1.80788,0.0109581
3,76,1.80794,0.010815
3,77,1.80834,0.0106829
3,78,1.80858,0.0105497
3,79,1.80691,0.0105512
3,80,1.80782,0.0104601
3,81,1.80743,0.010339
3,82,1.80602,0.0103113
3,83,1.80417,0.0103533
3,84,1.80493,0.0102586
3,85,1.80536,0.0101477
3,86,1.80661,0.010108
3,87,1.80733,0.0100183
3,88,1.80633,0.0099555
3,89,1.80653,0.00984628
3,90,1.80606,0.00974845
3,91,1.80734,0.00972645
3,92,1.80736,0.00962131
3,93,1.80801,0.00954027
3,94,1.80702,0.00949064
3,95,1.80731,0.00939559
3,96,1.807,0.00930321
3,97,1.80688,0.00920857
3,98,1.80705,0.00911664
3,99,1.80721,0.00902636
4,0,2.2677,0
4,1,2.16362,0.104073
4,2,2.12843,0.0696346
4,3,2.07188,0.0749828
4,4,2.08523,0.0595957
4,5,2.06286,0.0535555
4,6,2.04453,0.0488314
4,7,2.03619,0.0431041
4,8,2.04053,0.0382608
4,9,2.03956,0.0342351
4,10,2.04273,0.0311284
4,11,2.03756,0.0288827
4,12,2.03395,0.0268124
4,13,2.02504,0.0263755
4,14,2.02363,0.0245945
4,15,2.01397,0.0249532
4,16,2.01486,0.0234566
4,17,2.00949,0.0227592
4,18,2.01152,0.021624
4,19,2.0089,0.0206818
4,20,2.0116,0.0198577
4,21,2.02318,0.0221947
4,22,2.02234,0.0212248
4,23,2.02298,0.0203314
4,24,2.02938,0.0205252
4,25,2.02869,0.0197322
4,26,2.03103,0.0191306
4,27,2.03219,0.018471
4,28,2.02361,0.0197804
4,29,2.02504,0.0191635
4,30,2.02248,0.0187113
4,31,2.01603,0.0192302
4,32,2.01321,0.0188505
4,33,2.01246,0.0183032
4,34,2.01005,0.0179354
4,35,2.0125,0.0176024
4,36,2.01495,0.0172938
4,37,2.01577,0.0168526
4,38,2.01462,0.016455
4,39,2.0162,0.0161158
4,40,2.01764,0.0157835
4,41,2.02065,0.0156944
4,42,2.02115,0.0153332
4,43,2.02082,0.0149844
4,44,2.02039,0.0146537
4,45,2.02449,0.014905
4,46,2.02453,0.0145845
4,47,2.01996,0.0149905
4,48,2.01979,0.0146823
4,49,2.01939,0.0143912
4,50,2.01967,0.0141088
4,51,2.02098,0.0138967
4,52,2.02213,0.0136809
4,53,2.02275,0.0134391
4,54,2.02182,0.0132253
4,55,2.01913,0.0132619
4,56,2.02088,0.0131439
4,57,2.01874,0.0130909
4,58,2.01662,0.0130408
4,59,2.01818,0.0129166
4,60,2.01718,0.0127428
4,61,2.0189,0.0126539
4,62,2.01796,0.0124871
4,63,2.02164,0.0128289
4,64,2.02231,0.0126476
4,65,2.0216,0.0124744
4,66,2.02246,0.0123167
4,67,2.02334,0.0121663
4,68,2.02544,0.0121711
4,69,2.02716,0.0121183
4,70,2.02579,0.0120243
4,71,2.0253,0.0118666
4,72,2.0249,0.0117094
4,73,2.02588,0.0115911
4,74,2.02588,0.0114355
4,75,2.02508,0.0113123
4,76,2.02396,0.0112205
4,77,2.0236,0.0110817
4,78,2.0239,0.0109446
4,79,2.02434,0.0108161
4,80,2.02557,0.0107517
4,81,2.02437,0.0106867
4,82,2.02163,0.0109078
4,83,2.02077,0.0108116
4,84,2.02162,0.0107175
4,85,2.02224,0.0106106
4,86,2.02343,0.0105545
4,87,2.02376,0.0104392
4,88,2.02179,0.0105084
4,89,2.02275,0.0104356
4,90,2.02249,0.0103237
4,91,2.02307,0.0102274
4,92,2.02358,0.0101299
4,93,2.02528,0.010164
4,94,2.02404,0.0101328
4,95,2.02412,0.0100271
4,96,2.0249,0.00995386
4,97,2.02448,0.00986063
4,98,2.02373,0.00978957
4,99,2.02426,0.00970582
5,0,2.37592,0
5,1,2.317,0.0589229
5,2,2.3145,0.0341107
5,3,2.26405,0.0559192
5,4,2.25453,0.0443484
5,5,2.23277,0.0422452
5,6,2.21874,0.0383605
5,7,2.20653,0.0353946
5,8,2.20984,0.0313905
5,9,2.20929,0.0280819
5,10,2.21632,0.0263553
5,11,2.21305,0.0242805
5,12,2.20572,0.0235077
5,13,2.19709,0.0234098
5,14,2.19256,0.0222606
5,15,2.1883,0.0212529
5,16,2.18582,0.0201169
5,17,2.17807,0.0204888
5,18,2.18226,0.0198283
5,19,2.18055,0.0188884
5,20,2.18467,0.0184318
5,21,2.19404,0.0199172
5,22,2.19388,0.0190322
5,23,2.19276,0.0182562
5,24,2.19881,0.0185243
5,25,2.20082,0.0179105
5,26,2.20614,0.0180376
5,27,2.21014,0.0178361
5,28,2.19959,0.0201866
5,29,2.199,0.0195111
5,30,2.19769,0.0189163
5,31,2.19071,0.0196026
5,32,2.18801,0.0191892
5,33,2.18872,0.0186295
5,34,2.18687,0.0181835
5,35,2.1904,0.0180215
5,36,2.1926,0.0176647
5,37,2.19246,0.0171942
5,38,2.19342,0.0167753
5,39,2.19622,0.0165886
5,40,2.19818,0.016297
5,41,2.20082,0.0161228
5,42,2.20247,0.0158289
5,43,2.19827,0.0160234
5,44,2.20006,0.0157654
5,45,2.20371,0.0158428
5,46,2.20174,0.015626
5,47,2.19796,0.015757
5,48,2.19921,0.0154823
5,49,2.19716,0.0153071
5,50,2.1989,0.0151048
5,51,2.20302,0.0153724
5,52,2.20166,0.0151407
5,53,2.20162,0.0148578
5,54,2.19915,0.0147935
5,55,2.19823,0.0145558
5,56,2.1993,0.0143382
5,57,2.19597,0.0144762
5,58,2.19522,0.0142484
5,59,2.19753,0.0141968
5,60,2.1947,0.014246
5,61,2.19626,0.0141013
5,62,2.19516,0.0139194
5,63,2.19862,0.0141303
5,64,2.19894,0.0139149
5,65,2.19863,0.013706
5,66,2.19952,0.0135293
5,67,2.20079,0.0133888
5,68,2.20153,0.0132145
5,69,2.20199,0.0130324
5,70,2.20238,0.0128535
5,71,2.20166,0.0126941
5,72,2.20063,0.0125613
5,73,2.20205,0.0124715
5,74,2.20195,0.0123045
5,75,2.20054,0.0122228
5,76,2.19749,0.0124432
5,77,2.19639,0.0123313
5,78,2.19512,0.01224
5,79,2.19561,0.0120957
5,80,2.19529,0.0119497
5,81,2.19433,0.0118422
5,82,2.19131,0.0120825
5,83,2.19014,0.0119947
5,84,2.19093,0.0118791
5,85,2.19297,0.0119161
5,86,2.19391,0.0118152
5,87,2.19374,0.0116813
5,88,2.19244,0.0116226
5,89,2.19296,0.0115045
5,90,2.19252,0.0113859
5,91,2.19317,0.0112802
5,92,2.19411,0.0111978
5,93,2.1955,0.0111647
5,94,2.19365,0.0112
5,95,2.19341,0.0110854
5,96,2.1954,0.01115
5,97,2.19589,0.0110466
5,98,2.19563,0.0109377
5,99,2.19483,0.0108567
6,0,2.57385,0
6,1,2.49248,0.0813653
6,2,2.47845,0.0490281
6,3,2.42886,0.0605025
6,4,2.41629,0.0485215
6,5,2.4011,0.0424293
6,6,2.38799,0.0381803
6,7,2.37468,0.0356463
6,8,2.36964,0.0318379
6,9,2.36668,0.0286301
6,10,2.37151,0.0263433
6,11,2.37352,0.0241322
6,12,2.37099,0.0223422
6,13,2.35971,0.0235608
6,14,2.34982,0.0240633
6,15,2.34754,0.0226236
6,16,2.34662,0.0212714
6,17,2.34159,0.020674
6,18,2.34734,0.020382
6,19,2.34344,0.0197247
6,20,2.34472,0.0188054
6,21,2.35553,0.0209377
6,22,2.35908,0.0203192
6,23,2.36117,0.0195657
6,24,2.36917,0.0204018
6,25,2.36858,0.0196104
6,26,2.37688,0.0206138
6,27,2.38165,0.0204286
6,28,2.3704,0.0226943
6,29,2.37053,0.0219252
6,30,2.37057,0.0212061
6,31,2.36765,0.02074
6,32,2.36741,0.0201031
6,33,2.36903,0.0195704
6,34,2.36747,0.0190674
6,35,2.37307,0.0193569
6,36,2.37355,0.0188328
6,37,2.37453,0.0183567
6,38,2.37394,0.0178897
6,39,2.37584,0.0175398
6,40,2.37838,0.0172949
6,41,2.38041,0.0169995
6,42,2.37998,0.0166051
6,43,2.37686,0.0165201
6,44,2.37746,0.0161598
6,45,2.38059,0.0161125
6,46,2.37984,0.0157841
6,47,2.37771,0.0155973
6,48,2.37793,0.0152773
6,49,2.37679,0.0150124
6,50,2.37843,0.0148068
6,51,2.38197,0.0149452
6,52,2.38002,0.01479
6,53,2.38053,0.0145224
6,54,2.38042,0.0142564
6,55,2.38062,0.0140009
6,56,2.38112,0.0137622
6,57,2.37947,0.0136226
6,58,2.37945,0.0133898
6,59,2.38243,0.0134979
6,60,2.38069,0.0133882
6,61,2.37883,0.0133009
6,62,2.3782,0.0131035
6,63,2.38177,0.0133841
6,64,2.38245,0.0131937
6,65,2.38213,0.0129962
6,66,2.38173,0.0128071
6,67,2.38331,0.0127159
6,68,2.38443,0.0125808
6,69,2.38495,0.0124106
6,70,2.38369,0.012299
6,71,2.38284,0.0121567
6,72,2.38196,0.0120212
6,73,2.38444,0.0121137
6,74,2.38432,0.0119517
6,75,2.38218,0.0119859
6,76,2.37885,0.0122898
6,77,2.37773,0.0121825
6,78,2.37755,0.0120287
6,79,2.37729,0.0118801
6,80,2.3776,0.0117365
6,81,2.37649,0.0116452
6,82,2.37396,0.0117783
6,83,2.37328,0.0116575
6,84,2.37527,0.0116908
6,85,2.37672,0.0116443
6,86,2.3771,0.0115161
6,87,2.37681,0.0113881
6,88,2.37524,0.0113694
6,89,2.37686,0.0113594
6,90,2.37754,0.0112545
6,91,2.37798,0.0111399
6,92,2.37743,0.011033
6,93,2.37867,0.0109847
6,94,2.37767,0.0109141
6,95,2.37775,0.0108001
6,96,2.37894,0.0107549
6,97,2.37878,0.0106459
6,98,2.37842,0.0105437
6,99,2.37757,0.0104727
7,0,2.6766,0
7,1,2.57666,0.0999378
7,2,2.62542,0.0755437
7,3,2.57161,0.0758235
7,4,2.56928,0.0587787
7,5,2.57817,0.0488095
7,6,2.57116,0.0418437
7,7,2.55267,0.0406813
7,8,2.54898,0.0360667
7,9,2.54687,0.032328
7,10,2.55175,0.0296462
7,11,2.5436,0.0282623
7,12,2.55029,0.0268444
7,13,2.54579,0.0252584
7,14,2.53984,0.0242553
7,15,2.53345,0.0235721
7,16,2.53126,0.0222494
7,17,2.53167,0.020981
7,18,2.53428,0.0200169
7,19,2.52966,0.0195445
7,20,2.52911,0.0185988
7,21,2.53932,0.0204631
7,22,2.54564,0.0205504
7,23,2.54493,0.0196885
7,24,2.5474,0.0190454
7,25,2.54323,0.018767
7,26,2.54976,0.0192044
7,27,2.55508,0.0192552
7,28,2.54705,0.0202426
7,29,2.54603,0.0195828
7,30,2.54569,0.0189436
7,31,2.54096,0.0189417
7,32,2.54388,0.0185892
7,33,2.54561,0.0181177
7,34,2.54573,0.0175928
7,35,2.55096,0.0178783
7,36,2.54898,0.0175012
7,37,2.54829,0.017048
7,38,2.549,0.0166199
7,39,2.55548,0.0174483
7,40,2.56003,0.0176167
7,41,2.56283,0.0174181
7,42,2.56046,0.017173
7,43,2.5582,0.0169294
7,44,2.55621,0.0166686
7,45,2.55995,0.0167269
7,46,2.55925,0.0163822
7,47,2.55741,0.016142
7,48,2.55684,0.0158193
7,49,2.55426,0.0157139
7,50,2.55521,0.0154318
7,51,2.55958,0.0157523
7,52,2.55787,0.0155464
7,53,2.55583,0.0153916
7,54,2.557,0.0151539
7,55,2.55775,0.0149
7,56,2.55797,0.0146379
7,57,2.55874,0.0144037
7,58,2.55965,0.0141871
7,59,2.55964,0.0139487
7,60,2.55614,0.0141576
7,61,2.55416,0.0140672
7,62,2.55424,0.0138423
7,63,2.55741,0.0139878
7,64,2.55755,0.0137716
7,65,2.55683,0.0135804
7,66,2.55689,0.0133763
7,67,2.55838,0.0132628
7,68,2.55925,0.0130981
7,69,2.56082,0.0130041
7,70,2.55897,0.0129527
7,71,2.55854,0.0127787
7,72,2.55664,0.0127447
7,73,2.56019,0.0130635
7,74,2.56079,0.012902
7,75,2.55696,0.0132942
7,76,2.55414,0.0134196
7,77,2.55351,0.0132616
7,78,2.55338,0.0130933
7,79,2.5535,0.0129291
7,80,2.55348,0.0127685
7,81,2.55231,0.0126659
7,82,2.54926,0.0128797
7,83,2.54724,0.0128838
7,84,2.54756,0.0127353
7,85,2.54936,0.0127142
7,86,2.54942,0.0125674
7,87,2.5502,0.0124481
7,88,2.54845,0.0124312
7,89,2.54911,0.0123102
7,90,2.54978,0.0121925
7,91,2.5499,0.0120598
7,92,2.54908,0.0119577
7,93,2.54921,0.0118305
7,94,2.54826,0.0117437
7,95,2.54884,0.0116351
7,96,2.55036,0.011614
7,97,2.54997,0.0115016
7,98,2.55027,0.0113889
7,99,2.54817,0.0114679
8,0,2.88819,0
8,1,2.73124,0.156945
8,2,2.74882,0.0923017
8,3,2.72284,0.0702497
8,4,2.71376,0.0551666
8,5,2.71614,0.045106
8,6,2.71024,0.0385761
8,7,2.70612,0.0336607
8,8,2.70036,0.0302402
8,9,2.70029,0.0270477
8,10,2.6989,0.0245055
8,11,2.68314,0.0273607
8,12,2.68196,0.0251957
8,13,2.67893,0.0235231
8,14,2.67367,0.0225213
8,15,2.67326,0.0210708
8,16,2.67564,0.0199357
8,17,2.68082,0.0194959
8,18,2.68861,0.0200169
8,19,2.67984,0.0209172
8,20,2.68749,0.0213191
8,21,2.69858,0.023155
8,22,2.70693,0.0236483
8,23,2.70825,0.02268
8,24,2.71466,0.022677
8,25,2.70713,0.0230517
8,26,2.71038,0.0224189
8,27,2.71644,0.0224369
8,28,2.70969,0.0226785
8,29,2.70866,0.0219334
8,30,2.70419,0.0216795
8,31,2.6996,0.0214883
8,32,2.69969,0.0208271
8,33,2.70199,0.0203357
8,34,2.69889,0.0199873
8,35,2.70527,0.0204437
8,36,2.70473,0.0198908
8,37,2.70321,0.0194197
8,38,2.70311,0.0189155
8,39,2.70861,0.0192407
8,40,2.71281,0.0192284
8,41,2.7131,0.0187673
8,42,2.70927,0.0187222
8,43,2.70831,0.0183171
8,44,2.70808,0.0179068
8,45,2.71248,0.0180572
8,46,2.71207,0.0176736
8,47,2.71039,0.017383
8,48,2.71215,0.0171154
8,49,2.70817,0.0172355
8,50,2.70861,0.0168998
8,51,2.71127,0.016785
8,52,2.70838,0.0167181
8,53,2.70778,0.0164163
8,54,2.71019,0.0162935
8,55,2.70941,0.0160187
8,56,2.71056,0.0157768
8,57,2.71297,0.01569
8,58,2.71379,0.0154432
8,59,2.71388,0.0151839
8,60,2.71062,0.0152843
8,61,2.70872,0.0151555
8,62,2.71073,0.0150478
8,63,2.71591,0.0156908
8,64,2.71556,0.0154513
8,65,2.71437,0.0152624
8,66,2.71422,0.0150337
8,67,2.71634,0.014962
8,68,2.71711,0.0147639
8,69,2.71836,0.0146045
8,70,2.71443,0.0149226
8,71,2.71423,0.0147153
8,72,2.71211,0.0146659
8,73,2.71698,0.0152632
8,74,2.71866,0.0151519
8,75,2.71472,0.0154618
8,76,2.71304,0.0153519
8,77,2.71217,0.0151787
8,78,2.71377,0.0150705
8,79,2.71305,0.0148984
8,80,2.71442,0.0147775
8,81,2.71302,0.0146634
8,82,2.71036,0.0147282
8,83,2.70848,0.0146721
8,84,2.70811,0.0145031
8,85,2.70931,0.014383
8,86,2.71142,0.0143728
8,87,2.71346,0.0143542
8,88,2.71181,0.0142872
8,89,2.71308,0.0141846
8,90,2.71354,0.0140351
8,91,2.71391,0.0138868
8,92,2.7127,0.0137897
8,93,2.71236,0.0136464
8,94,2.71023,0.0136685
8,95,2.71026,0.0135254
8,96,2.71287,0.0136373
8,97,2.7125,0.0135025
8,98,2.71228,0.0133673
8,99,2.7111,0.0132849
9,0,2.98354,0
9,1,2.81938,0.164162
9,2,2.85328,0.100661
9,3,2.82411,0.076925
9,4,2.81407,0.060425
9,5,2.83514,0.0536469
9,6,2.83134,0.0454993
9,7,2.83786,0.0399402
9,8,2.84639,0.0362408
9,9,2.85501,0.033542
9,10,2.85507,0.0303399
9,11,2.83893,0.0320523
9,12,2.84421,0.0299518
9,13,2.83178,0.0303865
9,14,2.82405,0.0293255
9,15,2.82021,0.0277
9,16,2.81877,0.0260589
9,17,2.81592,0.0247342
9,18,2.82009,0.0237647
9,19,2.81444,0.0232413
9,20,2.82356,0.023915
9,21,2.8322,0.0243833
9,22,2.83494,0.0234593
9,23,2.83694,0.02255
9,24,2.84535,0.0232056
9,25,2.8421,0.0225307
9,26,2.84551,0.0219461
9,27,2.85257,0.0222945
9,28,2.8433,0.0234217
9,29,2.84342,0.0226278
9,30,2.84089,0.0220313
9,31,2.83812,0.021511
9,32,2.83783,0.020851
9,33,2.83988,0.0203324
9,34,2.83465,0.020425
9,35,2.84223,0.0212472
9,36,2.84081,0.0207133
9,37,2.84136,0.0201684
9,38,2.84325,0.0197346
9,39,2.84594,0.0194226
9,40,2.84996,0.0193653
9,41,2.84892,0.0189273
9,42,2.84658,0.0186295
9,43,2.84324,0.0185043
9,44,2.84145,0.018177
9,45,2.84525,0.0181791
9,46,2.84526,0.0177881
9,47,2.84538,0.017414
9,48,2.84673,0.017108
9,49,2.84321,0.0171286
9,50,2.84526,0.0169143
9,51,2.84701,0.0166775
9,52,2.84659,0.0163651
9,53,2.84728,0.016074
9,54,2.84831,0.0158131
9,55,2.84606,0.0156903
9,56,2.84615,0.0154129
9,57,2.84661,0.0151517
9,58,2.84827,0.0149847
9,59,2.84847,0.0147342
9,60,2.84555,0.0147821
9,61,2.84356,0.0146774
9,62,2.845,0.0145146
9,63,2.84987,0.0150922
9,64,2.84977,0.0148585
9,65,2.84852,0.014685
9,66,2.8492,0.0144804
9,67,2.85106,0.0143869
9,68,2.85174,0.0141932
9,69,2.85225,0.0139983
9,70,2.84855,0.0142875
9,71,2.84863,0.0140878
9,72,2.84598,0.0141449
9,73,2.84917,0.0143122
9,74,2.84953,0.0141248
9,75,2.84643,0.0142787
9,76,2.84499,0.0141656
9,77,2.84278,0.0141569
9,78,2.84481,0.0141228
9,79,2.84443,0.0139503
9,80,2.8461,0.0138785
9,81,2.84452,0.0137996
9,82,2.84203,0.0138564
9,83,2.84047,0.0137794
9,84,2.83951,0.0136501
9,85,2.84088,0.0135601
9,86,2.84256,0.0135083
