#BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1     -4.0616     -4.0616           0
           2    -2.33739     -3.1995    0.609599
           3    -1.64501    -2.68134    0.586646
           4   -0.933888    -2.24447    0.580278
           5   -0.261189    -1.84782    0.584271
           6   -0.164863    -1.56732    0.550116
           7   -0.500488    -1.41492    0.492186
           8   -0.278289    -1.27284    0.450704
           9    0.073334    -1.12327    0.424721
          10    0.275633   -0.983376    0.404631
          11    0.571673   -0.842008    0.391764
          12    0.392571   -0.739126    0.372381
          13    0.200627   -0.666837    0.350683
          14   0.0592776   -0.614972    0.329447
          15    0.341206   -0.551227     0.31359
          16    0.517602   -0.484425    0.301022
          17    0.493958   -0.426873    0.288764
          18    0.633098   -0.367986    0.278661
          19     1.08535   -0.291494    0.274292
          20    0.639371   -0.244951    0.264497
          21    0.420972   -0.213241    0.253796
          22    0.690592   -0.172157    0.245562
          23     0.28453   -0.152301    0.235687
          24  -0.0756685   -0.149108    0.225888
          25   0.0352409   -0.141734    0.216973
          26  -0.0510741   -0.138247    0.208656
          27    0.608357   -0.110595    0.202752
          28     1.00102  -0.0708949     0.19936
          29    0.944443  -0.0358832    0.195536
          30    0.420323  -0.0206764    0.189608
          31    0.678409  0.00187476    0.184828
          32    0.874346   0.0291395    0.181052
          33    0.814055   0.0529248    0.177121
          34    0.310548    0.060502    0.172074
          35     0.35177   0.0688239    0.167358
          36    0.804727   0.0892657    0.163953
          37    0.846811     0.10974    0.160795
          38     1.27686    0.140454     0.15947
          39    0.839836    0.158386    0.156386
          40    0.772827    0.173747    0.153229
          41     0.89982    0.191457    0.150512
          42    0.898082    0.208281    0.147865
          43    0.748689    0.220849     0.14496
          44    0.743232    0.232721    0.142151
          45     1.14282    0.252945    0.140423
          46     1.12269    0.271853    0.138637
          47     1.09623    0.289393    0.136793
          48     1.00678    0.304338    0.134757
          49      1.1425    0.321444    0.133088
          50      1.4904    0.344823    0.132464
          51    0.658959    0.350982     0.13001
          52    0.657315    0.356873    0.127643
          53     1.04859    0.369925      0.1259
          54    0.827474    0.378398    0.123853
          55    0.944296    0.388687    0.122028
          56     1.15992    0.402459    0.120623
          57    0.909895    0.411361    0.118835
          58     1.10623    0.423342    0.117389
          59     1.22002    0.436845    0.116173
          60     1.46514    0.453983    0.115494
          61     1.20801    0.466344     0.11426
          62     1.27883    0.479449    0.113167
          63     1.12944    0.489766     0.11184
          64     1.60003    0.507114    0.111429
          65     1.72196    0.525804    0.111271
          66     1.30902    0.537671    0.110217
          67     1.37597    0.550183    0.109279
          68     1.05336    0.557582    0.107923
          69    0.896419    0.562493     0.10647
          70     1.35779    0.573854    0.105554
          71    0.970594    0.579442    0.104215
          72    0.901304    0.583913    0.102863
          73     1.19963    0.592347    0.101799
          74     1.31082    0.602056    0.100886
          75     1.39942    0.612688    0.100099
          76     1.22002    0.620679   0.0991004
          77    0.860589    0.623795   0.0978623
          78    0.844041    0.626618   0.0966484
          79     1.02218    0.631625   0.0955546
          80     1.14433    0.638034   0.0945749
          81     1.59051    0.649793   0.0941355
          82      1.2797    0.657475   0.0933004
          83     1.03837    0.662064   0.0922891
          84     1.30912    0.669767   0.0915113
          85     1.22678     0.67632    0.090669
          86     1.32138    0.683821   0.0899244
