#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         152      -5.104    -5.08265   0.0115993
         153    -5.11213    -5.08285   0.0115251
         154    -5.16024    -5.08335   0.0114612
         155    -5.15073    -5.08378   0.0113955
         156    -5.03162    -5.08345   0.0113274
         157    -5.08362    -5.08345   0.0112552
         158    -5.07079    -5.08337   0.0111843
         159    -5.05604     -5.0832   0.0111152
         160    -5.02616    -5.08284   0.0110515
         161    -5.04132    -5.08258   0.0109858
         162    -5.01885    -5.08219   0.0109251
         163    -5.05368    -5.08202   0.0108594
         164    -5.08202    -5.08202   0.0107932
         165    -4.99572    -5.08149   0.0107405
         166    -5.02172    -5.08113   0.0106818
         167    -5.06541    -5.08104   0.0106183
         168    -5.11235    -5.08122   0.0105567
         169     -5.1002    -5.08134   0.0104948
         170    -5.02967    -5.08103   0.0104375
         171    -5.04296    -5.08081   0.0103788
         172    -5.17981    -5.08139   0.0103344
         173    -5.15185    -5.08179   0.0102827
         174    -5.11178    -5.08197   0.0102251
         175    -5.03943    -5.08172   0.0101695
         176    -5.16408    -5.08219   0.0101225
         177    -5.12768    -5.08245   0.0100686
         178    -5.13636    -5.08275   0.0100166
         179    -5.09003    -5.08279   0.0099607
         180    -4.98153    -5.08223  0.00992123
         181    -5.16613    -5.08269  0.00987724
         182    -5.10682    -5.08282  0.00982386
         183    -5.08767    -5.08285  0.00977021
         184    -5.00664    -5.08244  0.00972589
         185    -5.05365    -5.08228  0.00967456
         186    -5.05153    -5.08212  0.00962396
         187    -5.05155    -5.08195  0.00957388
         188    -4.99183    -5.08147  0.00953495
         189    -5.05688    -5.08134  0.00948539
         190    -5.07772    -5.08132  0.00943549
         191    -4.94665    -5.08062   0.0094124
         192    -4.91609    -5.07976   0.0094023
         193    -4.92834    -5.07898  0.00938626
         194    -4.89811    -5.07805  0.00938407
         195    -4.98302    -5.07756  0.00934859
         196    -4.93701    -5.07684  0.00932835
         197    -4.99346    -5.07642   0.0092906
         198    -4.95181    -5.07579  0.00926496
         199    -4.93221    -5.07507  0.00924646
         200    -5.00348    -5.07471  0.00920715
