# VELOCITY:     BLOCK_AVE_POFV	PROG_AVE_POFV:        ERROR:
     3.48839   0.0345926   0.0283866   0.0022473
     3.67696   0.0319815   0.0239838  0.00257796
     3.86552   0.0281435   0.0215491   0.0027046
     4.05408   0.0149444   0.0197694  0.00204673
     4.24264  0.00944444   0.0142829  0.00190094
      4.4312   0.0139306  0.00875602  0.00172273
     4.61976  0.00851389  0.00857963  0.00208234
     4.80833  0.00192593  0.00560787  0.00149138
     4.99689 0.000148148  0.00273426 0.000941673
     5.18545  0.00418056  0.00168426 0.000481058
     5.37401   0.0020463   0.0014088 0.000388481
     5.56257    0.001375  0.00182593 0.000692613
   0.0942809 0.000699074 0.000289141 0.000116933
    0.282843  0.00287037  0.00448695  0.00155128
    0.471405   0.0124028   0.0108114   0.0017311
    0.659966   0.0363611   0.0256044  0.00327558
    0.848528   0.0395324   0.0275408  0.00355031
     1.03709   0.0346019   0.0430934  0.00350579
     1.22565   0.0473148   0.0527083  0.00487232
     1.41421    0.047787   0.0611688  0.00324329
     1.60278   0.0768009   0.0605972  0.00320753
     1.79134   0.0792222   0.0674019  0.00368816
      1.9799    0.075213   0.0756902  0.00550743
     2.16846   0.0641713   0.0723173  0.00273879
     2.35702   0.0519352   0.0651044  0.00390702
     2.54558   0.0618981   0.0712858  0.00438665
     2.73415   0.0738009   0.0634937  0.00366813
     2.92271   0.0469676   0.0515766  0.00276898
     3.11127    0.046338   0.0561763  0.00277635
     3.29983   0.0441852    0.046479  0.00273361
     3.48839   0.0387037   0.0293245  0.00223015
     3.67696   0.0252731    0.024101  0.00234627
     3.86552    0.024662   0.0218321  0.00247348
     4.05408   0.0226111   0.0200278  0.00187689
     4.24264   0.0120602   0.0140808  0.00173884
      4.4312  0.00447685    0.008367  0.00160944
     4.61976  0.00759722  0.00849032  0.00189495
     4.80833  0.00820833  0.00584428  0.00137441
     4.99689 0.000837963  0.00256187 0.000871703
     5.18545  0.00205093  0.00171759 0.000438479
     5.37401  0.00116667  0.00138678 0.000353787
     5.56257  0.00241204  0.00187921 0.000631694
   0.0942809  0.00137037 0.000379244 0.000137591
    0.282843  0.00269907  0.00433796  0.00142914
    0.471405   0.0134213   0.0110289  0.00160045
    0.659966      0.0285   0.0258457  0.00301149
    0.848528   0.0328796   0.0279857  0.00328221
     1.03709   0.0248148   0.0415702  0.00352907
     1.22565   0.0258194   0.0504676  0.00495482
     1.41421   0.0483796    0.060103  0.00314325
     1.60278   0.0671481   0.0611431  0.00298633
     1.79134    0.078125   0.0682955  0.00348739
      1.9799   0.0869722   0.0766304   0.0051281
     2.16846   0.0768009    0.072691  0.00253591
     2.35702   0.0763472   0.0660413  0.00369206
     2.54558   0.0777176   0.0718218  0.00405371
     2.73415    0.075088   0.0644599  0.00348738
     2.92271   0.0461296   0.0511227  0.00257517
     3.11127       0.051    0.055745  0.00257828
     3.29983   0.0457269   0.0464163  0.00250653
     3.48839   0.0324769   0.0295872  0.00205972
     3.67696    0.024463   0.0241312  0.00215094
     3.86552   0.0117824   0.0209946  0.00240496
     4.05408   0.0208102    0.020093  0.00172162
     4.24264  0.00808333    0.013581  0.00166421
      4.4312   0.0134769  0.00879282  0.00153061
     4.61976   0.0122269   0.0088017  0.00176243
     4.80833   0.0042963  0.00571528  0.00126591
     4.99689 0.000615741  0.00239969 0.000814007
     5.18545  0.00877778  0.00230594 0.000691999
     5.37401  0.00348148  0.00156134 0.000364836
     5.56257 0.000569444  0.00177006 0.000588407
   0.0942809 1.38889e-05  0.00035114 0.000129846
    0.282843  3.7037e-05  0.00400712  0.00135696
    0.471405  0.00965278   0.0109231  0.00148084
    0.659966   0.0233565   0.0256542  0.00278592
    0.848528   0.0315463   0.0282596  0.00304114
     1.03709    0.029838   0.0406677  0.00337102
     1.22565   0.0365046   0.0493935  0.00468865
     1.41421   0.0723102    0.061042  0.00303849
     1.60278   0.0649722   0.0614377   0.0027711
     1.79134   0.0806111   0.0692429  0.00334533
      1.9799   0.0800972   0.0768971  0.00474056
     2.16846   0.0768843   0.0730135  0.00236127
