#BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         167     0.10416    0.104705 0.000138583
         168    0.107956    0.104724 0.000139102
         169    0.104726    0.104724 0.000138279
         170    0.104694    0.104724 0.000137466
         171    0.101613    0.104706 0.000137861
         172    0.107847    0.104724 0.000138264
         173    0.107751    0.104742 0.000138567
         174     0.10623     0.10475 0.000138035
         175    0.103842    0.104745 0.000137343
         176    0.106099    0.104753 0.000136778
         177    0.105835    0.104759 0.000136142
         178    0.104001    0.104755 0.000135444
         179    0.104299    0.104752 0.000134711
         180    0.101604    0.104735 0.000135093
         181    0.104416    0.104733 0.000134358
         182    0.103099    0.104724  0.00013392
         183    0.104862    0.104725  0.00013319
         184    0.106423    0.104734 0.000132785
         185    0.106534    0.104744 0.000132424
         186    0.103017    0.104734 0.000132036
         187    0.106247    0.104742 0.000131578
         188    0.105683    0.104747 0.000130973
         189    0.103775    0.104742 0.000130381
         190    0.102788    0.104732   0.0001301
         191    0.103156    0.104724  0.00012968
         192    0.104099     0.10472 0.000129046
         193    0.105819    0.104726 0.000128503
         194    0.104044    0.104723 0.000127888
         195    0.106103     0.10473 0.000127428
         196    0.104015    0.104726  0.00012683
         197    0.102044    0.104712 0.000126915
         198    0.103107    0.104704 0.000126533
         199     0.10326    0.104697 0.000126105
         200     0.10438    0.104695 0.000125484
