#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -5.15956    -5.15956           0
           2    -5.04569    -5.10262   0.0402587
           3    -5.07432    -5.09319   0.0279224
           4    -5.04159    -5.08029   0.0237358
           5    -4.99869    -5.06397   0.0239504
           6    -4.99947    -5.05322   0.0222405
           7    -5.01948     -5.0484   0.0195787
           8     -5.0349    -5.04671   0.0172039
           9    -5.03791    -5.04573   0.0153202
          10    -5.07036     -5.0482   0.0139847
          11    -5.05151     -5.0485   0.0127166
          12     -5.0559    -5.04912   0.0116719
          13    -5.05817    -5.04981   0.0107948
          14    -5.02015    -5.04769   0.0102296
          15    -5.06633    -5.04894  0.00962276
          16    -5.05243    -5.04915  0.00902382
          17    -5.02565    -5.04777  0.00859826
          18    -5.04857    -5.04782  0.00812069
          19    -5.01729    -5.04621  0.00785062
          20    -5.03633    -5.04571  0.00747362
          21    -5.00689    -5.04387  0.00734279
          22    -5.04943    -5.04412  0.00701339
          23    -5.04562    -5.04418  0.00670877
          24    -5.09206    -5.04618  0.00671927
          25    -5.03253    -5.04563  0.00647263
          26    -5.10074    -5.04775  0.00656158
          27    -5.00863     -5.0463  0.00647657
          28    -5.07471    -5.04732   0.0063242
          29    -5.08813    -5.04873  0.00626076
          30    -5.01675    -5.04766   0.0061421
          31    -4.98783    -5.04573   0.0062398
          32    -5.06694    -5.04639  0.00607992
          33    -5.04383    -5.04632  0.00589618
          34    -5.03279    -5.04592  0.00573617
          35    -5.03116     -5.0455  0.00558775
          36    -5.02542    -5.04494  0.00546029
          37    -5.07749    -5.04582  0.00538314
          38    -5.05059    -5.04594  0.00524294
          39    -5.06376     -5.0464  0.00512836
          40    -5.00493    -5.04536  0.00510389
          41    -5.04337    -5.04532  0.00497964
          42    -5.00727    -5.04441  0.00494277
          43    -5.07814    -5.04519  0.00488968
          44     -5.0541     -5.0454  0.00478273
          45    -5.04114     -5.0453  0.00467739
          46    -5.04181    -5.04523  0.00457632
          47    -5.02157    -5.04472  0.00450654
          48    -5.01327    -5.04407  0.00446005
          49    -4.99746    -5.04312  0.00446928
          50    -4.93793    -5.04101  0.00484984
          51    -4.98824    -5.03998  0.00486388
          52    -5.05566    -5.04028  0.00477968
          53    -5.04573    -5.04038  0.00469061
          54    -5.03356    -5.04026  0.00460544
          55    -5.08903    -5.04114  0.00460629
          56    -5.07885    -5.04182  0.00457298
          57    -5.09587    -5.04276  0.00459004
          58    -5.00984     -5.0422  0.00454587
          59    -5.03043      -5.042   0.0044732
          60    -5.04974    -5.04213  0.00440051
          61    -5.07627    -5.04269  0.00436383
          62    -5.03149     -5.0425  0.00429717
          63    -5.07431    -5.04301  0.00425851
          64    -5.04015    -5.04296  0.00419221
          65    -4.93574    -5.04132  0.00444041
          66    -5.04891    -5.04143  0.00437463
          67    -5.04287    -5.04145  0.00430939
          68    -5.06639    -5.04182  0.00426159
          69    -5.03108    -5.04166  0.00420266
          70     -4.9886     -5.0409  0.00421044
          71    -5.04082     -5.0409  0.00415114
          72    -5.04605    -5.04098   0.0040941
          73    -5.04042    -5.04097  0.00403802
          74    -5.01263    -5.04058  0.00400156
          75    -5.05079    -5.04072  0.00395052
          76    -5.03444    -5.04064   0.0038994
          77    -5.09207    -5.04131  0.00390555
          78    -4.99842    -5.04076  0.00389399
          79    -5.06453    -5.04106  0.00385631
          80    -5.05004    -5.04117  0.00380974
          81    -5.01426    -5.04084  0.00377716
          82    -5.01597    -5.04053  0.00374325
          83    -5.00768    -5.04014  0.00371903
          84     -5.0457     -5.0402  0.00367534
          85    -4.95946    -5.03925  0.00375285
          86    -5.04777    -5.03935  0.00371052
