#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         152   -0.290877   -0.310802   0.0042371
         153   -0.278104   -0.310588   0.0042148
         154   -0.287773    -0.31044  0.00419003
         155   -0.316875   -0.310481   0.0041632
         156   -0.329408   -0.310603  0.00413828
         157   -0.344806    -0.31082  0.00411766
         158    -0.29662   -0.310731  0.00409258
         159   -0.320333   -0.310791  0.00406728
         160   -0.292439   -0.310676  0.00404348
         161   -0.307146   -0.310654  0.00401842
         162   -0.254948    -0.31031   0.0040083
         163   -0.266468   -0.310042  0.00399273
         164   -0.276178   -0.309835  0.00397372
         165   -0.302923   -0.309793  0.00394985
         166   -0.288934   -0.309667  0.00392806
         167   -0.306393   -0.309648  0.00390459
         168   -0.295282   -0.309562  0.00388228
         169   -0.298364   -0.309496  0.00385987
         170   -0.335446   -0.309649  0.00384019
         171   -0.370933   -0.310007  0.00383442
         172   -0.403195   -0.310549  0.00385021
         173   -0.370119   -0.310893  0.00384332
         174   -0.321218   -0.310953  0.00382169
         175   -0.338868   -0.311112  0.00380318
         176   -0.368943   -0.311441  0.00379574
         177   -0.346591   -0.311639  0.00377948
         178   -0.330378   -0.311745  0.00375972
         179   -0.393048   -0.312199  0.00376605
         180   -0.381658   -0.312585  0.00376485
         181   -0.383661   -0.312977  0.00376447
         182   -0.365456   -0.313266  0.00375481
         183   -0.372663    -0.31359   0.0037483
         184   -0.299791   -0.313515  0.00372867
         185   -0.290786   -0.313392  0.00371054
         186   -0.283648   -0.313232  0.00369404
         187   -0.330172   -0.313323  0.00367539
         188   -0.405145   -0.313811  0.00368815
         189   -0.406581   -0.314302  0.00370116
         190   -0.387725   -0.314689   0.0037018
         191   -0.332586   -0.314782   0.0036836
         192   -0.328314   -0.314853  0.00366509
         193   -0.309129   -0.314823  0.00364622
         194   -0.296394   -0.314728  0.00362866
         195   -0.310607   -0.314707  0.00361012
         196   -0.331478   -0.314793  0.00359271
         197   -0.329199   -0.314866  0.00357522
         198   -0.325816   -0.314921  0.00355759
         199   -0.350963   -0.315102  0.00354432
         200    -0.35452   -0.315299  0.00353207
