# VELOCITY:     BLOCK_AVE_POFV	PROG_AVE_POFV:        ERROR:
    0.848528  0.00925926  0.00925926 3.11133e-11
     1.03709   0.0277778   0.0277778 8.80017e-11
     1.22565  0.00925926  0.00925926 3.11133e-11
     1.41421    0.037037    0.037037 1.24453e-10
     1.60278   0.0648148   0.0608466  0.00122463
     1.79134    0.138889    0.143519  0.00155106
      1.9799   0.0555556   0.0535714  0.00101541
     2.16846   0.0833333    0.087963  0.00181125
     2.35702   0.0925926   0.0853175  0.00212847
     2.54558    0.212963    0.216931  0.00122463
     2.73415   0.0462963   0.0462963 1.76003e-10
     2.92271   0.0185185    0.010582 0.000865944
     3.11127   0.0277778   0.0383598  0.00158099
     3.29983   0.0555556   0.0529101  0.00111793
     3.48839   0.0648148   0.0648148 2.48906e-10
     3.67696           0  0.00793651 0.000865944
     3.86552  0.00925926  0.00132275 0.000865944
