#BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         334     1.95836      1.9613 0.000704294
         335     1.95876     1.96129 0.000702233
         336     1.95915     1.96129 0.000700172
         337     1.95953     1.96128 0.000698114
         338      1.9599     1.96128  0.00069606
         339     1.96026     1.96128 0.000694013
         340     1.96061     1.96127 0.000691975
         341     1.96095     1.96127 0.000689946
         342     1.96129     1.96127 0.000687929
         343     1.96161     1.96127 0.000685924
         344     1.96193     1.96128 0.000683933
         345     1.96224     1.96128 0.000681956
         346     1.96253     1.96128 0.000679995
         347     1.96282     1.96129  0.00067805
         348      1.9631     1.96129 0.000676121
         349     1.96337      1.9613  0.00067421
         350     1.96363      1.9613 0.000672317
         351     1.96389     1.96131 0.000670442
         352     1.96413     1.96132 0.000668585
         353     1.96437     1.96133 0.000666747
         354      1.9646     1.96134 0.000664927
         355     1.96482     1.96135 0.000663127
         356     1.96503     1.96136 0.000661345
         357     1.96523     1.96137 0.000659581
         358     1.96543     1.96138 0.000657836
         359     1.96562     1.96139  0.00065611
         360      1.9658      1.9614 0.000654402
         361     1.96598     1.96142 0.000652712
         362     1.96615     1.96143 0.000651039
         363     1.96631     1.96144 0.000649385
         364     1.96646     1.96146 0.000647747
         365     1.96661     1.96147 0.000646126
         366     1.96675     1.96149 0.000644522
         367     1.96689      1.9615 0.000642934
         368     1.96702     1.96152 0.000641362
         369     1.96714     1.96153 0.000639805
         370     1.96726     1.96155 0.000638264
         371     1.96738     1.96156 0.000636737
         372     1.96749     1.96158 0.000635224
         373     1.96759     1.96159 0.000633726
         374     1.96769     1.96161 0.000632241
         375     1.96778     1.96163  0.00063077
         376     1.96787     1.96164 0.000629311
         377     1.96796     1.96166 0.000627865
         378     1.96804     1.96168 0.000626431
         379     1.96812     1.96169 0.000625008
         380     1.96819     1.96171 0.000623598
         381     1.96826     1.96173 0.000622198
         382     1.96833     1.96175 0.000620809
         383     1.96839     1.96176 0.000619431
         384     1.96845     1.96178 0.000618063
         385     1.96851      1.9618 0.000616704
         386     1.96856     1.96181 0.000615355
