#BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1    -4.74602    -4.74602           0
           2    -3.02181    -3.88391    0.609599
           3    -2.32943    -3.36575    0.586646
           4    -1.61831    -2.92889    0.580278
           5   -0.945606    -2.53223    0.584271
           6    -0.84928    -2.25174    0.550116
           7    -1.18491    -2.09934    0.492186
           8   -0.962706    -1.95726    0.450704
           9   -0.611083    -1.80768    0.424721
          10   -0.408784    -1.66779    0.404631
          11   -0.112744    -1.52642    0.391764
          12   -0.291847    -1.42354    0.372381
          13    -0.48379    -1.35125    0.350683
          14    -0.62514    -1.29939    0.329447
          15   -0.343211    -1.23564     0.31359
          16   -0.166816    -1.16884    0.301022
          17    -0.19046    -1.11129    0.288764
          18  -0.0513194     -1.0524    0.278661
          19    0.400932   -0.975912    0.274292
          20   -0.045046   -0.929369    0.264497
          21   -0.263445   -0.897658    0.253796
          22  0.00617416   -0.856575    0.245562
          23   -0.399887   -0.836719    0.235687
          24   -0.760086   -0.833526    0.225888
          25   -0.649176   -0.826152    0.216973
          26   -0.735491   -0.822665    0.208656
          27  -0.0760603   -0.795013    0.202752
          28      0.3166   -0.755312     0.19936
          29    0.260026   -0.720301    0.195536
          30   -0.264095   -0.705094    0.189608
          31  -0.0060088   -0.682543    0.184828
          32    0.189929   -0.655278    0.181052
          33    0.129637   -0.631493    0.177121
          34   -0.373869   -0.623915    0.172074
          35   -0.332647   -0.615593    0.167358
          36     0.12031   -0.595152    0.163953
          37    0.162394   -0.574677    0.160795
          38    0.592444   -0.543964     0.15947
          39    0.155419   -0.526031    0.156386
          40     0.08841    -0.51067    0.153229
          41    0.215402   -0.492961    0.150512
          42    0.213664   -0.476136    0.147865
          43   0.0642715   -0.463569     0.14496
          44   0.0588147   -0.451696    0.142151
          45    0.458402   -0.431472    0.140423
          46    0.438276   -0.412564    0.138637
          47    0.411817   -0.395024    0.136793
          48     0.32236   -0.380079    0.134757
          49    0.458084   -0.362974    0.133088
          50    0.805978   -0.339594    0.132464
          51  -0.0254584   -0.333435     0.13001
          52  -0.0271019   -0.327544    0.127643
          53    0.364171   -0.314493      0.1259
          54    0.143056    -0.30602    0.123853
          55    0.259878   -0.295731    0.122028
          56      0.4755   -0.281959    0.120623
          57    0.225477   -0.273056    0.118835
          58    0.421816   -0.261076    0.117389
          59    0.535599   -0.247573    0.116173
          60    0.780724   -0.230434    0.115494
          61    0.523591   -0.218073     0.11426
          62    0.594414   -0.204969    0.113167
          63    0.445022   -0.194651     0.11184
          64    0.915614   -0.177303    0.111429
          65     1.03755   -0.158613    0.111271
          66    0.624606   -0.146746    0.110217
          67     0.69155   -0.134235    0.109279
          68    0.368942   -0.126835    0.107923
          69    0.212002   -0.121924     0.10647
          70    0.673374   -0.110563    0.105554
          71    0.286177   -0.104975    0.104215
          72    0.216887   -0.100505    0.102863
