#BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1     -6.4307     -6.4307           0
           2    -6.12336    -6.27703    0.108662
           3    -5.98867    -6.18091    0.106804
           4    -5.86645    -6.10229    0.105127
           5    -5.70704    -6.02324    0.109874
           6    -5.69818    -5.96906    0.104065
           7    -5.77482    -5.94132   0.0928247
           8    -5.72687    -5.91451   0.0850041
           9     -5.6511    -5.88524   0.0804402
          10     -5.6115    -5.85787   0.0769131
          11    -5.57414    -5.83207   0.0741199
          12    -5.61502    -5.81399   0.0701156
          13    -5.66556    -5.80257   0.0656451
          14    -5.69365    -5.79479   0.0614154
          15    -5.64341     -5.7847   0.0581442
          16    -5.60283    -5.77333   0.0556101
          17    -5.58042    -5.76198   0.0534842
          18     -5.5636    -5.75096   0.0516359
          19    -5.46161    -5.73573   0.0511147
          20    -5.57924    -5.72791   0.0491542
          21    -5.62462    -5.72299   0.0470589
          22    -5.54339    -5.71483   0.0456225
          23      -5.631    -5.71118   0.0437842
          24    -5.69771    -5.71062   0.0419635
          25    -5.66625    -5.70885   0.0403224
          26    -5.69844    -5.70845   0.0387736
          27    -5.57177    -5.70338   0.0376665
          28    -5.51604    -5.69669   0.0369108
          29    -5.54004    -5.69129   0.0360311
          30     -5.6546    -5.69007   0.0348508
          31    -5.58387    -5.68664   0.0338946
          32    -5.52872    -5.68171   0.0331927
          33    -5.53353    -5.67722   0.0324891
          34    -5.61053    -5.67525   0.0315927
          35    -5.60357    -5.67321   0.0307564
          36    -5.51491    -5.66881   0.0302148
          37    -5.52195    -5.66484   0.0296577
          38    -5.44291      -5.659   0.0294467
          39    -5.53019     -5.6557   0.0288763
          40    -5.53464    -5.65267   0.0283125
          41      -5.504    -5.64904   0.0278532
          42     -5.5123    -5.64579   0.0273797
          43    -5.58105    -5.64428   0.0267843
          44    -5.58173    -5.64286   0.0262133
          45    -5.46332    -5.63887   0.0259326
          46    -5.45151     -5.6348   0.0256867
          47    -5.46681    -5.63122   0.0253877
          48    -5.49749    -5.62844   0.0250112
          49    -5.48443     -5.6255   0.0246728
          50     -5.3773    -5.62053   0.0246737
          51    -5.55453    -5.61924   0.0242238
          52    -5.56588    -5.61821   0.0237797
          53    -5.49186    -5.61583   0.0234502
          54    -5.56182    -5.61483   0.0230373
          55    -5.53785    -5.61343   0.0226609
          56    -5.48765    -5.61118   0.0223673
          57    -5.55186    -5.61014    0.021999
          58    -5.49329    -5.60813   0.0217118
          59    -5.48204    -5.60599   0.0214487
          60    -5.42873    -5.60304   0.0212937
          61     -5.4786      -5.601   0.0210422
          62    -5.44604     -5.5985   0.0208507
          63    -5.46682    -5.59641   0.0206242
          64    -5.41376    -5.59355   0.0204984
          65    -5.37296    -5.59016   0.0204621
          66    -5.43885    -5.58787   0.0202801
          67    -5.42902     -5.5855   0.0201155
          68    -5.49751     -5.5842   0.0198613
          69    -5.50354    -5.58303   0.0196078
          70    -5.40631    -5.58051   0.0194896
          71     -5.5041    -5.57943   0.0192447
          72    -5.52005    -5.57861   0.0189951
          73    -5.44604    -5.57679   0.0188215
          74     -5.4338    -5.57486   0.0186661
          75    -5.42615    -5.57288   0.0185222
          76    -5.46349    -5.57144   0.0183344
          77    -5.52309    -5.57081    0.018107
          78     -5.5339    -5.57034    0.017881
          79    -5.49272    -5.56935   0.0176817
          80    -5.46529    -5.56805   0.0175084
          81    -5.38094    -5.56574    0.017444
