0,44.591,44.7316,45.0684,45.2674,45.3644,46.3854,47.2939,47.3773,47.6425,47.7171,47.7817,48.7503,49.7762,50.1726,50.3472,50.4023,50.6462,51.5502,51.8009,52.241,52.7343,53.364,53.3721,53.4914,53.5736,53.7998,54.013,54.1549,54.1549,54.1549,54.1549,54.3142,54.5283,54.5283,54.9354,55.062,55.2139,55.4382,55.5867,55.982,56.0336,56.1056,56.1131,56.5216,56.5216,56.9425,57.1894,57.3966,57.8637,57.8749
1,40.9074,41.9433,42.8737,43.106,43.2557,43.2951,43.4748,43.7437,43.7466,43.8741,43.9349,44.1294,44.2403,44.2582,44.591,44.763,44.9422,45.0684,45.0684,45.115,45.1301,45.1735,45.1778,45.2674,45.3437,45.3644,45.3644,45.3644,45.3644,45.3644,45.7765,46.0417,46.1436,46.266,46.3854,46.3854,46.3854,46.4485,46.4529,46.4646,46.4746,46.7235,47.0641,47.2939,47.2939,47.2939,47.2939,47.2939,47.2939,47.3041
2,36.2269,39.9891,40.5951,40.9074,40.9074,41.0242,41.0776,41.3221,41.3619,41.7017,41.8045,41.843,41.9433,41.9433,41.9433,41.9433,41.9542,41.9678,41.9746,42.5479,42.6263,42.6923,42.8147,42.8737,42.8737,42.9556,43.0511,43.1175,43.1683,43.2278,43.2411,43.2951,43.2951,43.2951,43.3742,43.5004,43.5087,43.5331,43.5469,43.6092,43.6153,43.6688,43.7437,43.7437,43.7437,43.7437,43.7437,43.8741,43.8741,43.9595
3,32.8685,36.2269,36.2269,36.6403,38.0945,38.3387,38.4242,39.1598,39.2826,39.7242,39.7265,39.9378,39.9891,39.9891,40.0063,40.0063,40.3152,40.4461,40.4585,40.5414,40.6559,40.8615,40.9074,40.9074,40.9074,40.9074,40.9074,40.9074,40.9074,40.9463,40.9464,41.0242,41.0248,41.0394,41.0776,41.341,41.3619,41.3619,41.4518,41.7017,41.7017,41.7017,41.7017,41.7017,41.7017,41.8045,41.843,41.9329,42.0654,42.2228
4,32.8685,33.7751,34.9462,35.357,36.2269,36.2269,36.2269,36.2269,36.2269,36.2269,36.2269,36.2717,36.5711,36.6992,36.7592,36.892,36.9473,37.2105,37.3339,38.0945,38.0945,38.0945,38.1942,38.217,38.2624,38.3387,38.3869,38.4242,38.4242,38.4242,38.4356,38.444,38.5595,38.5687,38.5961,38.5977,39.082,39.1598,39.2826,39.2826,39.2826,39.2826,39.2826,39.4944,39.5121,39.5915,39.7242,39.7242,39.7265,39.7265
5,29.8306,31.9908,32.1193,32.4313,32.8685,32.8685,32.8685,32.8685,32.8685,33.7751,33.7751,33.7751,33.8173,34.5896,34.9462,34.9462,34.9462,34.9755,35.0376,35.0514,35.0926,35.1736,35.2335,35.2391,35.298,35.3239,35.3461,35.3996,35.6089,35.8193,35.865,35.9084,35.9761,36.0319,36.1285,36.2269,36.2269,36.2269,36.2269,36.2269,36.2269,36.2269,36.2269,36.2269,36.2269,36.2269,36.2269,36.2269,36.2269,36.2269
6,29.0963,29.8306,30.0511,31.1763,31.5198,32.1193,32.2419,32.4313,32.4428,32.7135,32.8043,32.8685,32.8685,32.8685,32.8685,32.8685,32.8685,32.8685,32.8685,32.8685,32.8685,32.8685,32.8685,32.8685,32.8685,32.8685,32.8685,32.8685,32.8685,32.8685,32.8685,32.8685,32.8685,32.8685,32.8685,32.9926,33.0524,33.0816,33.1225,33.1866,33.2318,33.7751,33.7751,33.7751,33.7751,33.7751,33.7751,33.7751,33.7751,33.7839
7,29.0963,29.0963,29.0963,29.0963,29.1812,29.2615,29.7293,29.8306,29.8306,30.0511,30.0511,31.2434,31.2574,31.5198,31.5198,31.5198,31.5198,31.5589,31.6412,31.6743,31.7815,31.9313,31.9578,32.1193,32.1661,32.2419,32.3595,32.3883,32.4428,32.4428,32.7135,32.7135,32.7135,32.8043,32.8091,32.8125,32.8685,32.8685,32.8685,33.0275,33.0768,33.2052,33.2506,33.3425,33.5333,33.5571,33.7515,33.9322,33.9754,33.9776
8,27.0452,28.7896,28.9164,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.1901,29.2615,29.5591,29.7293,29.7357,29.8306,29.8306,29.8306,29.8306,29.8306,29.8376,30.0511,30.0511,30.0511,30.0511,30.0511,30.0511,30.0511,30.0655,30.0962,30.1361,30.2931,30.2931,30.3083,30.4112,31.0878,31.2434
9,24.0215,27.0452,27.0452,27.0452,27.0452,27.0452,27.0452,27.0452,27.9592,28.6622,28.7896,29.0163,29.0921,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963,29.0963
