0,44.9234,47.1673,48.1464,48.7315,48.8201,49.0452,50.1504,50.1726,50.3958,50.4318,50.7407,51.6721,52.4046,52.539,52.8671,53.7736,54.1549,54.1549,54.3173,54.3461,54.4696,54.5283,54.8068,54.9668,55.2996,55.7241,55.7312,55.9154,56.4866,56.652,56.7091,57.0026,57.156,57.2444,57.3447,57.3966,57.785,57.785,57.785,57.785,57.785,57.8165,57.8165,57.8165,57.8165,57.8749,57.8892,57.9656,58.009,58.2373
1,41.226,42.2199,42.7854,43.4229,44.1393,44.4978,44.8998,44.9234,44.9234,44.9234,44.9234,44.9307,45.123,45.2015,45.7139,45.9497,46.2085,47.0498,47.477,47.5055,47.7855,47.9438,48.1464,48.7315,48.7649,48.8222,48.9256,48.952,48.953,49.0354,49.0452,49.3146,49.6049,49.8195,49.9122,50.1504,50.1726,50.1726,50.1726,50.1726,50.362,50.3958,50.3958,50.4318,50.4318,50.7407,50.7407,50.7407,50.7586,50.8393
2,41.226,41.7423,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2243,42.2247,42.4656,42.4814,42.5041,42.5625,42.7854,42.7854,42.7854,42.7854,42.7969,43.0779,43.0858,43.1997,43.3128,43.637,44.1018,44.1722,44.3642,44.3642,44.4978,44.4978,44.6372,44.6449,44.8998,44.8998,44.8998,44.8998,44.9234,44.9234,44.9234,44.9234,44.9234,44.9234,44.9234,44.9234,44.9307,44.9307,44.9307,44.9796,45.2392
3,40.7394,40.8495,40.8705,40.9114,41.226,41.4567,41.7423,41.7423,41.7423,41.7423,41.7423,41.7423,41.7669,41.8576,42.0235,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2199,42.2243
4,39.1603,39.2193,40.0472,40.2847,40.4337,40.5549,40.8495,40.8495,40.8495,40.8495,40.8705,40.8705,40.8705,40.8705,40.8705,40.9114,40.9114,41.1516,41.3432,41.4567,41.4567,41.4567,41.4721,41.5071,41.5477,41.7423,41.7423,41.7423,41.7423,41.7423,41.7423,41.7423,41.7423,41.7423,41.7423,41.7423,41.7423,41.7423,41.7423,41.7423,41.7423,41.7423,41.7423,41.7423,41.7423,41.7423,41.7423,41.7423,41.8567,41.9235
5,31.3671,32.3347,38.1156,38.4009,39.1603,39.1603,39.1964,39.2193,39.2193,39.2193,39.457,39.7606,39.9167,39.9651,40.0472,40.0472,40.0472,40.1387,40.2847,40.2847,40.2847,40.2847,40.2847,40.2847,40.3683,40.4337,40.4628,40.5549,40.5549,40.6178,40.6626,40.6657,40.7606,40.8495,40.8495,40.8495,40.8495,40.8495,40.8495,40.8495,40.8495,40.8495,40.8495,40.8495,40.8495,40.8495,40.8495,40.8495,40.8495,40.8495
6,30.9946,31.1455,31.3671,31.3671,31.4697,31.6728,32.3347,32.3347,32.3347,32.6171,33.2452,33.6356,33.6697,33.9437,34.0058,34.218,34.6254,36.1305,36.4364,36.4532,36.5077,36.6243,36.7673,36.8592,37.0299,37.2872,37.5166,37.8374,37.9295,38.1156,38.1979,38.2706,38.4009,38.4009,39.0415,39.1603,39.1603,39.1603,39.1603,39.1603,39.1603,39.1603,39.1964,39.1964,39.2193,39.2193,39.2193,39.2193,39.2193,39.3018
7,28.7253,31.1335,31.1455,31.1455,31.2832,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3766,31.4166,31.4544,31.4697,31.4697,31.4697,31.4697,31.5876,31.6728,31.6728,31.6728,32.2417,32.3347,32.3347,32.3347,32.6082,32.6171,32.6171,32.6171,32.6171,32.6171,32.9194,33.1154,33.2452,33.2452,33.2452,33.3807,33.6184,33.6356,33.6356,33.6356,33.6356,33.6356,33.6356,33.6356,33.648,33.7081,33.8496,33.8641
8,27.1301,28.7253,30.2788,31.1335,31.1335,31.1335,31.1335,31.1455,31.1455,31.1455,31.1455,31.1455,31.1455,31.1455,31.1455,31.1455,31.1455,31.1455,31.1455,31.2832,31.2832,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671,31.3671
9,24.8452,27.1227,27.1301,27.1301,27.1301,27.1301,27.2542,28.031,28.109,28.4864,29.5787,29.9233,30.0944,30.2185,30.2788,30.2788,30.2788,30.3068,30.353,30.4118,30.9302,30.9829,30.9829,30.9829,31.107,31.1206,31.1206,31.1206,31.1335,31.1335,31.1335,31.1335,31.1335,31.1335,31.1335,31.1335,31.1455,31.1455,31.1455,31.1455,31.1455,31.1455,31.1455,31.1455,31.1455,31.1455,31.1455,31.1455,31.1455,31.1455
