throws,avg,err
0, 0.475487, 0
10, 0.446323, 0.0291644
20, 0.429734, 0.0236366
30, 0.440032, 0.0196316
40, 0.450348, 0.0183756
50, 0.47784, 0.0313192
60, 0.463026, 0.0303328
70, 0.440403, 0.0346678
80, 0.439085, 0.0306026
90, 0.456646, 0.0325208
100, 0.476499, 0.0354886
110, 0.482605, 0.0329669
120, 0.479547, 0.0304789
130, 0.484024, 0.0285708
140, 0.478657, 0.027134
150, 0.487255, 0.0267984
160, 0.488126, 0.0251878
170, 0.492535, 0.0241531
180, 0.499164, 0.023789
190, 0.502985, 0.0228893
200, 0.491597, 0.0245702
210, 0.488332, 0.0236532
220, 0.478857, 0.0245074
230, 0.474642, 0.0238397
240, 0.480545, 0.0236161
250, 0.481777, 0.0227231
260, 0.481263, 0.0218713
270, 0.476521, 0.0216026
280, 0.476772, 0.0208459
290, 0.476028, 0.0201528
300, 0.479138, 0.0197384
310, 0.480146, 0.0191382
320, 0.48001, 0.0185497
330, 0.482257, 0.0181355
340, 0.4826, 0.0176131
350, 0.487666, 0.0178508
360, 0.490715, 0.0176272
370, 0.494994, 0.0176827
380, 0.495505, 0.0172309
390, 0.496012, 0.0168023
400, 0.497107, 0.0164238
410, 0.495722, 0.0160877
420, 0.497834, 0.0158503
430, 0.495263, 0.0156978
440, 0.494943, 0.0153483
450, 0.494423, 0.01502
460, 0.493671, 0.0147162
470, 0.495892, 0.0145766
480, 0.496954, 0.0143155
490, 0.495708, 0.0140815
500, 0.495067, 0.0138175
510, 0.498272, 0.0139232
520, 0.500087, 0.013778
530, 0.497503, 0.0137652
540, 0.496172, 0.0135779
550, 0.494429, 0.0134467
560, 0.493209, 0.0132649
570, 0.492883, 0.0130383
580, 0.491589, 0.0128806
590, 0.492962, 0.0127383
600, 0.492057, 0.0125604
610, 0.492391, 0.0123606
620, 0.491768, 0.0121788
630, 0.491472, 0.0119907
640, 0.491465, 0.0118048
650, 0.494214, 0.0119451
660, 0.495816, 0.0118741
670, 0.495666, 0.0116991
680, 0.495889, 0.0115305
690, 0.495492, 0.0113715
700, 0.49483, 0.0112298
710, 0.492722, 0.0112716
720, 0.490849, 0.0112727
730, 0.492955, 0.011317
740, 0.492704, 0.0111679
750, 0.495127, 0.0112833
760, 0.493954, 0.0111973
770, 0.495131, 0.0111153
780, 0.493834, 0.0110501
790, 0.494858, 0.010959
800, 0.497194, 0.0110721
810, 0.498512, 0.0110153
820, 0.499641, 0.0109402
830, 0.500541, 0.0108466
840, 0.502375, 0.010874
850, 0.501813, 0.0107615
860, 0.502456, 0.0106566
870, 0.503181, 0.0105597
880, 0.502954, 0.0104428
890, 0.501828, 0.0103873
900, 0.501676, 0.0102736
910, 0.501906, 0.010164
920, 0.504427, 0.0103654
930, 0.504665, 0.0102573
940, 0.504781, 0.0101494
950, 0.505248, 0.0100539
960, 0.50599, 0.00997738
970, 0.506192, 0.00987711
980, 0.505311, 0.00981646
990, 0.506394, 0.00977798
