throws,avg,err
0, 0.122649, 0
1, 0.146284, 0.0236343
2, 0.340739, 0.194933
3, 0.338346, 0.13786
4, 0.366099, 0.110333
5, 0.400389, 0.0963917
6, 0.443909, 0.0923617
7, 0.399171, 0.0916486
8, 0.42771, 0.0857168
9, 0.475487, 0.090336
10, 0.466033, 0.082257
11, 0.496911, 0.0811908
12, 0.518383, 0.0777101
13, 0.482866, 0.080235
14, 0.461896, 0.0775823
15, 0.468805, 0.0728998
16, 0.457654, 0.0693794
17, 0.462554, 0.0655948
18, 0.43912, 0.0663245
19, 0.446323, 0.0633319
20, 0.428147, 0.0629228
21, 0.442989, 0.0618029
22, 0.433866, 0.0597553
23, 0.423842, 0.0580828
24, 0.426617, 0.0557802
25, 0.439287, 0.0550693
26, 0.440763, 0.053011
27, 0.442674, 0.0511184
28, 0.436302, 0.049734
29, 0.429734, 0.0484945
30, 0.431091, 0.0469237
31, 0.435898, 0.0456872
32, 0.441381, 0.0446192
33, 0.445471, 0.0434799
34, 0.435142, 0.0434645
35, 0.427479, 0.0429294
36, 0.441111, 0.0439221
37, 0.449346, 0.0435366
38, 0.450693, 0.042427
39, 0.440032, 0.0427046
40, 0.446032, 0.0420799
41, 0.444206, 0.0411063
42, 0.449037, 0.0404287
43, 0.443692, 0.0398592
44, 0.448908, 0.0393109
45, 0.441284, 0.0391954
46, 0.434468, 0.0389532
47, 0.439586, 0.038475
48, 0.442396, 0.0377862
49, 0.450348, 0.0378672
50, 0.442553, 0.0379271
51, 0.442763, 0.0371912
52, 0.448858, 0.0369882
53, 0.458513, 0.0375592
54, 0.454288, 0.0371113
55, 0.463937, 0.0376982
56, 0.471918, 0.0378812
57, 0.479986, 0.0380868
58, 0.485635, 0.0378595
59, 0.47784, 0.0380306
60, 0.4722, 0.0378248
61, 0.465447, 0.0378176
62, 0.469383, 0.0374201
63, 0.463795, 0.0372522
64, 0.471821, 0.0375425
65, 0.470718, 0.0369858
66, 0.467763, 0.0365492
67, 0.464581, 0.036148
68, 0.465647, 0.0356363
69, 0.463026, 0.0352211
70, 0.463287, 0.0347225
71, 0.456934, 0.0348212
72, 0.453616, 0.0345008
73, 0.447728, 0.0345371
74, 0.443281, 0.0343624
75, 0.444666, 0.0339355
76, 0.442255, 0.0335785
77, 0.438386, 0.0333703
78, 0.444258, 0.0334644
79, 0.440403, 0.0332675
80, 0.437924, 0.0329476
81, 0.442726, 0.0328957
82, 0.446414, 0.0327055
83, 0.448708, 0.0323951
84, 0.445796, 0.0321439
85, 0.442462, 0.0319423
86, 0.445134, 0.0316859
87, 0.440806, 0.0316215
88, 0.440346, 0.0312675
89, 0.439085, 0.0309439
90, 0.4451, 0.0311875
91, 0.443993, 0.0308665
92, 0.443917, 0.0305329
93, 0.439499, 0.0305276
94, 0.443776, 0.0305058
95, 0.444637, 0.0301986
96, 0.445992, 0.0299164
97, 0.450152, 0.0299004
98, 0.452693, 0.0297056
99, 0.456646, 0.0296717
