throws,avg,err
0, 0.501214, 0
10000, 0.502239, 0.00103199
20000, 0.500143, 0.00217788
30000, 0.500522, 0.00158807
40000, 0.501583, 0.00162385
50000, 0.501892, 0.0013613
60000, 0.502078, 0.00116482
70000, 0.501896, 0.00102422
80000, 0.501367, 0.00104531
90000, 0.501438, 0.000939673
100000, 0.501204, 0.000877428
110000, 0.501002, 0.000828455
120000, 0.501198, 0.000786196
130000, 0.501178, 0.000726806
140000, 0.50097, 0.000707977
150000, 0.500629, 0.000746849
160000, 0.500749, 0.000710739
170000, 0.500627, 0.000681365
180000, 0.500729, 0.000652553
190000, 0.500841, 0.000629035
200000, 0.5009, 0.000600318
210000, 0.500856, 0.000575511
220000, 0.500542, 0.000632313
230000, 0.500632, 0.000612553
240000, 0.500811, 0.00061332
250000, 0.500758, 0.000591726
260000, 0.50103, 0.000631031
270000, 0.501211, 0.000634555
280000, 0.501216, 0.000611545
290000, 0.501149, 0.00059601
300000, 0.501156, 0.000574437
310000, 0.501045, 0.000567833
320000, 0.500896, 0.000569373
330000, 0.500811, 0.000559729
340000, 0.500698, 0.000555192
350000, 0.500753, 0.00054276
360000, 0.500844, 0.000535281
370000, 0.500838, 0.000520577
380000, 0.500927, 0.00051574
390000, 0.50089, 0.000504748
400000, 0.500921, 0.000491708
410000, 0.500949, 0.000480616
420000, 0.500906, 0.000472386
430000, 0.50078, 0.000478682
440000, 0.500907, 0.000483695
450000, 0.50087, 0.000474942
460000, 0.500767, 0.000477045
470000, 0.50061, 0.000492481
480000, 0.50058, 0.000483618
490000, 0.5006, 0.000473697
500000, 0.50052, 0.000470846
510000, 0.50053, 0.000462836
520000, 0.500524, 0.000453459
530000, 0.500428, 0.00045481
540000, 0.500456, 0.000447606
550000, 0.500469, 0.000439597
560000, 0.500462, 0.000432723
570000, 0.500454, 0.000425373
580000, 0.500478, 0.000418796
590000, 0.500454, 0.000412025
600000, 0.50039, 0.000410285
610000, 0.500354, 0.000405649
620000, 0.500303, 0.000401833
630000, 0.500274, 0.000396592
640000, 0.500216, 0.00039463
650000, 0.500221, 0.000388012
660000, 0.500194, 0.000382343
670000, 0.500247, 0.00038077
680000, 0.500218, 0.000377062
690000, 0.500281, 0.000377159
700000, 0.500292, 0.000372053
710000, 0.500306, 0.000366417
720000, 0.500321, 0.000361977
730000, 0.500335, 0.00035817
740000, 0.500335, 0.000352907
750000, 0.500324, 0.000347265
760000, 0.500308, 0.000344027
770000, 0.500291, 0.00033971
780000, 0.500246, 0.000337981
790000, 0.500257, 0.000334044
800000, 0.500268, 0.000329584
810000, 0.50023, 0.000328459
820000, 0.500198, 0.00032559
830000, 0.500161, 0.000323874
840000, 0.500109, 0.00032494
850000, 0.500071, 0.000323148
860000, 0.500103, 0.000320624
870000, 0.500101, 0.000316625
880000, 0.5001, 0.000312665
890000, 0.500059, 0.000312633
900000, 0.500129, 0.000316462
910000, 0.500126, 0.00031369
920000, 0.500098, 0.000311572
930000, 0.500107, 0.000308306
940000, 0.500127, 0.000305543
950000, 0.500184, 0.000307731
960000, 0.500144, 0.000306852
970000, 0.500144, 0.000304761
980000, 0.500119, 0.000302308
990000, 0.500115, 0.000299292
