# best solutions
1, 30, 5, 34, 13, 9, 22, 20, 2, 24, 19, 23, 4, 17, 14, 12, 3, 7, 10, 26, 8, 21, 16, 6, 27, 31, 28, 29, 33, 15, 11, 18, 32, 25, 1,41.4951
1, 30, 5, 34, 13, 9, 33, 18, 25, 29, 31, 22, 20, 2, 24, 19, 23, 4, 17, 14, 12, 3, 7, 10, 26, 8, 21, 15, 27, 6, 16, 28, 11, 32, 1,37.4389
1, 30, 5, 34, 13, 9, 22, 20, 2, 24, 19, 23, 4, 17, 14, 12, 3, 7, 10, 26, 8, 21, 15, 27, 6, 16, 33, 18, 25, 29, 31, 28, 11, 32, 1,35.2011
1, 30, 5, 34, 13, 9, 6, 27, 31, 28, 16, 32, 23, 15, 14, 10, 22, 20, 2, 24, 19, 4, 17, 12, 3, 7, 26, 33, 18, 25, 29, 8, 21, 11, 1,32.8025
1, 30, 5, 34, 13, 9, 22, 33, 20, 2, 24, 19, 23, 4, 17, 14, 12, 3, 7, 10, 26, 18, 6, 25, 28, 27, 31, 16, 32, 15, 8, 21, 29, 11, 1,28.5708
1, 30, 5, 34, 13, 9, 22, 33, 20, 11, 29, 31, 32, 16, 21, 8, 15, 27, 28, 25, 6, 18, 26, 10, 7, 3, 12, 14, 17, 4, 23, 19, 24, 2, 1,27.8413
1, 30, 5, 34, 13, 9, 22, 33, 20, 11, 29, 31, 32, 16, 21, 8, 15, 27, 28, 25, 6, 18, 26, 10, 7, 3, 12, 14, 17, 4, 23, 2, 24, 19, 1,26.7577
1, 30, 5, 34, 13, 9, 22, 33, 20, 11, 29, 2, 24, 19, 23, 4, 17, 14, 12, 3, 7, 10, 26, 32, 18, 6, 25, 28, 27, 31, 16, 15, 8, 21, 1,23.0396
1, 30, 5, 34, 13, 9, 22, 33, 20, 11, 29, 2, 24, 19, 23, 4, 17, 14, 12, 3, 7, 10, 26, 32, 18, 6, 25, 28, 27, 31, 16, 15, 8, 21, 1,23.0396
1, 30, 15, 8, 21, 12, 14, 17, 4, 23, 19, 24, 2, 29, 11, 20, 33, 16, 31, 27, 28, 25, 6, 18, 32, 26, 10, 7, 3, 22, 9, 13, 34, 5, 1,21.5171
1, 30, 15, 8, 21, 16, 31, 27, 28, 25, 6, 18, 32, 5, 34, 9, 13, 22, 33, 20, 11, 29, 26, 10, 7, 3, 12, 14, 17, 4, 23, 2, 24, 19, 1,22.2424
1, 30, 5, 34, 9, 13, 22, 33, 20, 11, 29, 2, 24, 19, 23, 4, 17, 14, 12, 3, 7, 10, 26, 32, 18, 6, 25, 28, 27, 31, 16, 15, 8, 21, 1,21.5775
1, 30, 5, 34, 9, 13, 22, 33, 20, 16, 31, 27, 28, 25, 6, 18, 32, 26, 10, 7, 3, 12, 14, 17, 4, 11, 29, 2, 24, 19, 23, 15, 8, 21, 1,16.2711
1, 30, 5, 34, 9, 13, 22, 33, 20, 16, 31, 27, 28, 25, 6, 18, 32, 26, 10, 7, 3, 12, 14, 29, 11, 4, 17, 2, 24, 19, 23, 15, 8, 21, 1,16.1589
1, 30, 5, 34, 9, 13, 22, 33, 20, 16, 31, 27, 28, 25, 6, 18, 32, 26, 10, 7, 3, 12, 14, 29, 11, 4, 17, 2, 24, 19, 23, 15, 8, 21, 1,16.1589
1, 19, 24, 2, 17, 4, 11, 29, 14, 12, 3, 7, 10, 26, 32, 18, 6, 25, 28, 27, 31, 16, 20, 33, 22, 13, 9, 34, 5, 30, 23, 15, 8, 21, 1,14.4952
1, 19, 24, 2, 17, 4, 11, 29, 14, 12, 3, 7, 10, 26, 32, 18, 6, 25, 28, 27, 31, 16, 20, 33, 22, 13, 9, 34, 5, 30, 23, 15, 8, 21, 1,14.4952
1, 19, 24, 30, 5, 34, 9, 13, 22, 33, 20, 16, 31, 27, 28, 25, 6, 18, 32, 26, 10, 7, 3, 12, 14, 23, 17, 4, 11, 29, 2, 15, 8, 21, 1,14.0126
1, 19, 24, 30, 5, 34, 9, 13, 22, 33, 20, 16, 18, 31, 27, 28, 25, 6, 32, 26, 10, 7, 3, 12, 14, 23, 17, 4, 11, 29, 2, 15, 8, 21, 1,13.7866
1, 19, 24, 30, 5, 34, 9, 13, 22, 33, 20, 16, 18, 31, 27, 28, 25, 6, 32, 26, 10, 7, 3, 12, 14, 2, 23, 17, 4, 11, 29, 15, 8, 21, 1,13.2377
1, 19, 24, 30, 5, 34, 9, 13, 22, 33, 20, 16, 18, 31, 27, 28, 25, 6, 32, 26, 10, 7, 3, 12, 14, 2, 23, 17, 4, 11, 29, 15, 8, 21, 1,13.2377
1, 19, 24, 30, 5, 34, 9, 13, 22, 33, 20, 16, 18, 31, 27, 28, 25, 6, 32, 26, 10, 7, 3, 12, 14, 2, 23, 17, 4, 11, 29, 15, 8, 21, 1,13.2377
1, 19, 24, 30, 5, 34, 9, 13, 22, 33, 20, 16, 18, 31, 27, 28, 25, 6, 32, 26, 10, 7, 3, 12, 14, 2, 23, 17, 4, 11, 29, 15, 8, 21, 1,13.2377
1, 8, 24, 30, 5, 34, 9, 13, 22, 33, 20, 16, 18, 31, 27, 28, 25, 6, 32, 26, 10, 7, 3, 12, 14, 2, 23, 17, 4, 11, 29, 15, 19, 21, 1,12.8455
1, 19, 24, 23, 30, 2, 14, 12, 3, 7, 10, 26, 32, 6, 25, 28, 27, 31, 18, 16, 20, 33, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,12.6759
1, 19, 24, 30, 23, 2, 14, 12, 3, 7, 10, 26, 32, 6, 25, 28, 27, 31, 18, 16, 20, 33, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,12.6652
1, 19, 24, 23, 30, 2, 14, 12, 3, 7, 10, 26, 32, 6, 25, 28, 27, 5, 34, 9, 13, 22, 33, 20, 16, 18, 31, 17, 4, 11, 29, 15, 8, 21, 1,12.611
1, 19, 24, 23, 30, 2, 14, 12, 3, 7, 10, 26, 32, 6, 25, 28, 27, 5, 34, 9, 13, 22, 33, 20, 16, 18, 31, 17, 4, 11, 29, 15, 8, 21, 1,12.611
1, 19, 24, 23, 30, 2, 14, 12, 3, 7, 33, 20, 16, 18, 31, 27, 28, 25, 6, 32, 26, 10, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,11.7164
1, 19, 24, 23, 30, 2, 14, 10, 3, 7, 33, 20, 16, 18, 31, 27, 28, 25, 6, 32, 26, 12, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,10.5457
1, 19, 24, 23, 30, 2, 14, 10, 12, 3, 7, 33, 20, 16, 18, 31, 27, 28, 25, 6, 32, 26, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,9.55395
1, 15, 29, 11, 4, 17, 5, 34, 9, 13, 22, 26, 32, 6, 25, 28, 27, 31, 18, 16, 20, 33, 7, 3, 12, 10, 14, 2, 30, 23, 24, 19, 8, 21, 1,9.13525
1, 15, 29, 11, 4, 17, 5, 34, 9, 13, 22, 26, 32, 6, 25, 28, 27, 31, 18, 16, 20, 33, 7, 3, 12, 10, 14, 2, 30, 23, 24, 19, 8, 21, 1,9.13525
1, 24, 30, 23, 2, 19, 14, 10, 12, 3, 7, 33, 20, 16, 18, 31, 27, 28, 25, 6, 32, 26, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,8.25133
1, 24, 30, 23, 2, 19, 14, 10, 12, 3, 7, 33, 20, 16, 18, 31, 27, 28, 25, 6, 32, 26, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,8.25133
1, 24, 30, 23, 2, 19, 14, 10, 12, 3, 7, 33, 20, 16, 18, 31, 27, 28, 25, 6, 32, 26, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,8.25133
1, 24, 30, 23, 2, 19, 14, 10, 12, 3, 32, 6, 25, 28, 27, 31, 18, 16, 20, 33, 7, 26, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,8.0519
1, 24, 30, 23, 2, 19, 14, 10, 12, 3, 32, 6, 25, 28, 27, 31, 18, 16, 20, 33, 7, 26, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,8.0519
1, 24, 30, 23, 2, 19, 14, 10, 12, 3, 32, 6, 25, 28, 27, 31, 18, 16, 20, 33, 7, 26, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,8.0519
1, 24, 30, 23, 2, 19, 14, 10, 12, 3, 32, 6, 25, 28, 27, 31, 18, 16, 20, 33, 7, 26, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,8.0519
1, 24, 30, 23, 2, 19, 14, 10, 12, 3, 32, 6, 25, 28, 27, 31, 18, 16, 20, 33, 7, 26, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,8.0519
1, 24, 30, 23, 2, 19, 14, 10, 12, 3, 32, 6, 28, 27, 31, 25, 18, 16, 20, 33, 7, 26, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,7.95954
1, 24, 30, 23, 2, 19, 14, 10, 12, 3, 32, 6, 28, 27, 31, 25, 18, 16, 20, 33, 7, 26, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,7.95954
1, 24, 30, 23, 2, 19, 14, 10, 12, 3, 32, 6, 28, 27, 31, 25, 18, 16, 20, 33, 7, 26, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,7.95954
1, 24, 30, 23, 2, 19, 14, 10, 12, 3, 32, 6, 28, 27, 31, 25, 18, 16, 20, 33, 7, 26, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,7.95954
1, 24, 30, 23, 2, 19, 14, 10, 12, 3, 32, 6, 28, 27, 31, 25, 18, 16, 20, 33, 7, 26, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,7.95954
1, 24, 30, 23, 2, 19, 14, 10, 12, 3, 32, 6, 28, 27, 31, 25, 18, 16, 20, 33, 7, 26, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,7.95954
1, 24, 30, 23, 2, 19, 14, 10, 12, 3, 32, 6, 28, 27, 31, 25, 18, 16, 20, 33, 7, 26, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,7.95954
1, 24, 30, 23, 2, 19, 14, 10, 12, 3, 32, 6, 28, 27, 31, 25, 18, 16, 20, 33, 7, 26, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,7.95954
1, 24, 30, 23, 2, 19, 14, 10, 12, 3, 32, 6, 28, 27, 31, 25, 18, 16, 20, 33, 7, 26, 22, 13, 9, 34, 5, 17, 4, 11, 29, 15, 8, 21, 1,7.95954
1, 24, 30, 23, 2, 19, 14, 10, 12, 3, 32, 34, 9, 13, 22, 26, 7, 33, 20, 16, 18, 25, 31, 27, 28, 6, 5, 17, 4, 11, 29, 15, 8, 21, 1,7.89034
1, 24, 30, 23, 2, 19, 14, 10, 12, 3, 32, 34, 9, 13, 22, 26, 7, 33, 20, 16, 18, 25, 31, 27, 28, 6, 5, 17, 4, 11, 29, 15, 8, 21, 1,7.89034
