#DISTANCE:     AVE_GOFR:        ERROR:
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263           0           0
    0.884913  0.00152231  0.00034445
    0.910562   0.0226577  0.00144543
    0.936212    0.159438  0.00546396
    0.961861    0.557413  0.00589215
    0.987511      1.2391   0.0169221
     1.01316     1.86431   0.0335941
     1.03881     2.33828   0.0246951
     1.06446     2.55238    0.028135
     1.09011       2.517   0.0296214
     1.11576     2.37234   0.0139851
     1.14141      2.1937   0.0257566
     1.16706     1.98778   0.0235154
     1.19271      1.7626   0.0314034
     1.21836     1.57236   0.0433119
     1.24401      1.3951   0.0243795
     1.26966     1.24742   0.0125623
     1.29531     1.12029   0.0070733
     1.32096     1.04487   0.0109189
     1.34661     0.95009   0.0156808
     1.37226    0.884179  0.00531854
     1.39791    0.802525  0.00899218
     1.42355    0.771098  0.00754698
      1.4492     0.74333  0.00956865
     1.47485    0.712006   0.0151725
      1.5005    0.690845  0.00863858
     1.52615     0.66292  0.00897844
      1.5518    0.656656  0.00996665
     1.57745    0.665106   0.0130022
      1.6031    0.674271  0.00783894
     1.62875    0.702466  0.00490827
      1.6544    0.720022  0.00389466
     1.68005    0.724711  0.00549878
      1.7057    0.742628  0.00927424
     1.73135    0.784501  0.00561009
       1.757    0.805585  0.00430388
     1.78265    0.847213  0.00549016
      1.8083    0.890939  0.00582993
     1.83395    0.933379  0.00573579
      1.8596    0.973194  0.00649579
     1.88525     1.01939  0.00756174
      1.9109     1.05478  0.00497965
     1.93655     1.08762  0.00598154
      1.9622     1.12535  0.00467673
     1.98785     1.16065  0.00448601
      2.0135     1.17947  0.00485199
     2.03915     1.20101  0.00618625
      2.0648     1.21463   0.0149935
     2.09045     1.24337   0.0274525
      2.1161       1.233   0.0155472
     2.14174      1.1999   0.0152622
     2.16739     1.17585  0.00862541
     2.19304      1.1475  0.00793215
     2.21869     1.12394  0.00385364
     2.24434     1.08268   0.0052478
     2.26999     1.05496  0.00629665
     2.29564     1.03192  0.00717223
     2.32129    0.994404  0.00367422
     2.34694    0.984489  0.00845206
     2.37259    0.963666   0.0057187
     2.39824    0.941515  0.00631292
     2.42389     0.93823   0.0138376
     2.44954    0.911223   0.0105777
     2.47519    0.904948  0.00859568
     2.50084    0.416917  0.00463538
     2.52649           0           0
     2.55214           0           0
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263           0           0
    0.884913  0.00145964 0.000292687
    0.910562   0.0238688    0.001635
    0.936212    0.159117  0.00456272
    0.961861    0.563451  0.00738146
    0.987511      1.2317   0.0156385
     1.01316     1.86543   0.0280137
     1.03881     2.34107   0.0207367
     1.06446       2.555   0.0235673
     1.09011      2.5334   0.0288693
     1.11576      2.3796   0.0134085
     1.14141     2.18793   0.0221022
     1.16706     1.99418   0.0204481
     1.19271     1.76225   0.0261714
     1.21836     1.57324   0.0361023
     1.24401     1.39094   0.0206685
     1.26966     1.24893   0.0105595
     1.29531     1.11964  0.00592387
     1.32096     1.04027    0.010021
     1.34661    0.944102   0.0141646
     1.37226    0.873081   0.0110579
     1.39791    0.802908  0.00750165
     1.42355    0.769791  0.00640133
      1.4492    0.744491  0.00804392
     1.47485     0.70827   0.0130956
      1.5005    0.687921  0.00767786
     1.52615    0.664147  0.00756543
      1.5518    0.658893  0.00855294
     1.57745    0.663078   0.0109922
      1.6031    0.675679  0.00665777
     1.62875    0.700752   0.0043793
      1.6544    0.719083  0.00335681
     1.68005    0.724141   0.0046118
      1.7057    0.743874  0.00781175
     1.73135    0.782021   0.0051944
       1.757    0.805822   0.0035931
     1.78265    0.848943   0.0048399
      1.8083    0.891479  0.00488328
     1.83395    0.934618  0.00491177
      1.8596    0.972755  0.00542798
     1.88525     1.01934  0.00630164
      1.9109     1.05296  0.00446968
     1.93655     1.08884  0.00510787
      1.9622      1.1302  0.00589704
     1.98785     1.16281  0.00422752
      2.0135     1.18285  0.00508294
     2.03915     1.20592  0.00683518
      2.0648      1.2192   0.0131727
     2.09045     1.23959   0.0231359
      2.1161     1.23217   0.0129779
     2.14174     1.19872   0.0127642
     2.16739     1.17287  0.00768543
     2.19304     1.14806  0.00663023
     2.21869     1.12254  0.00345316
     2.24434     1.08323   0.0044016
     2.26999     1.05391  0.00533296
     2.29564     1.02991  0.00625096
     2.32129    0.993413  0.00319251
     2.34694    0.978952  0.00866907
     2.37259    0.962593   0.0048652
     2.39824    0.942126  0.00529021
     2.42389    0.936133   0.0116892
     2.44954    0.916392  0.00999805
     2.47519    0.905192  0.00716654
     2.50084    0.417823  0.00395029
     2.52649           0           0
     2.55214           0           0
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263           0           0
    0.884913  0.00150659 0.000254611
    0.910562   0.0240657  0.00141324
    0.936212    0.163786  0.00582935
    0.961861     0.56763  0.00741641
    0.987511     1.22883   0.0136653
     1.01316     1.85756   0.0250917
     1.03881      2.3378   0.0180312
     1.06446     2.55484   0.0202011
     1.09011     2.54352   0.0264598
     1.11576     2.37771   0.0116249
     1.14141     2.18523    0.019109
     1.16706     1.99392   0.0175285
     1.19271     1.76264   0.0224356
     1.21836     1.57236   0.0309555
     1.24401      1.3918   0.0177336
     1.26966     1.25027  0.00913562
     1.29531     1.11629  0.00595029
     1.32096     1.03478  0.00998333
     1.34661    0.943417   0.0121576
     1.37226     0.86979  0.00995579
     1.39791    0.805148  0.00675615
     1.42355    0.770789  0.00556407
      1.4492    0.744521  0.00689484
     1.47485    0.709891   0.0113247
      1.5005    0.690844  0.00711586
     1.52615    0.665807  0.00666441
      1.5518    0.663373  0.00842311
     1.57745    0.664773  0.00955168
      1.6031      0.6775  0.00595032
     1.62875    0.696213  0.00563439
      1.6544    0.714984  0.00476199
     1.68005    0.724535  0.00396977
      1.7057    0.748577   0.0079872
     1.73135    0.779748  0.00492455
       1.757       0.806   0.0030842
     1.78265    0.849363  0.00416669
      1.8083    0.889359  0.00462327
     1.83395    0.936743  0.00464701
      1.8596    0.974546  0.00493926
     1.88525     1.01614  0.00615884
      1.9109     1.05299  0.00383124
     1.93655     1.09045  0.00462412
      1.9622     1.12961  0.00508364
     1.98785     1.16216  0.00367272
      2.0135      1.1829  0.00435706
     2.03915     1.20719  0.00597492
      2.0648     1.21977   0.0113032
     2.09045     1.23431   0.0204247
      2.1161     1.23127    0.011155
     2.14174      1.1967   0.0111001
     2.16739     1.17335  0.00660256
     2.19304     1.14856  0.00570154
     2.21869     1.11915   0.0043204
     2.24434     1.08375  0.00380402
     2.26999     1.05378  0.00457267
     2.29564     1.03102  0.00545562
     2.32129    0.996188  0.00375352
     2.34694    0.983944   0.0087504
     2.37259    0.965065  0.00475662
     2.39824    0.944637  0.00509589
     2.42389    0.933567   0.0102972
     2.44954    0.916159  0.00857247
     2.47519    0.908061  0.00669211
     2.50084    0.417819  0.00338597
     2.52649           0           0
     2.55214           0           0
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263           0           0
    0.884913  0.00143863 0.000231677
    0.910562   0.0237695  0.00126724
    0.936212    0.164477  0.00514142
    0.961861    0.569576  0.00673984
    0.987511     1.22753   0.0120189
     1.01316     1.86041   0.0221165
     1.03881     2.34525   0.0172495
     1.06446      2.5624   0.0190374
     1.09011     2.54883   0.0236797
     1.11576     2.37481   0.0105283
     1.14141     2.17485   0.0193336
     1.16706      1.9895   0.0158854
     1.19271     1.75817    0.020071
     1.21836     1.56501   0.0279463
     1.24401     1.38667   0.0162412
     1.26966      1.2483  0.00820368
     1.29531     1.11546   0.0052645
     1.32096     1.03002  0.00980464
     1.34661    0.938053   0.0117622
     1.37226    0.870631  0.00874671
     1.39791    0.808852  0.00685194
     1.42355    0.773241   0.0053816
      1.4492     0.74632  0.00626318
     1.47485    0.712374   0.0101777
      1.5005    0.695896  0.00781626
     1.52615    0.672992  0.00889786
      1.5518     0.67116   0.0103622
     1.57745    0.669162  0.00931138
      1.6031    0.680198   0.0057859
     1.62875    0.699675  0.00589854
      1.6544    0.714382  0.00420469
     1.68005    0.726303  0.00384719
      1.7057    0.746347  0.00729344
     1.73135    0.781697  0.00467877
       1.757    0.808695  0.00369311
     1.78265    0.846291  0.00464207
      1.8083    0.885925  0.00516556
     1.83395    0.935283  0.00428929
      1.8596    0.973111  0.00452566
     1.88525     1.01538  0.00543573
      1.9109     1.05094  0.00386373
     1.93655     1.08662  0.00540266
      1.9622     1.12762  0.00482365
     1.98785     1.15965  0.00398325
      2.0135     1.18166  0.00398342
     2.03915     1.20661   0.0052562
      2.0648     1.21951  0.00989317
     2.09045     1.23276   0.0179305
      2.1161     1.22675    0.010636
     2.14174     1.19336   0.0102014
     2.16739     1.17301  0.00578616
     2.19304     1.14793   0.0050228
     2.21869     1.12038  0.00395352
     2.24434     1.08672  0.00433513
     2.26999     1.05588  0.00445443
     2.29564     1.03108  0.00477397
     2.32129    0.999127  0.00428275
     2.34694      0.9828  0.00773103
     2.37259    0.964779  0.00417062
     2.39824    0.944723  0.00445962
     2.42389    0.934082  0.00902297
     2.44954    0.917951  0.00768589
     2.47519    0.909554  0.00601988
     2.50084    0.417831  0.00296274
     2.52649           0           0
     2.55214           0           0
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
