throws,avg,err
0, 5.04237, 0
10000, 5.01824, 0.024132
20000, 5.12101, 0.103709
30000, 5.07602, 0.0860315
40000, 5.07483, 0.0666503
50000, 5.07236, 0.0544758
60000, 5.04917, 0.0515546
70000, 5.03809, 0.0460012
80000, 5.03104, 0.0411774
90000, 5.03133, 0.0368313
100000, 5.03046, 0.0333265
110000, 5.03527, 0.0308003
120000, 5.03149, 0.0285833
130000, 5.01768, 0.0298518
140000, 5.01187, 0.0283909
150000, 5.00608, 0.0271817
160000, 4.99958, 0.026345
170000, 4.99951, 0.0248384
180000, 5.00571, 0.0242986
190000, 5.0109, 0.0236289
200000, 5.01171, 0.0224902
210000, 5.00669, 0.022024
220000, 5.00089, 0.0218278
230000, 5.00447, 0.0212031
240000, 5.00469, 0.0203385
250000, 5.00776, 0.0197803
260000, 5.00902, 0.0190749
270000, 5.00461, 0.0189037
280000, 5.00266, 0.0183432
290000, 5.00733, 0.0183261
300000, 5.00094, 0.0188418
310000, 4.99848, 0.0184088
320000, 5.00202, 0.01819
330000, 4.99805, 0.0180888
340000, 4.99727, 0.0175816
350000, 4.99793, 0.0170989
360000, 4.99657, 0.016686
370000, 4.99913, 0.016442
380000, 5.00026, 0.0160546
390000, 4.99822, 0.0157804
400000, 4.99862, 0.0153958
410000, 5.00294, 0.0156349
420000, 5.00043, 0.0154722
430000, 4.99748, 0.0154012
440000, 4.99799, 0.0150638
450000, 4.99851, 0.0147417
460000, 4.995, 0.0148454
470000, 4.99503, 0.0145328
480000, 4.99285, 0.0143985
490000, 4.9938, 0.0141395
500000, 4.99264, 0.0139078
510000, 4.99107, 0.0137285
520000, 4.99011, 0.0135012
530000, 4.99337, 0.0136457
540000, 4.99398, 0.0134089
550000, 4.99392, 0.0131674
560000, 4.99672, 0.0132345
570000, 4.99452, 0.013189
580000, 4.99301, 0.0130514
590000, 4.9914, 0.012932
600000, 4.99007, 0.012788
610000, 4.99303, 0.0129226
620000, 4.99027, 0.0130102
630000, 4.99277, 0.013046
640000, 4.99156, 0.0129007
650000, 4.9914, 0.0127047
660000, 4.99045, 0.0125502
670000, 4.98944, 0.0124047
680000, 4.99165, 0.0124207
690000, 4.99194, 0.0122454
700000, 4.99262, 0.0120912
710000, 4.99146, 0.0119791
720000, 4.99232, 0.0118452
730000, 4.99301, 0.0117044
740000, 4.99286, 0.0115482
750000, 4.99196, 0.0114308
760000, 4.99058, 0.0113649
770000, 4.99355, 0.0116028
780000, 4.99502, 0.01155
790000, 4.99434, 0.0114254
800000, 4.99619, 0.0114352
810000, 4.9976, 0.0113821
820000, 4.99842, 0.0112738
830000, 4.99784, 0.0111536
840000, 4.99715, 0.0110431
850000, 4.99856, 0.0110043
860000, 5.00039, 0.0110298
870000, 5.002, 0.0110212
880000, 5.00209, 0.0108971
890000, 5.00206, 0.0107754
900000, 5.00181, 0.0106592
910000, 5.00221, 0.0105503
920000, 5.00304, 0.0104691
930000, 5.00306, 0.0103571
940000, 5.00272, 0.0102532
950000, 5.00209, 0.0101658
960000, 5.00339, 0.0101446
970000, 5.00388, 0.0100524
980000, 5.00372, 0.00995163
990000, 5.00375, 0.00985165
