throws,avg
861, 204
862, 205
863, 205
864, 206
865, 207
866, 207
867, 208
868, 209
869, 209
870, 210
871, 211
872, 211
873, 211
874, 211
875, 211
876, 211
877, 211
878, 211
879, 211
880, 211
881, 211
882, 211
883, 211
884, 212
885, 212
886, 212
887, 213
888, 213
889, 214
890, 215
891, 215
892, 215
893, 216
894, 216
895, 216
896, 217
897, 217
898, 218
899, 219
900, 219
901, 220
902, 220
903, 221
904, 221
905, 222
906, 223
907, 223
908, 223
909, 223
910, 223
911, 223
912, 224
913, 224
914, 224
915, 224
916, 224
917, 225
918, 225
919, 225
920, 225
921, 225
922, 226
923, 226
924, 226
925, 226
926, 226
927, 226
928, 226
929, 227
930, 227
931, 227
932, 227
933, 228
934, 229
935, 230
936, 230
937, 230
938, 230
939, 231
940, 231
941, 231
942, 231
943, 231
944, 231
945, 231
946, 231
947, 231
948, 231
949, 231
950, 231
951, 231
952, 232
953, 232
954, 232
955, 232
956, 232
957, 232
958, 232
959, 232
960, 232
961, 232
962, 232
963, 232
964, 232
965, 232
966, 232
967, 232
968, 232
969, 232
970, 232
971, 232
972, 232
973, 232
974, 232
975, 232
976, 232
977, 232
978, 232
979, 232
980, 232
981, 232
982, 232
983, 232
984, 232
985, 232
986, 232
987, 232
988, 232
989, 232
990, 232
991, 232
992, 232
993, 232
994, 233
995, 233
996, 233
997, 233
998, 233
999, 233
1000, 233
1001, 233
1002, 234
1003, 234
1004, 235
1005, 235
1006, 235
1007, 235
1008, 235
1009, 235
1010, 235
1011, 235
1012, 235
1013, 236
1014, 237
1015, 238
1016, 239
1017, 240
1018, 241
1019, 241
1020, 242
1021, 242
1022, 243
1023, 243
1024, 243
1025, 244
1026, 244
1027, 244
1028, 244
1029, 244
1030, 244
1031, 244
1032, 244
1033, 244
1034, 244
1035, 244
1036, 244
1037, 244
1038, 244
1039, 245
1040, 245
1041, 245
1042, 245
1043, 245
1044, 245
1045, 246
1046, 247
1047, 247
1048, 248
1049, 249
1050, 249
1051, 249
1052, 249
1053, 249
1054, 250
1055, 251
1056, 251
1057, 251
1058, 251
1059, 252
1060, 252
1061, 252
1062, 252
1063, 252
1064, 253
1065, 253
1066, 253
1067, 253
1068, 253
1069, 254
1070, 254
1071, 254
1072, 254
1073, 254
1074, 254
1075, 255
1076, 256
1077, 256
1078, 256
1079, 256
1080, 256
1081, 256
1082, 256
1083, 256
1084, 256
1085, 257
1086, 257
1087, 258
1088, 258
1089, 259
1090, 259
1091, 260
1092, 260
1093, 261
1094, 261
1095, 261
1096, 261
1097, 262
1098, 263
1099, 263
1100, 263
1101, 263
1102, 263
1103, 263
1104, 263
1105, 263
1106, 263
1107, 263
1108, 263
1109, 263
1110, 264
1111, 264
1112, 264
1113, 264
1114, 264
1115, 264
1116, 264
1117, 264
1118, 264
1119, 264
1120, 265
1121, 265
1122, 265
1123, 265
1124, 265
1125, 265
1126, 265
1127, 265
1128, 265
1129, 265
1130, 266
1131, 266
1132, 266
1133, 266
1134, 266
1135, 266
1136, 266
1137, 266
1138, 266
1139, 266
1140, 266
1141, 266
1142, 266
1143, 266
1144, 266
1145, 266
1146, 266
1147, 266
1148, 266
1149, 266
1150, 266
1151, 266
1152, 267
1153, 268
1154, 268
1155, 268
1156, 268
1157, 268
1158, 268
1159, 268
1160, 268
1161, 268
1162, 268
1163, 268
1164, 268
1165, 269
1166, 269
1167, 269
1168, 269
1169, 269
1170, 269
1171, 269
1172, 269
1173, 269
1174, 269
1175, 269
1176, 269
1177, 269
1178, 269
1179, 269
1180, 269
1181, 269
1182, 269
1183, 269
1184, 269
1185, 269
1186, 269
1187, 269
1188, 269
1189, 270
1190, 270
1191, 270
1192, 271
1193, 271
1194, 271
1195, 272
1196, 272
1197, 273
1198, 274
1199, 275
1200, 275
1201, 275
1202, 275
1203, 275
1204, 275
1205, 275
1206, 275
1207, 275
1208, 275
1209, 275
1210, 275
1211, 276
1212, 277
1213, 278
1214, 278
1215, 278
1216, 278
1217, 278
1218, 278
1219, 278
1220, 278
1221, 278
1222, 278
1223, 279
1224, 279
1225, 279
1226, 279
1227, 279
1228, 279
1229, 279
1230, 280
1231, 281
1232, 281
1233, 281
1234, 281
1235, 281
1236, 281
1237, 281
1238, 281
1239, 281
1240, 281
1241, 281
1242, 281
1243, 281
1244, 282
1245, 282
1246, 282
1247, 283
1248, 283
1249, 284
1250, 284
1251, 284
1252, 284
1253, 285
1254, 286
1255, 286
1256, 286
1257, 286
1258, 286
1259, 286
1260, 286
1261, 286
1262, 286
1263, 286
1264, 286
1265, 286
1266, 286
1267, 286
1268, 286
1269, 286
1270, 286
1271, 286
1272, 287
1273, 287
1274, 287
1275, 287
1276, 287
1277, 287
1278, 287
1279, 287
1280, 287
1281, 287
1282, 287
1283, 287
1284, 287
1285, 287
1286, 288
1287, 289
1288, 290
1289, 291
1290, 292
1291, 292
1292, 292
1293, 292
1294, 293
1295, 293
1296, 294
1297, 294
1298, 294
1299, 295
1300, 295
1301, 295
1302, 295
1303, 295
1304, 295
1305, 296
1306, 296
1307, 297
1308, 298
1309, 298
1310, 298
1311, 298
1312, 298
1313, 298
1314, 298
1315, 299
1316, 299
1317, 299
1318, 300
1319, 300
1320, 300
1321, 301
1322, 301
1323, 301
1324, 301
1325, 301
1326, 301
1327, 302
1328, 303
1329, 304
1330, 304
