throws,avg,err
0, 6.0201, 0
10000, 5.94309, 0.0770127
20000, 6.01306, 0.0829061
30000, 6.0107, 0.0586713
40000, 6.01978, 0.0463446
50000, 5.98615, 0.0506235
60000, 5.98272, 0.0429222
70000, 5.98354, 0.0371809
80000, 5.99132, 0.0336996
90000, 6.01464, 0.0381085
100000, 6.024, 0.0357207
110000, 6.02079, 0.0327662
120000, 6.01505, 0.0306827
130000, 6.01428, 0.028417
140000, 6.01605, 0.0265142
150000, 6.00173, 0.028639
160000, 6.00335, 0.0269502
170000, 6.00594, 0.0255402
180000, 6.01261, 0.0250627
190000, 6.01254, 0.0237767
200000, 6.00876, 0.0229299
210000, 6.00789, 0.0218801
220000, 6.00526, 0.0210719
230000, 6.00417, 0.020204
240000, 6.00822, 0.0197968
250000, 6.00559, 0.0192015
260000, 6.00378, 0.0185643
270000, 6.00356, 0.0178905
280000, 6.00421, 0.0172747
290000, 6.00007, 0.0171949
300000, 5.99561, 0.0172187
310000, 5.99684, 0.016717
320000, 6.00295, 0.0173168
330000, 6.00166, 0.0168492
340000, 6.004, 0.0165281
350000, 6.00756, 0.0164509
360000, 6.00435, 0.0163183
370000, 6.00209, 0.0160437
380000, 6.0028, 0.0156432
390000, 6.00357, 0.0152664
400000, 6.00433, 0.0149086
410000, 6.00551, 0.0145973
420000, 6.00672, 0.0143049
430000, 6.00441, 0.0141645
440000, 6.00685, 0.0140595
450000, 6.0084, 0.0138373
460000, 6.00633, 0.0136972
470000, 6.00622, 0.0134093
480000, 6.00793, 0.0132445
490000, 6.00578, 0.0131549
500000, 6.00697, 0.0129497
510000, 6.00521, 0.0128206
520000, 6.00595, 0.0125984
530000, 6.00581, 0.0123638
540000, 6.00387, 0.0122909
550000, 6.00469, 0.0120978
560000, 6.01116, 0.0135308
570000, 6.0125, 0.0133621
580000, 6.01032, 0.0133136
590000, 6.0095, 0.0131151
600000, 6.01026, 0.0129205
610000, 6.0123, 0.0128734
620000, 6.01289, 0.0126811
630000, 6.0144, 0.0125717
640000, 6.01255, 0.0125142
650000, 6.01356, 0.0123646
660000, 6.01396, 0.0121852
670000, 6.01182, 0.0121941
680000, 6.01142, 0.0120225
690000, 6.01374, 0.0120736
700000, 6.01364, 0.0119027
710000, 6.01232, 0.0118101
720000, 6.01415, 0.0117906
730000, 6.01642, 0.0118486
740000, 6.01469, 0.0118169
750000, 6.01369, 0.0117024
760000, 6.01416, 0.0115589
770000, 6.0149, 0.0114336
780000, 6.0168, 0.0114465
790000, 6.01749, 0.0113237
800000, 6.01824, 0.0112084
810000, 6.01983, 0.0111837
820000, 6.02123, 0.0111366
830000, 6.01943, 0.0111492
840000, 6.01821, 0.011085
850000, 6.01889, 0.0109768
860000, 6.02071, 0.0110009
870000, 6.01996, 0.0109013
880000, 6.0193, 0.0107981
890000, 6.01925, 0.0106776
900000, 6.01859, 0.0105801
910000, 6.01812, 0.010475
920000, 6.01709, 0.0104132
930000, 6.01693, 0.0103031
940000, 6.01589, 0.0102467
950000, 6.01381, 0.01035
960000, 6.0131, 0.0102674
970000, 6.01241, 0.0101851
980000, 6.01132, 0.0101414
990000, 6.01174, 0.0100485
