throws,avg,err
0, 3.25915, 0
10000, 3.27089, 0.0117407
20000, 3.28703, 0.0175098
30000, 3.27845, 0.0150687
40000, 3.28415, 0.0129898
50000, 3.27855, 0.0119934
60000, 3.29071, 0.0158327
70000, 3.30319, 0.0185441
80000, 3.30234, 0.0163767
90000, 3.30477, 0.0148488
100000, 3.30861, 0.0139688
110000, 3.306, 0.0130164
120000, 3.31143, 0.0131478
130000, 3.31798, 0.0138237
140000, 3.31788, 0.0128696
150000, 3.3197, 0.0121752
160000, 3.31697, 0.0117575
170000, 3.30871, 0.0138252
180000, 3.30864, 0.0130776
190000, 3.31155, 0.0127439
200000, 3.31135, 0.0121236
210000, 3.31543, 0.0122592
220000, 3.31278, 0.0120105
230000, 3.31147, 0.0115739
240000, 3.31249, 0.0111484
250000, 3.31258, 0.0107114
260000, 3.31519, 0.010632
270000, 3.31748, 0.0104986
280000, 3.31637, 0.0101909
290000, 3.31467, 0.00999068
300000, 3.31371, 0.00971024
310000, 3.31463, 0.00944644
320000, 3.31721, 0.00951282
330000, 3.31944, 0.00949527
340000, 3.31883, 0.00924008
350000, 3.31986, 0.0090376
360000, 3.32155, 0.00895146
370000, 3.32096, 0.0087327
380000, 3.32058, 0.00851422
390000, 3.31845, 0.00856744
400000, 3.32123, 0.00880497
410000, 3.32205, 0.00863247
420000, 3.32302, 0.00848477
430000, 3.32506, 0.00853653
440000, 3.32692, 0.00855033
450000, 3.33009, 0.00894053
460000, 3.3317, 0.00889579
470000, 3.32917, 0.00906839
480000, 3.32899, 0.00888334
490000, 3.32921, 0.00870674
500000, 3.32928, 0.0085346
510000, 3.32838, 0.00841732
520000, 3.32886, 0.00827137
530000, 3.32979, 0.00816913
540000, 3.3312, 0.00814247
550000, 3.33016, 0.00806277
560000, 3.32972, 0.00793222
570000, 3.32984, 0.0077952
580000, 3.32806, 0.00786702
590000, 3.32969, 0.00790508
600000, 3.32929, 0.00778464
610000, 3.32777, 0.00780801
620000, 3.32562, 0.00797925
630000, 3.32738, 0.00804961
640000, 3.32797, 0.00794683
650000, 3.32769, 0.00783048
660000, 3.32756, 0.00771391
670000, 3.32862, 0.00767347
680000, 3.32903, 0.00757266
690000, 3.32861, 0.00747557
700000, 3.32905, 0.00738234
710000, 3.32973, 0.00731121
720000, 3.33003, 0.00721654
730000, 3.33029, 0.00712311
740000, 3.32966, 0.00705549
750000, 3.32921, 0.0069764
760000, 3.32921, 0.00688521
770000, 3.32952, 0.00680355
780000, 3.33015, 0.00674603
790000, 3.33026, 0.00666209
800000, 3.33135, 0.0066704
810000, 3.33121, 0.00659017
820000, 3.3312, 0.00651029
830000, 3.32948, 0.00665762
840000, 3.32872, 0.00662356
850000, 3.32934, 0.00657612
860000, 3.33004, 0.006537
870000, 3.32985, 0.00646497
880000, 3.32906, 0.00644071
890000, 3.32922, 0.00637075
900000, 3.32969, 0.00631827
910000, 3.33063, 0.00631912
920000, 3.32958, 0.00633846
930000, 3.32927, 0.00627862
940000, 3.3292, 0.00621256
950000, 3.32821, 0.00622681
960000, 3.32915, 0.00623427
970000, 3.32938, 0.00617452
980000, 3.32962, 0.00611662
990000, 3.32891, 0.00609676
