throws,avg,err
0, 4.95743, 0
10000, 4.93086, 0.0265734
20000, 4.99185, 0.0628933
30000, 4.98054, 0.0458886
40000, 4.98977, 0.0367239
50000, 4.98273, 0.0307989
60000, 4.97829, 0.0264056
70000, 4.98494, 0.0238134
80000, 4.99019, 0.0216491
90000, 4.98845, 0.019442
100000, 4.99418, 0.0184973
110000, 4.99593, 0.0169762
120000, 5.0016, 0.0166127
130000, 4.99652, 0.0161996
140000, 5.00499, 0.0172994
150000, 5.00396, 0.0162149
160000, 4.99364, 0.0183972
170000, 4.9907, 0.0175934
180000, 4.99608, 0.0174893
190000, 5.0046, 0.0186512
200000, 5.00135, 0.018035
210000, 4.99635, 0.0179094
220000, 4.99549, 0.0171344
230000, 4.99722, 0.0164962
240000, 4.99916, 0.0159409
250000, 5.0066, 0.0170274
260000, 5.00788, 0.0164345
270000, 5.00571, 0.0159847
280000, 5.00429, 0.015489
290000, 5.00457, 0.0149665
300000, 4.99779, 0.0159865
310000, 4.99613, 0.0155674
320000, 4.99971, 0.0155057
330000, 4.99801, 0.0151376
340000, 4.99951, 0.0147745
350000, 5.00298, 0.0147711
360000, 5.00201, 0.0143989
370000, 5.00519, 0.0143727
380000, 5.00624, 0.0140384
390000, 5.007, 0.013704
400000, 5.0067, 0.0133689
410000, 5.00478, 0.0131873
420000, 5.00365, 0.0129272
430000, 5.00175, 0.0127717
440000, 5.00451, 0.0127869
450000, 5.00639, 0.0126459
460000, 5.00356, 0.0126925
470000, 5.00236, 0.012483
480000, 5.00122, 0.0122788
490000, 4.9995, 0.0121528
500000, 5.00101, 0.0120072
510000, 4.99795, 0.0121649
520000, 4.99725, 0.0119539
530000, 4.99808, 0.0117599
540000, 4.9956, 0.0118077
550000, 4.99461, 0.0116367
560000, 4.99626, 0.0115487
570000, 4.99493, 0.0114259
580000, 4.99395, 0.0112726
590000, 4.99181, 0.0112883
600000, 4.99326, 0.0111954
610000, 4.99539, 0.0112187
620000, 4.99326, 0.0112443
630000, 4.99506, 0.0112134
640000, 4.99282, 0.0112651
650000, 4.99288, 0.0110933
660000, 4.99372, 0.0109585
670000, 4.99357, 0.0107972
680000, 4.99398, 0.0106474
690000, 4.99637, 0.0107638
700000, 4.99876, 0.0108775
710000, 4.9992, 0.0107344
720000, 4.99909, 0.0105869
730000, 5.00079, 0.0105794
740000, 5.00042, 0.010444
750000, 5.00122, 0.0103366
760000, 5.00099, 0.0102039
770000, 5.00305, 0.0102812
780000, 5.00393, 0.0101878
790000, 5.0021, 0.0102244
800000, 5.00336, 0.0101756
810000, 5.00441, 0.0101051
820000, 5.00577, 0.0100755
830000, 5.00469, 0.0100133
840000, 5.00527, 0.00991191
850000, 5.00603, 0.00982501
860000, 5.00678, 0.00974031
870000, 5.00768, 0.00967092
880000, 5.00833, 0.0095842
890000, 5.00834, 0.00947711
900000, 5.00789, 0.00938338
910000, 5.00738, 0.00929447
920000, 5.00776, 0.00920167
930000, 5.00645, 0.00919722
940000, 5.00488, 0.00923463
950000, 5.00332, 0.00926919
960000, 5.00293, 0.00918161
970000, 5.00339, 0.00909907
980000, 5.00221, 0.0090839
990000, 5.00358, 0.00909692
