throws,avg,err
0, 5.81642, 0
10000, 5.55304, 0.263388
20000, 5.63293, 0.171776
30000, 5.62184, 0.121969
40000, 5.51282, 0.14426
50000, 5.41128, 0.155513
60000, 5.29318, 0.176699
70000, 5.32238, 0.155786
80000, 5.29057, 0.141025
90000, 5.16735, 0.176337
100000, 5.12757, 0.164387
110000, 5.11179, 0.150891
120000, 5.17644, 0.153116
130000, 5.21206, 0.146164
140000, 5.24388, 0.139742
150000, 5.18994, 0.141406
160000, 5.16582, 0.135001
170000, 5.16438, 0.127288
180000, 5.17779, 0.121147
190000, 5.21469, 0.12071
200000, 5.22276, 0.115101
210000, 5.22226, 0.109746
220000, 5.21424, 0.105172
230000, 5.20877, 0.100843
240000, 5.23945, 0.101474
250000, 5.25255, 0.0983696
260000, 5.24812, 0.0947602
270000, 5.2422, 0.0915045
280000, 5.21983, 0.0910836
290000, 5.19998, 0.0902062
300000, 5.20918, 0.0877322
310000, 5.20621, 0.0849984
320000, 5.21414, 0.0827633
330000, 5.21356, 0.0802943
340000, 5.19871, 0.0793685
350000, 5.20529, 0.0774126
360000, 5.19582, 0.0758846
370000, 5.20599, 0.0745574
380000, 5.22201, 0.0743674
390000, 5.22034, 0.0725038
400000, 5.2103, 0.0714225
410000, 5.20688, 0.0697847
420000, 5.19748, 0.0687877
430000, 5.20587, 0.0677271
440000, 5.20276, 0.0662778
450000, 5.20853, 0.0650772
460000, 5.19354, 0.0654199
470000, 5.20323, 0.0647726
480000, 5.19807, 0.063647
490000, 5.20154, 0.0624578
500000, 5.19725, 0.0613714
510000, 5.1869, 0.0610627
520000, 5.18877, 0.0599286
530000, 5.19056, 0.0588356
540000, 5.18263, 0.0582975
550000, 5.17895, 0.0573652
560000, 5.18657, 0.0568633
570000, 5.17676, 0.0567295
580000, 5.1676, 0.056508
590000, 5.16763, 0.0555582
600000, 5.17044, 0.054712
610000, 5.1674, 0.0539082
620000, 5.16329, 0.0532051
630000, 5.17048, 0.052859
640000, 5.16384, 0.0524609
650000, 5.164, 0.0516602
660000, 5.16414, 0.0508835
670000, 5.16012, 0.0502906
680000, 5.1637, 0.0496853
690000, 5.16866, 0.0492213
700000, 5.15631, 0.0500719
710000, 5.15805, 0.0494024
720000, 5.1635, 0.0490242
730000, 5.15851, 0.0486134
740000, 5.15501, 0.0480885
750000, 5.14877, 0.0478601
760000, 5.14936, 0.0472382
770000, 5.14381, 0.0469582
780000, 5.13498, 0.0471934
790000, 5.14292, 0.0472702
800000, 5.14433, 0.0467043
810000, 5.14749, 0.0462395
820000, 5.1499, 0.0457426
830000, 5.14676, 0.045304
840000, 5.14971, 0.0448648
850000, 5.15897, 0.0452973
860000, 5.15963, 0.0447785
870000, 5.15916, 0.0442693
880000, 5.15643, 0.0438537
890000, 5.15833, 0.0434052
900000, 5.15624, 0.0429767
910000, 5.15597, 0.0425078
920000, 5.15491, 0.0420616
930000, 5.14884, 0.0420532
940000, 5.14371, 0.0419226
950000, 5.14547, 0.0415207
960000, 5.15081, 0.041437
970000, 5.14693, 0.0411954
980000, 5.14817, 0.040796
990000, 5.15021, 0.0404372
