#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.044168    0.044168           0
           2    0.041772     0.04297 0.000847114
           3    0.045198   0.0437127 0.000828635
           4    0.042902     0.04351 0.000645785
           5    0.042504   0.0433088 0.000547074
           6     0.04921   0.0442923  0.00100695
           7    0.035234   0.0429983  0.00147658
           8    0.043834   0.0431028   0.0012957
           9     0.05019   0.0438902  0.00137029
          10    0.039832   0.0434844  0.00129196
          11    0.051114    0.044178  0.00134789
          12    0.050136   0.0446745  0.00132386
          13    0.037392   0.0441143  0.00133529
          14    0.042068   0.0439681  0.00124789
          15    0.051972   0.0445017  0.00127368
          16    0.042636   0.0443851   0.0011994
          17    0.049714   0.0446986  0.00116909
          18    0.041988    0.044548   0.0011138
          19    0.036088   0.0441027  0.00114071
          20     0.04441   0.0441181  0.00108378
