#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.379272   -0.379272           0
           2   -0.379356   -0.379314 2.96985e-05
           3   -0.381628   -0.380085 0.000630102
           4   -0.380304    -0.38014 0.000474942
           5   -0.381424   -0.380397 0.000443984
           6   -0.377964   -0.379991 0.000523348
           7   -0.380192    -0.38002 0.000449368
           8   -0.377408   -0.379693 0.000497876
           9   -0.378896   -0.379605 0.000450373
          10    -0.37884   -0.379528  0.00041178
          11   -0.378828   -0.379465 0.000379236
          12   -0.381204    -0.37961 0.000374307
          13   -0.377636   -0.379458 0.000375042
          14   -0.380352   -0.379522  0.00035365
          15   -0.380516   -0.379588 0.000336228
          16    -0.37798   -0.379487 0.000329892
          17   -0.382084    -0.37964 0.000344031
          18   -0.379732   -0.379645 0.000324956
          19   -0.379904   -0.379659 0.000308138
          20   -0.379024   -0.379627 0.000294362
