#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.679984   -0.679984           0
           2       -0.68   -0.679992 5.65685e-06
           3       -0.68   -0.679995 4.35465e-06
           4       -0.68   -0.679996  3.4641e-06
           5       -0.68   -0.679997 2.86217e-06
           6       -0.68   -0.679997 2.43432e-06
           7       -0.68   -0.679998 2.11616e-06
           8       -0.68   -0.679998 1.87083e-06
           9       -0.68   -0.679998 1.67611e-06
          10       -0.68   -0.679998 1.51789e-06
          11       -0.68   -0.679999 1.38686e-06
          12       -0.68   -0.679999 1.27657e-06
          13       -0.68   -0.679999 1.18248e-06
          14       -0.68   -0.679999 1.10129e-06
          15       -0.68   -0.679999  1.0305e-06
          16       -0.68   -0.679999 9.68255e-07
          17       -0.68   -0.679999 9.13086e-07
          18       -0.68   -0.679999  8.6386e-07
          19       -0.68   -0.679999  8.1966e-07
          20       -0.68   -0.679999 7.79758e-07
