#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.720272   -0.720272           0
           2   -0.720656   -0.720464 0.000135765
           3    -0.71826   -0.719729 0.000606643
           4    -0.71858   -0.719442 0.000518584
           5   -0.719548   -0.719463   0.0004153
           6   -0.720408   -0.719621 0.000374749
           7   -0.722264   -0.719998 0.000474767
           8   -0.720012       -0.72 0.000415424
           9   -0.721484   -0.720165 0.000400655
          10   -0.721428   -0.720291 0.000379979
          11    -0.71972   -0.720239 0.000348965
          12     -0.7182   -0.720069 0.000358886
          13   -0.719896   -0.720056 0.000331527
          14   -0.723632   -0.720311 0.000394148
          15   -0.720508   -0.720325  0.00036809
          16   -0.723384   -0.720516 0.000391614
          17   -0.719728   -0.720469 0.000371309
          18   -0.721516   -0.720528 0.000355204
          19   -0.720908   -0.720548 0.000337073
          20   -0.720432   -0.720542 0.000320269
