#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.94611     0.94611           0
           2    0.898966    0.922538   0.0166679
           3    0.953624      0.9329   0.0139662
           4    0.921652    0.930088    0.010754
           5    0.925324    0.929135  0.00864534
           6    0.870842     0.91942   0.0114265
           7    0.926528    0.920435  0.00983912
           8    0.813172    0.907027   0.0152125
           9    0.899514    0.906192   0.0135451
          10    0.887538    0.904327   0.0123184
          11      0.8831    0.902397   0.0113486
          12    0.934626    0.905083    0.010716
          13    0.880574    0.903198   0.0100562
          14    0.869896    0.900819   0.0096151
          15    0.950348    0.904121  0.00952419
          16    0.946016    0.906739  0.00928189
          17    0.922328    0.907656  0.00878107
          18    0.762198    0.899575   0.0114216
          19    0.929482    0.901149   0.0109284
          20    0.894962     0.90084   0.0103863
