#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.012658    0.012658           0
           2    0.013746    0.013202 0.000384666
           3    0.016086   0.0141633 0.000825755
           4     0.01595     0.01461 0.000730196
           5    0.016864   0.0150608   0.0007098
           6    0.015824    0.015188 0.000602789
           7    0.016018   0.0153066  0.00052821
           8     0.01288   0.0150032 0.000542326
           9    0.013312   0.0148153 0.000513593
          10    0.018448   0.0151786 0.000576564
          11    0.015024   0.0151645 0.000524321
          12    0.014318    0.015094  0.00048535
          13     0.01499    0.015086 0.000448081
          14    0.012544   0.0149044 0.000451367
          15    0.015874   0.0149691 0.000425879
          16    0.018396   0.0151832 0.000449908
          17    0.014108     0.01512 0.000427866
          18    0.014494   0.0150852 0.000405506
          19    0.014256   0.0150416 0.000386505
          20    0.016534   0.0151162 0.000374314
