#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.037602    0.037602           0
           2     0.04926    0.043431  0.00412173
           3    0.045916   0.0442593  0.00282983
           4    0.039596   0.0430935  0.00235028
           5    0.035836    0.041642  0.00228489
           6    0.041102    0.041552  0.00190585
           7    0.038816   0.0411611  0.00167318
           8     0.04495   0.0416348   0.0015296
           9    0.033128   0.0406896  0.00162565
          10    0.039528   0.0405734  0.00146723
          11    0.031082   0.0397105  0.00156716
          12    0.038352   0.0395973  0.00144065
          13      0.0322   0.0390283  0.00143782
          14    0.040408   0.0391269  0.00133849
          15    0.044872   0.0395099   0.0013029
          16     0.03802   0.0394168   0.0012248
          17    0.032326   0.0389996  0.00122171
          18    0.040866   0.0391033  0.00115823
          19     0.04011   0.0391563  0.00109848
          20      0.0431   0.0393535  0.00106111
