#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.997442    0.997442           0
           2     0.99513    0.996286 0.000817415
           3     0.99432    0.995631 0.000763722
           4    0.994658    0.995387 0.000610277
           5       0.992     0.99471 0.000778181
           6    0.994336    0.994648 0.000650976
           7     0.99882    0.995244 0.000784768
           8     0.99577    0.995309 0.000689423
           9     0.99272    0.995022 0.000670176
          10    0.989074    0.994427 0.000825944
          11    0.988162    0.993857 0.000926651
          12    0.998072    0.994209 0.000913565
          13    0.995126    0.994279 0.000846012
          14    0.992128    0.994126 0.000799415
          15    0.998714    0.994431 0.000802515
          16    0.990426    0.994181  0.00079044
          17     0.99856    0.994439 0.000784791
          18      0.8926    0.988781  0.00554803
          19    0.995658    0.989143  0.00526783
          20    0.997908    0.989581  0.00502263
