#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.331032   -0.331032           0
           2    -0.33296   -0.331996 0.000681651
           3   -0.335284   -0.333092  0.00100365
           4   -0.332092   -0.332842 0.000783258
           5   -0.330176   -0.332309  0.00078745
           6   -0.331948   -0.332249   0.0006585
           7   -0.330296    -0.33197 0.000620708
           8    -0.33174   -0.331941 0.000543783
           9    -0.33226   -0.331976 0.000484516
          10   -0.334672   -0.332246 0.000505516
          11   -0.334748   -0.332473 0.000508161
          12   -0.331512   -0.332393 0.000472089
          13   -0.333796   -0.332501 0.000447935
          14   -0.331092   -0.332401   0.0004271
          15   -0.330616   -0.332282 0.000414866
          16    -0.33172   -0.332246 0.000390419
          17    -0.33186   -0.332224 0.000368114
          18    -0.33122   -0.332168 0.000351862
          19   -0.331292   -0.332122  0.00033635
          20   -0.333944   -0.332213 0.000331641
