#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.528084   -0.528084           0
           2   -0.531224   -0.529654  0.00111016
           3   -0.531108   -0.530139  0.00083926
           4   -0.528724   -0.529785 0.000700008
           5   -0.527328   -0.529294 0.000711889
           6   -0.530452   -0.529487 0.000618868
           7   -0.525704   -0.528946 0.000729165
           8   -0.530272   -0.529112  0.00065658
           9     -0.5281      -0.529 0.000593177
          10   -0.527296   -0.528829 0.000557785
          11    -0.52848   -0.528797  0.00050798
          12   -0.528704    -0.52879 0.000465708
          13   -0.530396   -0.528913 0.000445976
          14    -0.52818   -0.528861 0.000417184
          15   -0.529236   -0.528886 0.000390121
          16   -0.531424   -0.529045 0.000396682
          17    -0.52866   -0.529022 0.000373992
          18   -0.530224   -0.529089 0.000359128
          19   -0.528916    -0.52908 0.000340341
          20   -0.529212   -0.529086 0.000323388
