#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.019126    0.019126           0
           2     0.02036    0.019743 0.000436285
           3    0.023302   0.0209293  0.00101136
           4    0.020724    0.020878 0.000759824
           5    0.022468    0.021196 0.000671113
           6    0.029028   0.0225013  0.00131631
           7    0.020718   0.0222466  0.00115266
           8    0.022216   0.0222427  0.00100858
           9     0.02123   0.0221302 0.000902774
          10    0.021118    0.022029 0.000818152
          11    0.024388   0.0222435 0.000771369
          12     0.02285    0.022294 0.000708742
          13    0.022192   0.0222862 0.000654267
          14     0.02405   0.0224121 0.000619546
          15     0.02741   0.0227453   0.0006618
          16    0.020586   0.0226104 0.000634049
          17      0.0256   0.0227862 0.000620661
          18    0.020662   0.0226682 0.000597294
          19    0.018538   0.0224508 0.000604121
          20    0.023178   0.0224872 0.000575008
