#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.436438    0.436438           0
           2     0.49235    0.464394   0.0197679
           3    0.456176    0.461655    0.013367
           4    0.416264    0.450307   0.0140386
           5    0.467756    0.453797   0.0116566
           6     0.39761    0.444432   0.0129397
           7    0.533812    0.457201   0.0162098
           8    0.354662    0.444384   0.0185721
           9     0.46004    0.446123   0.0165898
          10    0.417206    0.443231   0.0151808
          11     0.46515    0.445224   0.0139309
          12    0.333086    0.435879   0.0155923
          13    0.390278    0.432371   0.0147822
          14     0.39592    0.429768   0.0139538
          15     0.42927    0.429735   0.0130236
          16    0.468882    0.432181   0.0124373
          17     0.52092    0.437401   0.0127541
          18    0.491606    0.440413    0.012396
          19    0.415364    0.439094   0.0118135
          20    0.389354    0.436607   0.0114816
