#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.022662    0.022662           0
           2    0.031762    0.027212  0.00321734
           3    0.031816   0.0287467  0.00248409
           4    0.029884    0.029031  0.00187927
           5    0.026924   0.0286096  0.00154994
           6    0.030856    0.028984  0.00133607
           7    0.027104   0.0287154  0.00117189
           8    0.029956   0.0288705  0.00103561
           9    0.025342   0.0284784 0.000991982
          10    0.027416   0.0283722 0.000898455
          11    0.029554   0.0284796 0.000823176
          12    0.026954   0.0283525 0.000764333
          13    0.026872   0.0282386 0.000713972
          14    0.029366   0.0283191   0.0006675
          15    0.027246   0.0282476 0.000626822
          16    0.027226   0.0281838 0.000590889
          17     0.02445   0.0279641 0.000595552
          18    0.029472   0.0280479 0.000568327
          19    0.024464   0.0278593 0.000568856
          20    0.026564   0.0277945 0.000544088
