#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.016312    0.016312           0
           2     0.01977    0.018041  0.00122259
           3     0.02116   0.0190807  0.00117683
           4    0.021046    0.019572 0.000979835
           5    0.017378   0.0191332 0.000876633
           6    0.014206    0.018312  0.00104673
           7    0.017504   0.0181966  0.00090354
           8    0.020466   0.0184802 0.000833941
           9     0.02109   0.0187702 0.000790088
          10    0.012024   0.0180956  0.00095668
          11    0.017144   0.0180091 0.000873612
          12    0.018644    0.018062 0.000802412
          13    0.018892   0.0181258 0.000743223
          14    0.019588   0.0182303 0.000697435
          15    0.019644   0.0183245 0.000657277
          16    0.024128   0.0186873 0.000709253
          17    0.018382   0.0186693 0.000667759
          18    0.022906   0.0189047 0.000670862
          19     0.01886   0.0189023 0.000635558
          20     0.01803   0.0188587 0.000605275
