#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.024306    0.024306           0
           2    0.023376    0.023841 0.000328805
           3    0.022102   0.0232613 0.000521593
           4    0.025304    0.023772 0.000590439
           5    0.022286   0.0234748 0.000542013
           6    0.023742   0.0235193 0.000453503
           7    0.019554   0.0229529 0.000652805
           8    0.024312   0.0231227   0.0005929
           9     0.02566   0.0234047 0.000590253
          10    0.024082   0.0234724   0.0005351
          11    0.025824   0.0236862 0.000527433
          12     0.02773   0.0240232 0.000581248
          13    0.018474   0.0235963 0.000675325
          14    0.028264   0.0239297 0.000704598
          15     0.03174   0.0244504 0.000827955
          16    0.022258   0.0243134 0.000787465
          17    0.024522   0.0243256 0.000741239
          18    0.019386   0.0240512 0.000749138
          19     0.01859   0.0237638 0.000762861
          20    0.021138   0.0236325 0.000735929
