#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1        0.12        0.12           0
           2    0.103308    0.111654  0.00590151
           3    0.116784    0.113364  0.00417474
           4    0.112482    0.113143  0.00313687
           5    0.126594    0.115834  0.00347662
           6    0.126606    0.117629  0.00332865
           7    0.107142    0.116131   0.0031724
           8    0.113578    0.115812  0.00279185
           9     0.11029    0.115198  0.00254817
          10    0.109632    0.114642  0.00235336
          11    0.125084    0.115591  0.00232301
          12    0.097712    0.114101  0.00256306
          13    0.097592    0.112831  0.00266198
          14    0.096744    0.111682  0.00270852
          15    0.132986    0.113102  0.00287632
          16     0.10246    0.112437  0.00277239
          17    0.125006    0.113176   0.0027061
          18      0.1039    0.112661  0.00260437
          19    0.108326    0.112433  0.00247727
          20    0.123554    0.112989  0.00241501
