#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1           1           1           0
           2    0.999988    0.999994 4.24264e-06
           3    0.999212    0.999733 0.000212852
           4    0.999998    0.999799 0.000169612
           5    0.999698    0.999779 0.000136899
           6           1    0.999816 0.000118926
           7    0.999994    0.999841  0.00010462
           8    0.999988     0.99986 9.31326e-05
           9     0.99998    0.999873 8.37375e-05
          10    0.999656    0.999851 7.81276e-05
          11           1    0.999865 7.21836e-05
          12    0.999952    0.999872 6.65321e-05
          13    0.999994    0.999882 6.20708e-05
          14     0.99997    0.999888 5.79579e-05
          15           1    0.999895 5.45741e-05
          16     0.99999    0.999901  5.1483e-05
          17           1    0.999907 4.87812e-05
          18    0.999996    0.999912 4.63207e-05
          19           1    0.999917 4.41137e-05
          20    0.999394     0.99989 4.90408e-05
