#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.143946    0.143946           0
           2    0.178638    0.161292   0.0122655
           3    0.162682    0.161755  0.00818573
           4    0.132808    0.154518  0.00877324
           5     0.13567    0.150749  0.00778647
           6    0.157436    0.151863  0.00656801
           7    0.156138    0.152474  0.00565804
           8    0.159616    0.153367  0.00502072
           9     0.15341    0.153372  0.00446287
          10    0.156672    0.153702  0.00402876
          11    0.130414    0.151585  0.00418192
          12    0.136982    0.150368  0.00400657
          13     0.16791    0.151717  0.00391903
          14    0.147844     0.15144  0.00364885
          15    0.131344    0.150101  0.00364326
          16     0.15422    0.150358  0.00342464
          17    0.153134    0.150521  0.00322708
          18    0.147168    0.150335  0.00305317
          19    0.119832     0.14873  0.00328758
          20    0.158176    0.149202  0.00315695
