#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1      0.0148      0.0148           0
           2    0.019608    0.017204  0.00169988
           3     0.01628    0.016896  0.00116082
           4    0.012434   0.0157805  0.00130047
           5    0.015498    0.015724  0.00104161
           6    0.012932   0.0152587 0.000966373
           7    0.013874   0.0150609 0.000848324
           8    0.016954   0.0152975 0.000774586
           9    0.009604   0.0146649 0.000910929
          10     0.01549   0.0147474 0.000823565
          11    0.015544   0.0148198 0.000751872
          12    0.017834    0.015071 0.000729968
          13    0.015068   0.0150708 0.000673817
          14     0.01202   0.0148529 0.000659984
          15    0.018786   0.0151151 0.000666039
          16    0.012398   0.0149452 0.000645697
          17     0.01296   0.0148285 0.000618185
          18    0.017098   0.0149546 0.000596561
          19    0.016944   0.0150593 0.000574278
          20    0.016388   0.0151257 0.000549394
