#BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         553     2.96596     2.96399 0.000967905
         554     2.96582       2.964 0.000966164
         555     2.96561       2.964 0.000964427
         556     2.96535       2.964 0.000962696
         557     2.96501       2.964 0.000960969
         558     2.96462     2.96401 0.000959247
         559     2.96416     2.96401 0.000957532
         560     2.96364     2.96401 0.000955822
         561     2.96307       2.964  0.00095412
         562     2.96243       2.964 0.000952426
         563     2.96174       2.964 0.000950743
         564       2.961     2.96399 0.000949072
         565     2.96021     2.96398 0.000947416
         566     2.95937     2.96398 0.000945777
         567      2.9585     2.96397 0.000944158
         568     2.95758     2.96396 0.000942563
         569     2.95664     2.96394 0.000940994
         570     2.95566     2.96393 0.000939455
         571     2.95467     2.96391  0.00093795
         572     2.95366     2.96389 0.000936481
         573     2.95265     2.96387 0.000935053
         574     2.95163     2.96385 0.000933667
         575     2.95062     2.96383 0.000932327
         576     2.94962     2.96381 0.000931035
         577     2.94864     2.96378 0.000929792
         578     2.94768     2.96375 0.000928601
         579     2.94676     2.96372  0.00092746
         580     2.94588     2.96369 0.000926371
         581     2.94505     2.96366 0.000925332
         582     2.94428     2.96363 0.000924341
         583     2.94357     2.96359 0.000923395
         584     2.94292     2.96356 0.000922492
         585     2.94235     2.96352 0.000921627
         586     2.94186     2.96348 0.000920795
         587     2.94145     2.96345 0.000919991
         588     2.94113     2.96341 0.000919209
         589      2.9409     2.96337 0.000918442
         590     2.94076     2.96333 0.000917685
         591     2.94071     2.96329  0.00091693
         592     2.94076     2.96325 0.000916171
         593      2.9409     2.96322 0.000915401
         594     2.94113     2.96318 0.000914615
         595     2.94145     2.96314 0.000913807
         596     2.94186     2.96311 0.000912971
         597     2.94235     2.96307 0.000912104
         598     2.94292     2.96304 0.000911201
         599     2.94356     2.96301  0.00091026
         600     2.94427     2.96298 0.000909279
         601     2.94503     2.96295 0.000908256
         602     2.94586     2.96292  0.00090719
         603     2.94672     2.96289 0.000906083
         604     2.94763     2.96286 0.000904935
         605     2.94857     2.96284 0.000903748
         606     2.94953     2.96282 0.000902524
         607      2.9505      2.9628 0.000901265
         608     2.95148     2.96278 0.000899975
         609     2.95246     2.96276 0.000898657
         610     2.95344     2.96275 0.000897313
         611     2.95439     2.96273 0.000895949
         612     2.95533     2.96272 0.000894567
         613     2.95624     2.96271  0.00089317
         614     2.95711      2.9627 0.000891762
         615     2.95793     2.96269 0.000890346
         616     2.95872     2.96269 0.000888924
         617     2.95945     2.96268 0.000887499
         618     2.96012     2.96268 0.000886072
         619     2.96074     2.96268 0.000884646
         620     2.96129     2.96267 0.000883222
         621     2.96178     2.96267 0.000881801
         622     2.96219     2.96267 0.000880384
         623     2.96254     2.96267 0.000878971
         624     2.96282     2.96267 0.000877562
         625     2.96303     2.96267 0.000876158
         626     2.96317     2.96267 0.000874759
         627     2.96324     2.96267 0.000873364
         628     2.96324     2.96267 0.000871974
         629     2.96317     2.96268 0.000870588
         630     2.96304     2.96268 0.000869206
         631     2.96285     2.96268 0.000867829
         632      2.9626     2.96268 0.000866456
         633      2.9623     2.96268 0.000865087
         634     2.96195     2.96267 0.000863723
         635     2.96156     2.96267 0.000862365
         636     2.96113     2.96267 0.000861012
         637     2.96067     2.96267 0.000859667
         638     2.96019     2.96266 0.000858328
         639     2.95969     2.96266 0.000856997
         640     2.95918     2.96265 0.000855675
         641     2.95867     2.96265 0.000854363
         642     2.95816     2.96264 0.000853061
         643     2.95767     2.96263 0.000851769
         644      2.9572     2.96262 0.000850488
         645     2.95675     2.96261 0.000849219
         646     2.95634      2.9626 0.000847959
         647     2.95597     2.96259 0.000846711
         648     2.95565     2.96258 0.000845472
         649     2.95539     2.96257 0.000844242
         650     2.95518     2.96256  0.00084302
         651     2.95504     2.96255 0.000841804
         652     2.95496     2.96254 0.000840593
         653     2.95496     2.96253 0.000839386
         654     2.95503     2.96252 0.000838181
         655     2.95518      2.9625 0.000836976
         656      2.9554     2.96249  0.00083577
         657     2.95569     2.96248 0.000834562
         658     2.95606     2.96247 0.000833351
         659      2.9565     2.96246 0.000832136
         660       2.957     2.96246 0.000830916
         661     2.95757     2.96245 0.000829692
         662      2.9582     2.96244 0.000828464
         663     2.95888     2.96244 0.000827232
         664     2.95961     2.96243 0.000825997
         665     2.96038     2.96243 0.000824761
