#BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         150   -0.310476   -0.208727   0.0109974
         151   -0.340118   -0.209597   0.0109589
         152   -0.361592   -0.210597   0.0109323
         153   -0.405222   -0.211869   0.0109346
         154   -0.434639   -0.213316   0.0109589
         155   -0.416715   -0.214628   0.0109665
         156   -0.360567   -0.215564    0.010936
         157   -0.336847   -0.216336   0.0108936
         158   -0.382214   -0.217386   0.0108751
         159   -0.386067   -0.218447   0.0108583
         160    -0.38902   -0.219513   0.0108427
         161   -0.406363   -0.220674   0.0108373
         162   -0.409905   -0.221842   0.0108331
         163   -0.398468   -0.222925   0.0108207
         164   -0.389481   -0.223941   0.0108023
         165   -0.396624   -0.224987   0.0107874
         166   -0.417059   -0.226144   0.0107843
         167   -0.430341   -0.227367   0.0107888
         168   -0.427156   -0.228556     0.01079
         169   -0.406122   -0.229607   0.0107771
         170   -0.375088   -0.230463   0.0107477
         171   -0.353492   -0.231182   0.0107089
         172   -0.367014   -0.231972   0.0106757
         173   -0.363956   -0.232735   0.0106412
         174   -0.362448    -0.23348   0.0106061
         175   -0.367526   -0.234246   0.0105732
         176   -0.371396   -0.235026   0.0105418
         177   -0.371851   -0.235799   0.0105105
         178   -0.372911   -0.236569   0.0104796
         179   -0.371437   -0.237322   0.0104481
         180   -0.360117   -0.238005   0.0104124
         181   -0.345845     -0.2386   0.0103719
         182    -0.34114   -0.239164   0.0103302
         183   -0.331243   -0.239667    0.010286
         184   -0.314574   -0.240074   0.0102381
         185   -0.321243   -0.240513   0.0101922
         186     -0.3503   -0.241103   0.0101544
         187   -0.362035    -0.24175   0.0101207
         188   -0.354219   -0.242348   0.0100845
         189   -0.331691   -0.242821   0.0100423
         190   -0.309368   -0.243171  0.00999551
         191    -0.31085   -0.243525  0.00994946
         192   -0.334531   -0.243999  0.00990892
         193   -0.351331   -0.244556  0.00987318
         194   -0.348581   -0.245092  0.00983683
         195   -0.347517   -0.245617   0.0098004
         196   -0.346893   -0.246134  0.00976401
         197   -0.340815   -0.246614  0.00972627
         198   -0.323443   -0.247002  0.00968488
         199   -0.309251   -0.247315  0.00964127
         200   -0.343289   -0.247795  0.00960499
         201   -0.347179   -0.248289  0.00956993
         202   -0.338299   -0.248735  0.00953292
         203   -0.339491   -0.249182  0.00949644
         204   -0.345878   -0.249656  0.00946171
         205   -0.349197   -0.250142    0.009428
         206   -0.346815   -0.250611  0.00939391
         207   -0.337139   -0.251029  0.00935782
         208   -0.319335   -0.251357  0.00931859
         209    -0.30049   -0.251592  0.00927697
         210   -0.292254   -0.251786  0.00923482
         211   -0.290607    -0.25197  0.00919288
         212   -0.274868   -0.252078  0.00915015
         213   -0.262956   -0.252129  0.00910734
         214   -0.285032   -0.252283  0.00906608
         215    -0.30446   -0.252526  0.00902716
         216   -0.307391    -0.25278  0.00898894
         217   -0.300758   -0.253001  0.00895023
         218   -0.289849    -0.25317  0.00891077
         219   -0.279024   -0.253288  0.00887087
         220   -0.275086   -0.253387   0.0088311
         221   -0.282293   -0.253518  0.00879211
         222   -0.293825   -0.253699  0.00875438
         223   -0.300386   -0.253909  0.00871762
         224    -0.29174   -0.254077  0.00868034
         225   -0.265321   -0.254127  0.00864191
         226    -0.27388   -0.254215  0.00860411
         227   -0.302981    -0.25443  0.00856889
         228   -0.310526   -0.254676  0.00853484
         229   -0.304696   -0.254894  0.00850036
         230    -0.29643   -0.255075  0.00846532
         231    -0.29189   -0.255234  0.00843017
         232    -0.28874   -0.255379  0.00839507
         233   -0.290426   -0.255529  0.00836039
         234   -0.299188   -0.255716  0.00832675
         235   -0.307327   -0.255935  0.00829421
         236   -0.307392   -0.256153  0.00826193
         237   -0.284257   -0.256272  0.00822792
         238   -0.257756   -0.256278  0.00819335
         239   -0.278871   -0.256373  0.00815961
         240   -0.265529   -0.256411   0.0081257
         241   -0.271482   -0.256473  0.00809223
         242   -0.303054   -0.256666  0.00806108
         243   -0.314839   -0.256905  0.00803146
         244   -0.289445   -0.257038  0.00799965
         245   -0.256072   -0.257035    0.007967
         246   -0.281088   -0.257132  0.00793521
         247   -0.290611   -0.257268  0.00790425
         248   -0.294158   -0.257417  0.00787377
         249   -0.288409   -0.257541  0.00784313
         250    -0.26508   -0.257571  0.00781182
         251   -0.253551   -0.257555  0.00778071
         252   -0.267169   -0.257593  0.00774993
         253   -0.278533   -0.257676  0.00771974
         254   -0.272776   -0.257736  0.00768958
