#BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1    -6.87044    -6.87044           0
           2    -6.82591    -6.84817   0.0157444
           3    -6.78248    -6.82628    0.020732
           4    -6.73822    -6.80426   0.0246021
           5    -6.67399    -6.77821   0.0305029
           6    -6.60994    -6.75016    0.036077
           7    -6.56562     -6.7238   0.0393949
           8    -6.50192    -6.69607   0.0431428
           9    -6.44434     -6.6681   0.0465407
          10    -6.36315     -6.6376   0.0509061
          11    -6.25121    -6.60248   0.0571259
          12    -6.18401     -6.5676   0.0621035
          13    -6.13363    -6.53422   0.0656884
          14    -6.09381    -6.50276   0.0681138
          15    -6.02378    -6.47083   0.0706626
          16    -5.93684    -6.43746   0.0737075
          17    -5.85736    -6.40333   0.0768657
          18    -5.79082     -6.3693   0.0797727
          19    -5.72301    -6.33529   0.0825083
          20    -5.68592    -6.30282   0.0845302
          21    -5.62329    -6.27046   0.0864769
          22    -5.57581    -6.23889   0.0881222
          23    -5.57204    -6.20989   0.0889326
          24    -5.53839    -6.18191   0.0895203
          25    -5.55884    -6.15699   0.0893415
          26    -5.53655    -6.13313   0.0890351
          27     -5.5241    -6.11057   0.0885487
          28    -5.40893    -6.08551   0.0888613
          29    -5.34006    -6.05981   0.0894378
          30    -5.32004    -6.03515   0.0897916
          31    -5.36567    -6.01355   0.0894545
          32    -5.32324    -5.99198   0.0892222
          33    -5.25072    -5.96952   0.0893013
          34    -5.23095     -5.9478   0.0892777
          35    -5.21925    -5.92698   0.0891205
          36    -5.10955    -5.90427   0.0894908
          37    -5.08194    -5.88205   0.0897896
          38    -5.02648    -5.85953   0.0902054
          39    -4.95605    -5.83637   0.0908185
          40    -4.92738    -5.81364   0.0913469
          41    -4.85503    -5.79026   0.0920625
          42    -4.75825    -5.76569   0.0930919
          43    -4.78189    -5.74281   0.0936963
          44    -4.78163    -5.72097   0.0940789
          45     -4.7444    -5.69926   0.0944581
          46    -4.74171    -5.67845   0.0946706
          47     -4.8122    -5.66002   0.0944334
          48    -4.81217    -5.64235   0.0941035
          49    -4.79863    -5.62514   0.0937451
          50    -4.76406    -5.60791   0.0934387
          51     -4.7034    -5.59018   0.0932745
          52    -4.64268    -5.57196   0.0932435
          53    -4.64276    -5.55443   0.0931179
          54    -4.61707    -5.53707   0.0929973
          55    -4.58664    -5.51979   0.0928981
          56    -4.55866    -5.50262   0.0928111
          57    -4.54958     -5.4859   0.0926767
          58    -4.48593    -5.46866   0.0926686
          59     -4.3237    -5.44926   0.0931077
          60    -4.28524    -5.42986   0.0935553
          61    -4.22092    -5.41004   0.0940974
          62    -4.17774    -5.39016   0.0946555
          63    -4.13284     -5.3702   0.0952338
          64    -4.04379    -5.34948   0.0959744
          65    -4.10976    -5.33041   0.0963744
          66    -4.27626    -5.31443   0.0962286
          67    -4.33509    -5.29982    0.095896
          68    -4.31261     -5.2853   0.0955784
          69    -4.36392    -5.27195   0.0951214
          70    -4.22808    -5.25703   0.0949243
          71    -4.16336    -5.24163   0.0948289
          72     -4.0692    -5.22535   0.0948997
          73    -4.07987    -5.20965   0.0948881
          74    -4.13736    -5.19516   0.0947058
          75    -4.01549    -5.17944   0.0947402
          76    -3.86796    -5.16218   0.0950522
          77    -3.85351    -5.14518   0.0953251
          78    -3.85667    -5.12866   0.0955236
          79    -3.72948    -5.11095   0.0959423
          80    -3.61953    -5.09231   0.0965373
          81      -3.615    -5.07407    0.097053
          82    -3.75094    -5.05794   0.0972015
          83    -3.84637    -5.04334   0.0971203
          84    -3.85956    -5.02925   0.0969812
          85    -3.78004    -5.01455   0.0969474
          86    -3.64291     -4.9986   0.0971232
          87    -3.63365    -4.98291   0.0972658
          88    -3.56441    -4.96679    0.097487
          89    -3.56984     -4.9511   0.0976471
          90     -3.5906    -4.93598   0.0977252
          91    -3.51705    -4.92039   0.0978873
          92    -3.48568    -4.90479   0.0980577
          93    -3.44887    -4.88914    0.098245
          94    -3.40715    -4.87337   0.0984567
          95    -3.36052    -4.85745   0.0986998
          96     -3.3071     -4.8413   0.0989841
          97    -3.28847    -4.82529   0.0992497
          98    -3.27034    -4.80942   0.0994972
          99    -3.28899    -4.79406   0.0996704
         100    -3.26157    -4.77874   0.0998449
         101    -3.25248    -4.76363   0.0999933
         102    -3.23222    -4.74861    0.100134
         103    -3.14336    -4.73303    0.100367
         104     -3.1565    -4.71787     0.10054
         105    -3.22047    -4.70361    0.100589
         106    -3.08687    -4.68836     0.10079
         107    -3.12896    -4.67378    0.100896
         108    -3.16416     -4.6598    0.100925
         109    -3.15057    -4.64596    0.100945
         110    -2.99267    -4.63093     0.10114
         111    -2.91654    -4.61548    0.101401
         112    -3.03503    -4.60137    0.101473
         113    -3.02906    -4.58746    0.101524
         114    -3.08068    -4.57424    0.101491
         115    -3.06817    -4.56114     0.10145
         116    -3.17624    -4.54921    0.101275
         117    -3.11467    -4.53694    0.101149
         118    -2.99959    -4.52392    0.101127
         119    -2.87409    -4.51005    0.101223
         120    -2.86524    -4.49634    0.101304
         121    -2.82101     -4.4825    0.101408
         122    -2.85329    -4.46914    0.101452
         123    -2.79203    -4.45551     0.10154
         124    -2.71215    -4.44145     0.10169
         125    -2.81115    -4.42841    0.101709
         126      -2.874    -4.41607    0.101647
         127    -2.84406    -4.40369    0.101598
         128    -2.82815    -4.39138    0.101547
         129    -2.83355    -4.37931    0.101475
         130    -2.90975      -4.368    0.101322
         131     -3.0881    -4.35823    0.101019
         132    -3.19187     -4.3494    0.100639
         133    -3.19446    -4.34071    0.100256
         134    -3.09172    -4.33139   0.0999406
         135    -2.96145    -4.32125   0.0997142
         136    -2.92572    -4.31098   0.0995076
         137    -3.05385    -4.30181   0.0992034
         138    -3.09904    -4.29309   0.0988667
         139    -2.99357    -4.28374   0.0985965
         140    -2.96285    -4.27431   0.0983426
         141    -2.92362    -4.26473   0.0981106
         142     -2.9048    -4.25515    0.097886
         143    -2.86121     -4.2454   0.0976856
         144    -2.89508    -4.23603   0.0974563
         145    -2.87003    -4.22661   0.0972384
         146    -2.81396    -4.21693   0.0970526
         147    -2.72956    -4.20681   0.0969184
         148     -2.8604    -4.19771   0.0966895
         149    -2.82679    -4.18851   0.0964774
         150    -2.79029    -4.17919   0.0962835
         151    -2.77399    -4.16989   0.0960945
         152    -2.60435    -4.15959   0.0960127
         153    -2.55661    -4.14911   0.0959551
         154    -2.58537    -4.13896   0.0958678
         155     -2.6274     -4.1292    0.095744
         156    -2.60211    -4.11941   0.0956293
         157     -2.5756    -4.10958   0.0955245
         158    -2.61153     -4.1001   0.0953893
         159    -2.63239    -4.09087   0.0952349
         160    -2.54977    -4.08124   0.0951255
         161    -2.46874    -4.07122   0.0950605
         162    -2.57424    -4.06198   0.0949217
         163    -2.54043    -4.05265   0.0947973
         164    -2.47919    -4.04305   0.0947035
         165    -2.45646    -4.03344   0.0946165
         166    -2.44172    -4.02385   0.0945311
         167    -2.50168    -4.01473   0.0944034
         168    -2.46099    -4.00548   0.0942935
         169    -2.46555    -3.99637   0.0941748
         170     -2.4878     -3.9875   0.0940379
         171    -2.38534    -3.97813   0.0939536
         172     -2.3922    -3.96891   0.0938587
         173    -2.41012     -3.9599   0.0937477
         174     -2.3375    -3.95057   0.0936714
         175    -2.11758     -3.9401     0.09372
         176    -2.08456    -3.92956   0.0937786
         177    -2.20739    -3.91983   0.0937521
         178    -2.25838    -3.91049   0.0936889
         179    -2.29213    -3.90145   0.0936008
         180    -2.13522    -3.89164   0.0935937
         181    -2.08889    -3.88168    0.093605
         182    -2.07423    -3.87175   0.0936161
         183    -2.11105    -3.86213   0.0935976
         184     -2.2421    -3.85332   0.0935021
         185    -2.43459    -3.84565   0.0933107
         186    -2.48791    -3.83835   0.0930941
         187     -2.4831    -3.83111   0.0928779
         188    -2.53547    -3.82422   0.0926392
         189    -2.58302    -3.81765   0.0923815
         190     -2.5534    -3.81099   0.0921346
         191    -2.58803    -3.80459   0.0918745
         192    -2.59991    -3.79832     0.09161
         193    -2.60167    -3.79212   0.0913449
         194     -2.7298    -3.78664    0.091038
         195    -2.70276    -3.78108   0.0907407
         196    -2.62806     -3.7752   0.0904682
         197    -2.50114    -3.76873   0.0902398
         198    -2.51723    -3.76241   0.0900052
         199    -2.37434    -3.75544   0.0898228
         200    -2.32908     -3.7483   0.0896563
