#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.03308     0.03308           0
           2     0.02396     0.02852  0.00322441
           3     0.01418     0.02374  0.00445568
           4     0.03312    0.026085  0.00391045
           5     0.01852    0.024572  0.00340851
           6     0.02094   0.0239667  0.00289368
           7     0.01398     0.02254  0.00281007
           8     0.03076   0.0235675  0.00263999
           9      0.0348   0.0248156  0.00262514
          10     0.01156     0.02349  0.00267645
          11      0.0102   0.0222818  0.00269206
          12      0.0228    0.022325  0.00246806
          13     0.00444   0.0209492  0.00263389
          14     0.02736   0.0214071  0.00248525
          15     0.01678   0.0210987  0.00233863
          16     0.02034   0.0210512  0.00219294
          17     0.02778   0.0214471  0.00209936
          18     0.03476   0.0221867  0.00210899
          19     0.02828   0.0225074  0.00202223
          20     0.03798    0.023281   0.0020638
