#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.996732   -0.996732           0
           2    -0.99174   -0.994236  0.00176494
           3   -0.997936   -0.995469  0.00154872
           4   -0.998884   -0.996323  0.00137685
           5    -0.99386    -0.99583  0.00118633
           6   -0.997704   -0.996143  0.00102889
           7   -0.996876   -0.996247 0.000887222
           8   -0.995996   -0.996216 0.000776876
           9   -0.993784   -0.995946 0.000736054
          10   -0.993356   -0.995687 0.000706541
          11   -0.995852   -0.995702  0.00064247
          12   -0.996776   -0.995791 0.000595134
          13   -0.994752   -0.995711 0.000554698
          14   -0.995664   -0.995708 0.000515087
          15   -0.997336   -0.995817  0.00049205
          16   -0.989252   -0.995406 0.000608774
          17   -0.996756   -0.995486 0.000578119
          18   -0.995336   -0.995477 0.000546061
          19   -0.996612   -0.995537 0.000520576
          20   -0.997548   -0.995638 0.000504164
