#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1       0.027       0.027           0
           2     0.01446     0.02073  0.00443356
           3     0.02338   0.0216133  0.00304243
           4     0.02156      0.0216  0.00228185
           5     0.00762    0.018804   0.0030962
           6     0.00538   0.0165667  0.00329069
           7     0.00896     0.01548  0.00299465
           8       0.009     0.01467  0.00272766
           9      0.0113   0.0142956  0.00245015
          10     0.00072    0.012938  0.00255368
          11     0.01436   0.0130673   0.0023248
          12     0.01528   0.0132517  0.00213837
          13     0.00376   0.0125215  0.00209482
          14     0.02894   0.0136943  0.00224964
          15      0.0223    0.014268  0.00217158
          16     0.01688   0.0144312  0.00204199
          17      0.0175   0.0146118  0.00192983
          18     0.03038   0.0154878  0.00201164
          19     0.02996   0.0162495  0.00204489
          20      0.0259    0.016732  0.00199877
