#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.01252     0.01252           0
           2     0.03566     0.02409  0.00818123
           3     0.02216   0.0234467  0.00547939
           4     0.04316    0.028375  0.00592492
           5     0.03978    0.030656  0.00516036
           6     0.04198   0.0325433   0.0046326
           7     0.02436   0.0313743  0.00411566
           8      0.0405    0.032515  0.00375596
           9      0.0421     0.03358  0.00348635
          10     0.02584    0.032806  0.00322249
          11     0.03922   0.0333891  0.00298182
          12     0.03694    0.033685  0.00274798
          13     0.04474   0.0345354  0.00266493
          14     0.02718     0.03401  0.00252584
          15     0.03378   0.0339947   0.0023575
          16     0.03096    0.033805  0.00221777
          17     0.01096   0.0324612    0.002461
          18     0.05466   0.0336944  0.00261509
          19     0.03666   0.0338505  0.00248211
          20     0.07644     0.03598  0.00314135
