#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.979072   -0.979072           0
           2   -0.971388    -0.97523   0.0027167
           3   -0.977624   -0.976028  0.00192477
           4   -0.981252   -0.977334  0.00183389
           5      -0.971   -0.976067  0.00185371
           6   -0.971564   -0.975317  0.00168988
           7   -0.971492    -0.97477  0.00153426
           8   -0.971356   -0.974343  0.00140058
           9   -0.975292   -0.974449  0.00124892
          10   -0.973692   -0.974373  0.00112632
          11   -0.973056   -0.974253  0.00103027
          12   -0.973632   -0.974202 0.000945715
          13    -0.97334   -0.974135 0.000875287
          14   -0.970272   -0.973859 0.000855162
          15   -0.979288   -0.974221 0.000871372
          16   -0.971536   -0.974053 0.000832917
          17   -0.975368   -0.974131 0.000787503
          18   -0.972064   -0.974016 0.000752077
          19   -0.974392   -0.974036 0.000712755
          20   -0.974992   -0.974084 0.000678718
