#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.70164     0.70164           0
           2      0.7712     0.73642   0.0245932
           3     0.59712    0.689987   0.0413059
           4     0.86984     0.73495   0.0497594
           5      0.2659     0.64114   0.0928703
           6      0.5036    0.618217   0.0801711
           7     0.52868    0.605426    0.069731
           8      0.7239    0.620235   0.0625675
           9     0.78092    0.638089    0.058107
          10      0.7373     0.64801   0.0531366
          11     0.51654    0.636058   0.0496319
          12     0.57962    0.631355   0.0457182
          13     0.51534    0.622431   0.0430636
          14     0.56014    0.617981   0.0402168
          15     0.75334    0.627005   0.0385348
          16     0.63794    0.627689   0.0361325
          17     0.63314    0.628009   0.0340084
          18     0.62222    0.627688   0.0321206
          19     0.72174    0.632638   0.0308091
          20     0.86568     0.64429   0.0313949
