#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.02538     0.02538           0
           2     0.07784     0.05161   0.0185474
           3     0.05564   0.0529533   0.0124135
           4     0.02964    0.047125   0.0105903
           5     0.02864    0.043428  0.00909471
           6     0.02322     0.04006  0.00817881
           7     0.02826   0.0383743  0.00718203
           8     0.03566    0.038035  0.00629228
           9     0.04698   0.0390289  0.00567109
          10      0.0539    0.040516  0.00529537
          11     0.06026   0.0423109  0.00510913
          12     0.03796   0.0419483  0.00469621
          13     0.04838   0.0424431  0.00436095
          14     0.02502   0.0411986   0.0042233
          15     0.06698   0.0429173  0.00427721
          16     0.04896    0.043295  0.00402653
          17      0.0493   0.0436482  0.00380513
          18     0.05058   0.0440333  0.00361317
          19     0.03166   0.0433821   0.0034812
          20     0.05804    0.044115  0.00338341
