#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1      0.1088      0.1088           0
           2     0.11974     0.11427  0.00386787
           3      0.0907    0.106413   0.0069138
           4      0.0965    0.103935  0.00561199
           5     0.15238    0.113624  0.00976001
           6      0.1246    0.115453  0.00830301
           7     0.07926    0.110283  0.00857697
           8     0.11174    0.110465  0.00750679
           9     0.11558    0.111033  0.00669418
          10     0.12222    0.112152  0.00611752
          11     0.06158    0.107555  0.00708124
          12     0.19712    0.115018  0.00965405
          13     0.06874    0.111458  0.00954523
          14     0.09182    0.110056  0.00896591
          15     0.08084    0.108108  0.00857713
          16     0.11926    0.108805  0.00806933
          17     0.13266    0.110208  0.00771571
          18     0.09392    0.109303  0.00733993
          19     0.01638    0.104413  0.00842691
          20     0.12552    0.105468  0.00807138
