#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.460772   -0.460772           0
           2   -0.462816   -0.461794 0.000722663
           3   -0.462892    -0.46216 0.000566932
           4   -0.463148   -0.462407 0.000475973
           5   -0.463084   -0.462542 0.000399574
           6   -0.461084   -0.462299 0.000400136
           7   -0.462236    -0.46229 0.000343076
           8   -0.463072   -0.462388 0.000313799
           9    -0.46276   -0.462429 0.000281641
          10   -0.465636    -0.46275 0.000395973
          11   -0.462708   -0.462746 0.000359994
          12   -0.461116    -0.46261 0.000354702
          13   -0.461896   -0.462555 0.000331646
          14    -0.46214   -0.462526 0.000309281
          15   -0.461704   -0.462471 0.000293474
          16   -0.462708   -0.462486 0.000275506
          17    -0.46392    -0.46257 0.000271911
          18   -0.460188   -0.462438  0.00028721
          19    -0.46404   -0.462522 0.000284204
          20   -0.463068   -0.462549 0.000271301
