#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.01582     0.01582           0
           2     0.03258      0.0242  0.00592555
           3     0.01986   0.0227533  0.00412318
           4     0.00218     0.01761  0.00542248
           5     0.01626     0.01734   0.0043447
           6     0.02424     0.01849  0.00376971
           7     0.01668   0.0182314  0.00324003
           8     0.01034    0.017245  0.00298141
           9     0.03828   0.0195822  0.00344658
          10     0.02708    0.020332  0.00318243
          11      0.0257     0.02082   0.0029303
          12     0.02002   0.0207533  0.00268686
          13      0.0114   0.0200338  0.00257471
          14     0.03466   0.0210786  0.00259411
          15     0.01418   0.0206187   0.0024616
          16      0.0456     0.02218  0.00275883
          17     0.04484   0.0235129  0.00290073
          18     0.01276   0.0229156  0.00280042
          19     0.01958     0.02274  0.00265853
          20     0.02342    0.022774  0.00252582
