#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.552652   -0.552652           0
           2     -0.5536   -0.553126 0.000335169
           3     -0.5531   -0.553117 0.000223558
           4    -0.55478   -0.553533 0.000397111
           5   -0.554772   -0.553781 0.000387363
           6   -0.553492   -0.553733 0.000325779
           7   -0.556168   -0.554081 0.000426288
           8   -0.556036   -0.554325 0.000437501
           9   -0.552968   -0.554174 0.000414057
          10   -0.552632    -0.55402 0.000400344
          11   -0.553044   -0.553931 0.000373652
          12   -0.552888   -0.553844 0.000352483
          13   -0.554116   -0.553865 0.000325988
          14   -0.553376    -0.55383 0.000304571
          15   -0.553044   -0.553778 0.000288741
          16   -0.553884   -0.553785 0.000270771
          17   -0.555832   -0.553905 0.000280353
          18    -0.55512   -0.553972 0.000272784
          19   -0.553732    -0.55396  0.00025872
          20   -0.554612   -0.553992 0.000247831
