#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.15482     0.15482           0
           2     0.17482     0.16482  0.00707107
           3      0.1595    0.163047   0.0049314
           4     0.14762     0.15919  0.00498344
           5     0.12204     0.15176  0.00774972
           6     0.21638     0.16253    0.011763
           7     0.13912    0.159186   0.0105472
           8     0.16962     0.16049  0.00930914
           9     0.13284    0.157418   0.0087671
          10      0.1097    0.152646  0.00909676
          11      0.1293    0.150524  0.00851377
          12     0.21606    0.155985  0.00939403
          13     0.10316    0.151922  0.00950973
          14     0.12564    0.150044  0.00901385
          15     0.18798    0.152573  0.00876054
          16     0.12188    0.150655  0.00842042
          17     0.16956    0.151767  0.00799819
          18     0.15654    0.152032  0.00755824
          19     0.16096    0.152502  0.00717503
          20     0.14884    0.152319  0.00681862
