#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.582872   -0.582872           0
           2     -0.5829   -0.582886  9.8995e-06
           3   -0.581668    -0.58248 0.000331563
           4   -0.580748   -0.582047  0.00044995
           5   -0.584372   -0.582512 0.000550046
           6   -0.582932   -0.582582 0.000462805
           7   -0.583976   -0.582781 0.000437442
           8   -0.584384   -0.582982 0.000426182
           9   -0.583648   -0.583056 0.000385209
          10   -0.585064   -0.583256 0.000395598
          11     -0.5821   -0.583151 0.000373341
          12   -0.582316   -0.583082 0.000348658
          13    -0.58262   -0.583046 0.000323642
          14    -0.58356   -0.583083 0.000302598
          15   -0.580148   -0.582887 0.000339843
          16   -0.583584   -0.582931 0.000321382
          17   -0.582252   -0.582891 0.000304947
          18   -0.583548   -0.582927 0.000290183
          19   -0.583172    -0.58294 0.000275195
          20   -0.583872   -0.582987  0.00026535
