#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   -0.005106   -0.005106           0
           2    0.001912   -0.001597  0.00248124
           3   -0.000698 -0.00129733  0.00167216
           4    0.001616   -0.000569   0.0014038
           5   -0.007708  -0.0019968  0.00170062
           6   -0.004032   -0.002336  0.00145062
           7   -0.000806 -0.00211743  0.00125975
           8    0.000302   -0.001815    0.001138
           9   -0.001156 -0.00174178  0.00101391
          10   -0.001454   -0.001713 0.000912927
          11   -0.009206 -0.00239418  0.00105386
          12    0.006246 -0.00167417  0.00118678
          13   -0.008526 -0.00220123  0.00120687
          14    0.004258 -0.00173986  0.00120563
          15    0.001488 -0.00152467   0.0011443
          16   -0.006682   -0.001847  0.00111725
          17      -0.011 -0.00238541  0.00117412
          18    0.003304 -0.00206933  0.00115065
          19   -0.009266 -0.00244811  0.00115074
          20   -0.006124  -0.0026319  0.00110779
