#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.482416   -0.482416           0
           2   -0.482024    -0.48222 0.000138593
           3    -0.48304   -0.482493 0.000241546
           4   -0.483864   -0.482836 0.000347684
           5    -0.48422   -0.483113 0.000372371
           6   -0.481568   -0.482855 0.000389272
           7   -0.482696   -0.482833 0.000334327
           8   -0.483484   -0.482914  0.00030229
           9   -0.481672   -0.482776 0.000298544
          10   -0.483744   -0.482873  0.00028395
          11   -0.481148   -0.482716 0.000298304
          12   -0.482316   -0.482683 0.000275302
          13    -0.48266   -0.482681  0.00025413
          14   -0.481452   -0.482593  0.00025068
          15   -0.482396    -0.48258 0.000234312
          16   -0.483676   -0.482649 0.000229462
          17   -0.481852   -0.482602 0.000220696
          18   -0.481676    -0.48255 0.000214343
          19   -0.483084   -0.482578 0.000204894
          20   -0.483232   -0.482611 0.000197239
