#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.366112   -0.366112           0
           2    -0.36668   -0.366396 0.000200818
           3      -0.365   -0.365931  0.00040284
           4   -0.366756   -0.366137 0.000351017
           5   -0.367888   -0.366487 0.000420676
           6    -0.36632   -0.366459 0.000351485
           7   -0.367816   -0.366653 0.000350659
           8   -0.365852   -0.366553 0.000320807
           9   -0.366144   -0.366508 0.000288363
          10   -0.366132    -0.36647 0.000261961
          11    -0.36826   -0.366633  0.00028423
          12   -0.366996   -0.366663 0.000262151
          13   -0.367256   -0.366709 0.000245922
          14   -0.365132   -0.366596  0.00025283
          15   -0.368124   -0.366698 0.000255674
          16    -0.36762   -0.366755 0.000246104
          17    -0.36556   -0.366685 0.000241466
          18   -0.366788   -0.366691 0.000228119
          19   -0.367852   -0.366752 0.000224149
          20   -0.369412   -0.366885 0.000249296
